sample_index,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
0,0.6666666666666666,2,3,4354.689453125,15.004315376281738
1,0.625,6,7,10555.38671875,21.979167938232422
2,0.0,2,6,35691.453125,47.345970153808594
3,1.0,4,4,3336.515869140625,15.187182426452637
4,0.8571428571428571,7,6,4024.990966796875,16.095603942871094
5,0.7142857142857143,6,6,9454.3173828125,24.928668975830078
6,1.0,6,6,2760.477294921875,13.510804176330566
7,0.0,0,6,31891.744140625,40.11577224731445
8,0.6,3,5,7262.35693359375,22.945497512817383
9,0.5714285714285714,10,12,18411.107421875,42.11759948730469
10,0.6363636363636364,8,10,17380.1328125,40.231510162353516
11,1.0,4,4,3393.7275390625,13.420069694519043
12,0.3333333333333333,1,3,6352.47314453125,15.904078483581543
13,1.0,9,9,5043.099609375,21.256441116333008
14,1.0,8,8,5183.76025390625,24.400659561157227
15,0.8571428571428571,7,6,7186.26953125,26.001279830932617
16,1.0,6,6,4085.394287109375,18.754907608032227
17,0.75,4,3,7358.42822265625,19.591659545898438
18,0.5714285714285714,5,6,11678.24609375,26.183626174926758
19,0.0,0,4,21812.28515625,29.82347869873047
20,0.5714285714285714,5,6,8315.884765625,21.764122009277344
21,0.0,2,8,44986.62890625,56.00559997558594
22,0.9090909090909091,10,11,6338.2783203125,19.932409286499023
23,0.9166666666666666,11,12,5231.92626953125,18.748332977294922
24,1.0,8,8,4859.765625,20.815597534179688
25,0.5,6,3,12275.353515625,34.28551483154297
26,0.6666666666666666,6,9,11427.46484375,23.443603515625
27,1.0,7,7,5147.02685546875,23.65430450439453
28,1.0,13,13,4704.59033203125,21.439912796020508
29,0.7142857142857143,6,6,8698.47265625,27.607702255249023
30,0.6666666666666666,5,5,10191.6279296875,22.837753295898438
31,0.9,10,9,7576.9462890625,17.015363693237305
32,0.8181818181818182,9,11,12090.818359375,29.109071731567383
33,0.375,4,7,23783.5390625,44.3323860168457
34,0.3333333333333333,1,3,4502.82958984375,11.241148948669434
35,0.75,3,4,9618.0517578125,23.342805862426758
36,0.16666666666666666,10,4,36161.16796875,53.679805755615234
37,0.0,1,6,33771.5859375,43.16146469116211
38,0.5,4,5,12229.2978515625,25.22637939453125
39,0.0,1,7,39158.96875,48.42032241821289
40,0.7777777777777778,7,9,6840.435546875,21.428415298461914
41,0.8235294117647058,15,16,16096.478515625,45.04750061035156
42,0.625,7,6,15595.9248046875,31.75118637084961
43,0.8888888888888888,8,9,3244.703125,12.73913860321045
44,0.8571428571428571,7,6,5812.5439453125,22.237260818481445
45,0.8333333333333334,6,5,7356.07177734375,26.6224422454834
46,0.5,7,5,15747.517578125,24.035785675048828
47,0.7777777777777778,9,7,15039.080078125,31.248369216918945
48,1.0,7,7,6403.474609375,23.102567672729492
49,0.8571428571428571,7,6,7827.56005859375,24.41290855407715
50,0.0,0,3,18520.255859375,27.856483459472656
51,0.7272727272727273,11,8,10374.3720703125,30.1800537109375
52,0.4,10,11,32507.01953125,53.30265808105469
53,0.5,6,6,15661.83203125,29.918437957763672
54,1.0,5,5,4303.3466796875,20.465829849243164
55,0.7692307692307693,13,10,18290.8828125,47.423221588134766
56,0.42857142857142855,9,11,36790.765625,58.183189392089844
57,0.9285714285714286,13,14,5719.9443359375,21.923646926879883
58,1.0,11,11,3709.23193359375,17.688518524169922
59,1.0,6,6,4807.501953125,19.14153480529785
60,0.9166666666666666,11,12,8011.2138671875,23.39275550842285
61,0.375,6,5,17459.82421875,29.712175369262695
62,0.6,4,4,9714.5322265625,24.529335021972656
63,0.75,3,4,6667.509765625,20.14789581298828
64,0.7777777777777778,7,9,9667.552734375,18.195913314819336
65,0.0,6,5,41938.51953125,56.82246017456055
66,0.0,0,8,40605.3125,47.75990676879883
67,0.75,3,4,7798.28076171875,22.413829803466797
68,0.38095238095238093,14,15,51290.0,70.4371109008789
69,0.9375,15,16,4093.1748046875,16.142959594726562
70,0.875,7,8,9346.2275390625,27.122573852539062
71,0.8,9,9,10156.693359375,30.731523513793945
72,1.0,4,4,3539.69873046875,15.884424209594727
73,0.8,5,4,8089.0654296875,28.793195724487305
74,0.0,0,3,14991.1865234375,16.336015701293945
75,0.625,5,8,12302.119140625,34.158119201660156
76,0.6666666666666666,6,9,8741.2802734375,21.132404327392578
77,0.9090909090909091,11,10,5940.490234375,21.970260620117188
78,0.14285714285714285,2,6,25887.2109375,38.73152542114258
79,0.6923076923076923,9,13,16516.453125,50.77875900268555
80,1.0,6,6,5432.85986328125,20.416393280029297
81,0.5789473684210527,13,17,32948.87109375,49.348663330078125
82,0.9,10,9,6670.1220703125,23.596281051635742
83,0.7777777777777778,7,9,13177.3837890625,40.971343994140625
84,0.9090909090909091,11,10,5698.96826171875,21.14537811279297
85,0.625,7,6,7995.75390625,20.641315460205078
86,0.8823529411764706,15,17,11447.849609375,32.298973083496094
87,0.8,12,15,12328.0126953125,35.98237609863281
88,0.75,6,8,12064.427734375,28.57448959350586
89,1.0,5,5,3911.143798828125,14.326827049255371
90,1.0,4,4,3168.312255859375,12.732071876525879
91,1.0,3,3,3627.848388671875,15.38286018371582
92,0.4,6,8,21814.169921875,38.79444885253906
93,0.625,16,10,26677.07421875,54.308082580566406
94,1.0,9,9,5642.982421875,20.20981216430664
95,1.0,8,8,3958.78759765625,18.541744232177734
96,0.6666666666666666,9,6,14222.25,36.905574798583984
97,0.0,0,5,27369.318359375,35.504947662353516
98,1.0,6,6,4791.46435546875,17.10181427001953
99,0.7692307692307693,13,10,14630.6201171875,30.567298889160156
100,0.8461538461538461,11,13,13650.4052734375,43.901458740234375
101,0.5714285714285714,16,17,34976.30078125,54.718807220458984
102,0.9285714285714286,13,14,4251.48095703125,14.433446884155273
103,0.75,3,4,7317.57861328125,26.826457977294922
104,0.5,10,8,17655.505859375,36.940696716308594
105,0.5714285714285714,9,13,23208.119140625,48.7400016784668
106,0.0,0,4,7885.69921875,17.57837677001953
107,0.5,2,4,12637.693359375,18.767715454101562
108,0.1,3,8,41824.91015625,56.44874954223633
109,0.625,5,8,8954.646484375,26.075220108032227
110,0.7142857142857143,7,5,12259.91796875,28.477628707885742
111,0.4375,10,13,35645.73046875,51.042137145996094
112,0.0,0,7,36990.11328125,43.395042419433594
113,0.7272727272727273,10,9,17829.888671875,32.076194763183594
114,0.8181818181818182,11,9,9060.8291015625,23.868154525756836
115,0.0,0,4,20866.48828125,27.23507308959961
116,0.8888888888888888,9,8,5216.0361328125,18.887081146240234
117,1.0,2,2,2243.74560546875,9.215716361999512
118,0.7777777777777778,9,7,10256.404296875,32.47145080566406
119,0.75,10,11,14028.3515625,42.27870178222656
120,1.0,4,4,4608.58935546875,24.66069793701172
121,0.16666666666666666,4,3,17850.642578125,25.844038009643555
122,0.8888888888888888,8,9,5838.17578125,17.771577835083008
123,0.8888888888888888,8,9,9261.6787109375,24.312780380249023
124,1.0,4,4,3873.28125,14.864477157592773
125,0.6,5,3,6736.36376953125,14.935077667236328
126,0.6666666666666666,4,6,10988.197265625,23.075763702392578
127,1.0,12,12,5028.47607421875,20.0740909576416
128,0.7,8,9,11954.05078125,35.57981872558594
129,0.6,3,5,5804.078125,17.667009353637695
130,0.8,4,5,5245.73681640625,19.879322052001953
131,0.8333333333333334,5,6,5758.64990234375,23.75701332092285
132,0.7857142857142857,13,12,13839.9814453125,27.004108428955078
133,0.6153846153846154,10,11,15975.6728515625,31.566572189331055
134,0.8571428571428571,7,6,7726.89892578125,20.157026290893555
135,0.2857142857142857,4,5,14168.8466796875,28.018945693969727
136,0.2222222222222222,6,5,29721.142578125,42.563961029052734
137,1.0,9,9,6512.00732421875,23.423110961914062
138,0.5714285714285714,6,5,12722.0927734375,30.42431640625
139,0.6666666666666666,2,3,4790.8193359375,17.649147033691406
140,0.75,10,11,14977.2763671875,35.93281555175781
141,0.631578947368421,13,18,30812.5859375,51.05585861206055
142,0.35714285714285715,6,13,49272.46484375,73.08586120605469
143,0.0,0,4,20122.44921875,24.92974090576172
144,0.9166666666666666,11,12,4765.08203125,16.195520401000977
145,1.0,4,4,4717.66748046875,16.89643096923828
146,0.6666666666666666,11,14,18749.90234375,40.671756744384766
147,0.0,3,6,33973.59765625,45.932762145996094
148,0.5714285714285714,5,6,16211.525390625,28.114540100097656
149,0.4117647058823529,9,15,38425.8125,54.083351135253906
150,0.6666666666666666,4,6,9395.857421875,22.385986328125
151,0.5714285714285714,5,6,13430.6337890625,30.26801109313965
152,0.8181818181818182,10,10,12538.0146484375,27.380481719970703
153,0.7272727272727273,9,10,12669.1240234375,33.527313232421875
154,0.631578947368421,16,15,29502.404296875,54.188846588134766
155,0.0,0,4,22341.26953125,29.975141525268555
156,0.7142857142857143,13,11,12172.5947265625,23.15549087524414
157,1.0,6,6,2495.901611328125,13.122370719909668
158,1.0,6,6,3949.885009765625,16.003942489624023
159,0.0,0,8,40685.44921875,47.131160736083984
160,0.0,1,3,19982.1171875,30.94866371154785
161,0.3333333333333333,6,2,20992.876953125,41.852996826171875
162,1.0,4,4,4667.8125,22.384733200073242
163,0.16666666666666666,1,6,30799.92578125,52.39313507080078
164,0.6,3,5,12964.384765625,24.259239196777344
165,0.875,8,7,5864.5224609375,20.212038040161133
166,0.8571428571428571,6,7,8074.61669921875,21.223302841186523
167,1.0,17,17,5129.2412109375,22.809267044067383
168,0.9166666666666666,12,11,6659.3154296875,23.1807918548584
169,0.875,7,8,6497.01416015625,23.28558349609375
170,0.9166666666666666,11,12,6976.7138671875,28.588966369628906
171,0.0,0,5,24923.27734375,25.58173370361328
172,0.0,0,7,38981.82421875,51.237606048583984
173,0.8571428571428571,7,6,10647.228515625,43.75080871582031
174,0.3333333333333333,4,4,16377.1171875,29.754688262939453
175,0.8333333333333334,11,11,15534.6162109375,43.312461853027344
176,0.0,1,6,36425.9296875,48.84929275512695
177,1.0,4,4,3195.014404296875,14.427950859069824
178,0.0,0,4,20492.1640625,24.899171829223633
179,0.6666666666666666,4,6,5306.58447265625,16.643800735473633
180,0.6666666666666666,4,6,8452.2021484375,23.189302444458008
181,0.625,14,12,24683.4921875,47.976924896240234
182,0.5714285714285714,5,6,17288.810546875,31.034133911132812
183,0.0,0,3,16725.9609375,24.080114364624023
184,0.7857142857142857,12,13,15133.990234375,33.5196647644043
185,0.8571428571428571,7,6,5172.85693359375,20.416624069213867
186,0.5,2,4,6692.23193359375,17.361562728881836
187,0.6666666666666666,4,6,14079.662109375,24.653696060180664
188,0.6666666666666666,2,3,5797.24755859375,17.914247512817383
189,0.5,3,3,8234.7490234375,20.414966583251953
190,0.8,5,4,6198.51708984375,19.785263061523438
191,0.8,4,5,6970.349609375,15.149248123168945
