runner config | sample=4 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=3.000000e+00
sample=4 | outer=1/30 | loss_phi=2.464772e+00 | loss_mu=1.646060e+00 | mu_mse=1.702115e+05 | mu_mae=4.098690e+02 | defect_area_pred=0 | defect_area_label=77 | defect_iou=0.000000e+00
sample=4 | outer=2/30 | loss_phi=2.447123e+00 | loss_mu=1.158015e+00 | mu_mse=1.578678e+05 | mu_mae=3.942280e+02 | defect_area_pred=0 | defect_area_label=77 | defect_iou=0.000000e+00
sample=4 | outer=3/30 | loss_phi=2.443232e+00 | loss_mu=1.009620e+00 | mu_mse=1.418962e+05 | mu_mae=3.720554e+02 | defect_area_pred=18 | defect_area_label=77 | defect_iou=0.000000e+00
sample=4 | outer=4/30 | loss_phi=2.441600e+00 | loss_mu=9.889194e-01 | mu_mse=1.308483e+05 | mu_mae=3.561201e+02 | defect_area_pred=79 | defect_area_label=77 | defect_iou=1.470588e-01
sample=4 | outer=5/30 | loss_phi=2.440389e+00 | loss_mu=1.003144e+00 | mu_mse=1.275023e+05 | mu_mae=3.518629e+02 | defect_area_pred=82 | defect_area_label=77 | defect_iou=2.619048e-01
sample=4 | outer=6/30 | loss_phi=2.439167e+00 | loss_mu=1.032715e+00 | mu_mse=1.306210e+05 | mu_mae=3.571870e+02 | defect_area_pred=68 | defect_area_label=77 | defect_iou=3.425926e-01
sample=4 | outer=7/30 | loss_phi=2.437679e+00 | loss_mu=1.097669e+00 | mu_mse=1.289404e+05 | mu_mae=3.544492e+02 | defect_area_pred=73 | defect_area_label=77 | defect_iou=4.018691e-01
sample=4 | outer=8/30 | loss_phi=2.435961e+00 | loss_mu=1.208624e+00 | mu_mse=1.273688e+05 | mu_mae=3.516243e+02 | defect_area_pred=77 | defect_area_label=77 | defect_iou=4.128440e-01
sample=4 | outer=9/30 | loss_phi=2.433718e+00 | loss_mu=1.385311e+00 | mu_mse=1.265491e+05 | mu_mae=3.497222e+02 | defect_area_pred=86 | defect_area_label=77 | defect_iou=4.424779e-01
sample=4 | outer=10/30 | loss_phi=2.430359e+00 | loss_mu=1.649243e+00 | mu_mse=1.284089e+05 | mu_mae=3.514011e+02 | defect_area_pred=89 | defect_area_label=77 | defect_iou=4.821429e-01
sample=4 | outer=11/30 | loss_phi=2.423573e+00 | loss_mu=1.963152e+00 | mu_mse=1.324750e+05 | mu_mae=3.558503e+02 | defect_area_pred=94 | defect_area_label=77 | defect_iou=5.000000e-01
sample=4 | outer=12/30 | loss_phi=2.418298e+00 | loss_mu=2.260474e+00 | mu_mse=1.332519e+05 | mu_mae=3.558407e+02 | defect_area_pred=97 | defect_area_label=77 | defect_iou=5.263158e-01
sample=4 | outer=13/30 | loss_phi=2.414176e+00 | loss_mu=2.271881e+00 | mu_mse=1.312632e+05 | mu_mae=3.519630e+02 | defect_area_pred=98 | defect_area_label=77 | defect_iou=5.350877e-01
sample=4 | outer=14/30 | loss_phi=2.410507e+00 | loss_mu=2.141024e+00 | mu_mse=1.262344e+05 | mu_mae=3.436840e+02 | defect_area_pred=99 | defect_area_label=77 | defect_iou=5.575221e-01
sample=4 | outer=15/30 | loss_phi=2.407229e+00 | loss_mu=1.927204e+00 | mu_mse=1.194130e+05 | mu_mae=3.323874e+02 | defect_area_pred=95 | defect_area_label=77 | defect_iou=6.074767e-01
sample=4 | outer=16/30 | loss_phi=2.404207e+00 | loss_mu=1.693099e+00 | mu_mse=1.113492e+05 | mu_mae=3.187403e+02 | defect_area_pred=96 | defect_area_label=77 | defect_iou=6.320755e-01
sample=4 | outer=17/30 | loss_phi=2.401340e+00 | loss_mu=1.442820e+00 | mu_mse=1.022440e+05 | mu_mae=3.026844e+02 | defect_area_pred=94 | defect_area_label=77 | defect_iou=6.442308e-01
sample=4 | outer=18/30 | loss_phi=2.398540e+00 | loss_mu=1.152571e+00 | mu_mse=9.012381e+04 | mu_mae=2.799861e+02 | defect_area_pred=87 | defect_area_label=77 | defect_iou=7.083333e-01
sample=4 | outer=19/30 | loss_phi=2.395820e+00 | loss_mu=9.648540e-01 | mu_mse=8.288928e+04 | mu_mae=2.647336e+02 | defect_area_pred=89 | defect_area_label=77 | defect_iou=7.113402e-01
sample=4 | outer=20/30 | loss_phi=2.392464e+00 | loss_mu=7.312971e-01 | mu_mse=7.362200e+04 | mu_mae=2.446457e+02 | defect_area_pred=84 | defect_area_label=77 | defect_iou=7.500000e-01
sample=4 | outer=21/30 | loss_phi=2.388414e+00 | loss_mu=5.246681e-01 | mu_mse=6.194295e+04 | mu_mae=2.184524e+02 | defect_area_pred=81 | defect_area_label=77 | defect_iou=7.752809e-01
sample=4 | outer=22/30 | loss_phi=2.384313e+00 | loss_mu=3.406797e-01 | mu_mse=5.244579e+04 | mu_mae=1.958141e+02 | defect_area_pred=81 | defect_area_label=77 | defect_iou=7.954546e-01
sample=4 | outer=23/30 | loss_phi=2.378474e+00 | loss_mu=2.818001e-01 | mu_mse=4.216095e+04 | mu_mae=1.707117e+02 | defect_area_pred=79 | defect_area_label=77 | defect_iou=8.139535e-01
sample=4 | outer=24/30 | loss_phi=2.371293e+00 | loss_mu=2.587748e-01 | mu_mse=3.960120e+04 | mu_mae=1.638904e+02 | defect_area_pred=79 | defect_area_label=77 | defect_iou=8.139535e-01
sample=4 | outer=25/30 | loss_phi=2.359858e+00 | loss_mu=2.549723e-01 | mu_mse=4.029759e+04 | mu_mae=1.650444e+02 | defect_area_pred=76 | defect_area_label=77 | defect_iou=8.433735e-01
sample=4 | outer=26/30 | loss_phi=2.348405e+00 | loss_mu=2.795983e-01 | mu_mse=4.153266e+04 | mu_mae=1.676646e+02 | defect_area_pred=76 | defect_area_label=77 | defect_iou=8.433735e-01
sample=4 | outer=27/30 | loss_phi=2.339539e+00 | loss_mu=2.728003e-01 | mu_mse=4.177766e+04 | mu_mae=1.689906e+02 | defect_area_pred=75 | defect_area_label=77 | defect_iou=8.536586e-01
sample=4 | outer=28/30 | loss_phi=2.332750e+00 | loss_mu=2.661267e-01 | mu_mse=4.516160e+04 | mu_mae=1.769467e+02 | defect_area_pred=76 | defect_area_label=77 | defect_iou=8.658537e-01
sample=4 | outer=29/30 | loss_phi=2.326035e+00 | loss_mu=2.521216e-01 | mu_mse=4.745584e+04 | mu_mae=1.818356e+02 | defect_area_pred=76 | defect_area_label=77 | defect_iou=8.658537e-01
sample=4 | outer=30/30 | loss_phi=2.321096e+00 | loss_mu=2.540065e-01 | mu_mse=4.833357e+04 | mu_mae=1.838869e+02 | defect_area_pred=74 | defect_area_label=77 | defect_iou=8.641976e-01
