sample_index,loss_phi_final,loss_mu_final,mu_mse_final,mu_mae_final,defect_area_pred,defect_area_label,defect_iou,pred_centroid_x,pred_centroid_y,label_centroid_x,label_centroid_y,lambda_area_prior,lambda_mask_prior,lambda_mask_bce_prior,center_mode,test_radius,hidden_dim,num_layers
0,16.517580032348633,0.2163308709859848,36471.5546875,141.85240173339844,769,768,0.945569634437561,0.30023327469825745,5.5111589431762695,0.2887484133243561,5.503997802734375,3.0,1.0,7.0,three,5.0,64,3
1,13.572667121887207,22.718978881835938,165242.703125,384.6328125,1659,666,0.2852404713630676,3.9574456214904785,6.881959438323975,5.125628471374512,5.757575511932373,3.0,1.0,7.0,three,5.0,64,3
2,28.731807708740234,0.1428467333316803,23818.728515625,125.59111022949219,839,840,0.9101251363754272,1.0517725944519043,3.076895236968994,1.0552763938903809,3.080808162689209,3.0,1.0,7.0,three,5.0,64,3
3,37.273216247558594,0.5945957899093628,84134.8671875,270.2258605957031,1197,1204,0.8935331106185913,6.152882099151611,5.195733547210693,6.154360294342041,5.237256050109863,3.0,1.0,7.0,three,5.0,64,3
4,40.4370002746582,0.1796644628047943,50922.31640625,193.71400451660156,862,864,0.9284915924072266,1.5161070823669434,4.335114479064941,1.5075377225875854,4.3434343338012695,3.0,1.0,7.0,three,5.0,64,3
5,29.01207160949707,5.690581321716309,34077.1015625,102.34432220458984,1068,665,0.5654923319816589,-3.044718027114868,6.683691024780273,-4.296482086181641,5.55555534362793,3.0,1.0,7.0,three,5.0,64,3
6,25.559659957885742,6.55411434173584,144202.4375,368.20928955078125,1301,1223,0.5954487919807434,4.165543556213379,6.8146491050720215,3.8231427669525146,5.911858081817627,3.0,1.0,7.0,three,5.0,64,3
7,96.34473419189453,71.02926635742188,180060.84375,326.06304931640625,4500,1325,0.2944444417953491,-2.156113862991333,5.233692169189453,-4.4674882888793945,3.0818369388580322,3.0,1.0,7.0,three,5.0,64,3
8,39.26310348510742,97.1441650390625,154533.03125,201.54745483398438,4750,1785,0.3680134117603302,1.757567048072815,5.53471565246582,3.9244542121887207,3.7629518508911133,3.0,1.0,7.0,three,5.0,64,3
9,9.827624320983887,0.3580680191516876,57775.51953125,205.46881103515625,933,977,0.9469928741455078,7.150624752044678,6.146242618560791,7.16080379486084,6.171334743499756,3.0,1.0,7.0,three,5.0,64,3
10,5.226450443267822,2.6119515895843506,55286.765625,161.9915008544922,738,719,0.8419721722602844,-5.257792949676514,3.9503438472747803,-5.296195983886719,3.9728293418884277,3.0,1.0,7.0,three,5.0,64,3
11,121.34404754638672,0.06866191327571869,16026.1474609375,73.65145111083984,1508,1513,0.9940593838691711,0.064480260014534,3.2879858016967773,0.06053069233894348,3.2909398078918457,3.0,1.0,7.0,three,5.0,64,3
12,59.84755325317383,0.12327001243829727,30988.19140625,134.79161071777344,912,912,0.9424920082092285,1.2683483362197876,7.069709777832031,1.2609097957611084,7.092857837677002,3.0,1.0,7.0,three,5.0,64,3
13,14.444743156433105,0.6611397862434387,52436.484375,204.35812377929688,750,747,0.6782511472702026,7.877386569976807,6.715959548950195,7.870779514312744,6.782550811767578,3.0,1.0,7.0,three,5.0,64,3
14,15.301966667175293,2.0592901706695557,48982.29296875,173.47885131835938,1132,864,0.7432314157485962,-0.011053499765694141,6.18071174621582,0.07537688314914703,6.111111640930176,3.0,1.0,7.0,three,5.0,64,3
15,13.556909561157227,10.9444580078125,90335.890625,249.7541961669922,2355,1119,0.44931164383888245,-1.8964565992355347,4.800016403198242,-1.7893085479736328,3.0972824096679688,3.0,1.0,7.0,three,5.0,64,3
