sample_index,loss_phi_final,loss_mu_final,mu_mse_final,mu_mae_final,defect_area_pred,defect_area_label,defect_iou,pred_centroid_x,pred_centroid_y,label_centroid_x,label_centroid_y,lambda_area_prior,lambda_mask_prior,lambda_mask_bce_prior,center_mode,test_radius,hidden_dim,num_layers
16,21.363605499267578,7.028169631958008,120530.0078125,322.6986389160156,2004,888,0.4204322099685669,4.310323715209961,6.130818843841553,4.824120998382568,6.161616325378418,3.0,1.0,7.0,three,5.0,64,3
17,17.65326690673828,0.1126410961151123,47487.69921875,189.36874389648438,1547,1560,0.9689480066299438,-0.9846744537353516,6.1585469245910645,-0.959895670413971,6.166731357574463,3.0,1.0,7.0,three,5.0,64,3
18,29.467565536499023,0.1516285240650177,19457.69921875,85.73955535888672,689,729,0.9214091897010803,3.3576083183288574,5.435487270355225,3.3919599056243896,5.454545497894287,3.0,1.0,7.0,three,5.0,64,3
19,15.539488792419434,1.0812242031097412,64873.05078125,234.37281799316406,591,581,0.7975460290908813,2.498915910720825,5.690235614776611,2.4620089530944824,5.67847204208374,3.0,1.0,7.0,three,5.0,64,3
20,12.245908737182617,0.31738999485969543,44429.84765625,159.2783203125,521,492,0.8759258985519409,-7.228512763977051,5.230617046356201,-7.236180305480957,5.252525329589844,3.0,1.0,7.0,three,5.0,64,3
21,39.3913459777832,113.39408874511719,228474.265625,379.1326904296875,4786,853,0.17283694446086884,0.4393782913684845,6.029201507568359,3.316141128540039,5.5536603927612305,3.0,1.0,7.0,three,5.0,64,3
22,41.73257827758789,7.340166091918945,113106.9453125,302.3290100097656,1551,748,0.4413793087005615,-3.011138916015625,7.462112903594971,-5.879396915435791,6.111111164093018,3.0,1.0,7.0,three,5.0,64,3
23,98.8934555053711,0.06898535788059235,19692.419921875,95.68182373046875,1488,1486,0.9932975769042969,1.7941522598266602,4.674704074859619,1.7919001579284668,4.681947231292725,3.0,1.0,7.0,three,5.0,64,3
24,50.0540657043457,2.42138671875,28597.7890625,77.43431091308594,906,900,0.75,7.714899063110352,3.306018352508545,7.726465225219727,3.389786720275879,3.0,1.0,7.0,three,5.0,64,3
25,8.188573837280273,0.3092276155948639,35662.6171875,135.8280029296875,1066,1044,0.9701213836669922,2.195829153060913,4.311216831207275,2.183907985687256,4.293025970458984,3.0,1.0,7.0,three,5.0,64,3
26,6.180431365966797,0.2856031358242035,43625.34375,181.79275512695312,604,601,0.9036334753036499,-2.8051681518554688,4.570037841796875,-2.786687135696411,4.559068202972412,3.0,1.0,7.0,three,5.0,64,3
27,255.96340942382812,0.06500013917684555,12588.0546875,54.86699295043945,1795,1798,0.9807056188583374,0.5899553298950195,3.2669873237609863,0.5951336622238159,3.266817569732666,3.0,1.0,7.0,three,5.0,64,3
28,38.17452621459961,119.27337646484375,226371.71875,338.2664489746094,5440,1327,0.22768504917621613,-0.019038233906030655,6.3883137702941895,-2.69067645072937,4.680337905883789,3.0,1.0,7.0,three,5.0,64,3
29,21.054319381713867,11.528063774108887,95404.09375,256.42120361328125,2371,557,0.2194918841123581,-2.7804248332977295,5.348039627075195,0.23452089726924896,5.872005462646484,3.0,1.0,7.0,three,5.0,64,3
