sample_index,method,threshold,defect_area_pred,defect_area_label,defect_iou,centroid_distance,note
2,threshold,100,0,840,0.0,,direct threshold sweep
2,largest_connected_component,100,0,840,0.0,,8-neighborhood largest component after threshold
2,threshold,200,0,840,0.0,,direct threshold sweep
2,largest_connected_component,200,0,840,0.0,,8-neighborhood largest component after threshold
2,threshold,300,161,840,0.19166666666666668,0.5866233449694851,direct threshold sweep
2,largest_connected_component,300,161,840,0.19166666666666668,0.5866233449694851,8-neighborhood largest component after threshold
2,threshold,400,487,840,0.5797619047619048,0.18473268872133056,direct threshold sweep
2,largest_connected_component,400,487,840,0.5797619047619048,0.18473268872133056,8-neighborhood largest component after threshold
2,threshold,500,838,840,0.9068181818181819,0.005533317732767929,direct threshold sweep
2,largest_connected_component,500,838,840,0.9068181818181819,0.005533317732767929,8-neighborhood largest component after threshold
2,threshold,600,1287,840,0.6526806526806527,0.18298721719258795,direct threshold sweep
2,largest_connected_component,600,1287,840,0.6526806526806527,0.18298721719258795,8-neighborhood largest component after threshold
2,threshold,700,2400,840,0.35,1.102667165949861,direct threshold sweep
2,largest_connected_component,700,2179,840,0.38549793483249195,0.6313317853229051,8-neighborhood largest component after threshold
2,oracle_area_topk,,840,840,0.9069239500567536,0.004882816057232372,diagnostic oracle: lowest mu_pred values with label_area pixels
3,raw_threshold_500,500,1222,1204,0.9723577235772358,0.03373034080179197,S42 default mask threshold
3,threshold,100,0,1204,0.0,,direct threshold sweep
3,largest_connected_component,100,0,1204,0.0,,8-neighborhood largest component after threshold
3,threshold,200,403,1204,0.3347176079734219,0.28114163726920083,direct threshold sweep
3,largest_connected_component,200,403,1204,0.3347176079734219,0.28114163726920083,8-neighborhood largest component after threshold
3,threshold,300,705,1204,0.5855481727574751,0.15662663766710705,direct threshold sweep
3,largest_connected_component,300,705,1204,0.5855481727574751,0.15662663766710705,8-neighborhood largest component after threshold
3,threshold,400,958,1204,0.7956810631229236,0.06462717821721575,direct threshold sweep
3,largest_connected_component,400,958,1204,0.7956810631229236,0.06462717821721575,8-neighborhood largest component after threshold
3,threshold,500,1222,1204,0.9723577235772358,0.03373034080179197,direct threshold sweep
3,largest_connected_component,500,1222,1204,0.9723577235772358,0.03373034080179197,8-neighborhood largest component after threshold
3,threshold,600,1572,1204,0.7659033078880407,0.5270826054072099,direct threshold sweep
3,largest_connected_component,600,1513,1204,0.7957699933906147,0.1441577840870563,8-neighborhood largest component after threshold
3,threshold,700,4295,1204,0.28032596041909197,5.03868407632117,direct threshold sweep
3,largest_connected_component,700,4249,1204,0.2833607907742998,5.021477165741026,8-neighborhood largest component after threshold
3,oracle_area_topk,,1204,1204,0.9753896636587367,0.030170260368421305,diagnostic oracle: lowest mu_pred values with label_area pixels
4,raw_threshold_500,500,1060,864,0.7333333333333333,0.14902324347519996,S42 default mask threshold
4,threshold,100,0,864,0.0,,direct threshold sweep
4,largest_connected_component,100,0,864,0.0,,8-neighborhood largest component after threshold
4,threshold,200,0,864,0.0,,direct threshold sweep
4,largest_connected_component,200,0,864,0.0,,8-neighborhood largest component after threshold
4,threshold,300,0,864,0.0,,direct threshold sweep
4,largest_connected_component,300,0,864,0.0,,8-neighborhood largest component after threshold
4,threshold,400,111,864,0.1284722222222222,0.45299737125586836,direct threshold sweep
4,largest_connected_component,400,111,864,0.1284722222222222,0.45299737125586836,8-neighborhood largest component after threshold
4,threshold,500,1060,864,0.7333333333333333,0.14902324347519996,direct threshold sweep
4,largest_connected_component,500,1060,864,0.7333333333333333,0.14902324347519996,8-neighborhood largest component after threshold
4,threshold,600,3214,864,0.26410415375077495,1.1344753993034138,direct threshold sweep
4,largest_connected_component,600,3198,864,0.26542056074766357,1.1685352121732666,8-neighborhood largest component after threshold
4,threshold,700,11523,864,0.07470067673086934,1.5639974142906492,direct threshold sweep
4,largest_connected_component,700,8803,864,0.09777424483306836,4.784701105500946,8-neighborhood largest component after threshold
4,oracle_area_topk,,864,864,0.8037578288100209,0.07609872901549326,diagnostic oracle: lowest mu_pred values with label_area pixels
5,raw_threshold_500,500,1649,665,0.25420054200542,3.3401379391684136,S42 default mask threshold
5,threshold,100,238,665,0.0,4.9516548432655645,direct threshold sweep
5,largest_connected_component,100,238,665,0.0,4.9516548432655645,8-neighborhood largest component after threshold
5,threshold,200,366,665,0.0,5.000897478275466,direct threshold sweep
5,largest_connected_component,200,366,665,0.0,5.000897478275466,8-neighborhood largest component after threshold
5,threshold,300,508,665,0.0,5.125730490262299,direct threshold sweep
5,largest_connected_component,300,508,665,0.0,5.125730490262299,8-neighborhood largest component after threshold
5,threshold,400,699,665,0.0,5.343023126860135,direct threshold sweep
5,largest_connected_component,400,699,665,0.0,5.343023126860135,8-neighborhood largest component after threshold
5,threshold,500,1649,665,0.25420054200542,3.3401379391684136,direct threshold sweep
5,largest_connected_component,500,934,665,0.0,5.537556349724532,8-neighborhood largest component after threshold
5,threshold,600,3882,665,0.17130345182895415,1.4969416460218916,direct threshold sweep
5,largest_connected_component,600,2635,665,0.2523719165085389,0.9523347543710372,8-neighborhood largest component after threshold
5,threshold,700,16822,665,0.039531565806681726,4.069615114418068,direct threshold sweep
5,largest_connected_component,700,16822,665,0.039531565806681726,4.069615114418068,8-neighborhood largest component after threshold
5,oracle_area_topk,,665,665,0.0,5.308708841663907,diagnostic oracle: lowest mu_pred values with label_area pixels
6,raw_threshold_500,500,1269,1223,0.9125095932463546,0.08526990378821328,S42 default mask threshold
6,threshold,100,173,1223,0.14145543744889616,1.0526451293897294,direct threshold sweep
6,largest_connected_component,100,173,1223,0.14145543744889616,1.0526451293897294,8-neighborhood largest component after threshold
6,threshold,200,463,1223,0.3785772690106296,0.7081384487745309,direct threshold sweep
6,largest_connected_component,200,463,1223,0.3785772690106296,0.7081384487745309,8-neighborhood largest component after threshold
6,threshold,300,716,1223,0.5854456255110384,0.44950874581685896,direct threshold sweep
6,largest_connected_component,300,716,1223,0.5854456255110384,0.44950874581685896,8-neighborhood largest component after threshold
6,threshold,400,982,1223,0.8,0.20983237177188863,direct threshold sweep
6,largest_connected_component,400,982,1223,0.8,0.20983237177188863,8-neighborhood largest component after threshold
6,threshold,500,1269,1223,0.9125095932463546,0.08526990378821328,direct threshold sweep
6,largest_connected_component,500,1269,1223,0.9125095932463546,0.08526990378821328,8-neighborhood largest component after threshold
6,threshold,600,1688,1223,0.7245260663507109,0.40779761413198634,direct threshold sweep
6,largest_connected_component,600,1672,1223,0.7314593301435407,0.40834809224326457,8-neighborhood largest component after threshold
6,threshold,700,3873,1223,0.3157758843273948,0.7441368552783825,direct threshold sweep
6,largest_connected_component,700,3107,1223,0.3936272932088832,2.706958881585462,8-neighborhood largest component after threshold
6,oracle_area_topk,,1223,1223,0.925984251968504,0.05202621396829577,diagnostic oracle: lowest mu_pred values with label_area pixels
7,raw_threshold_500,500,2487,1325,0.5025620811982656,2.7189619625320858,S42 default mask threshold
7,threshold,100,995,1325,0.0,5.836853607430994,direct threshold sweep
7,largest_connected_component,100,995,1325,0.0,5.836853607430994,8-neighborhood largest component after threshold
7,threshold,200,1412,1325,0.14855224506924045,4.458523200610322,direct threshold sweep
7,largest_connected_component,200,1058,1325,0.0,5.772203417302027,8-neighborhood largest component after threshold
7,threshold,300,1773,1325,0.27805280528052806,3.7021112080416794,direct threshold sweep
7,largest_connected_component,300,1099,1325,0.0,5.7454490250613235,8-neighborhood largest component after threshold
7,threshold,400,2116,1325,0.39764419171405363,3.1738847495729825,direct threshold sweep
7,largest_connected_component,400,1134,1325,0.0,5.718948673469146,8-neighborhood largest component after threshold
7,threshold,500,2487,1325,0.5025620811982656,2.7189619625320858,direct threshold sweep
7,largest_connected_component,500,1319,1325,0.9313367421475529,0.09293315137556771,8-neighborhood largest component after threshold
7,threshold,600,2915,1325,0.45454545454545453,2.2999057808627006,direct threshold sweep
7,largest_connected_component,600,1709,1325,0.77530719719134,0.22609977701650796,8-neighborhood largest component after threshold
7,threshold,700,3482,1325,0.38052843193566915,1.8706109978930865,direct threshold sweep
7,largest_connected_component,700,2236,1325,0.5925760286225402,0.5677776928668378,8-neighborhood largest component after threshold
7,oracle_area_topk,,1325,1325,0.12003381234150465,4.67222869484887,diagnostic oracle: lowest mu_pred values with label_area pixels
8,raw_threshold_500,500,4257,1785,0.39441495499653817,2.2092229236416236,S42 default mask threshold
8,threshold,100,1685,1785,0.08709273182957393,4.097319770199087,direct threshold sweep
8,largest_connected_component,100,1685,1785,0.08709273182957393,4.097319770199087,8-neighborhood largest component after threshold
8,threshold,200,2304,1785,0.21986873508353222,3.3491326662535514,direct threshold sweep
8,largest_connected_component,200,2304,1785,0.21986873508353222,3.3491326662535514,8-neighborhood largest component after threshold
8,threshold,300,2872,1785,0.32981153626499143,2.87058736170078,direct threshold sweep
8,largest_connected_component,300,2872,1785,0.32981153626499143,2.87058736170078,8-neighborhood largest component after threshold
8,threshold,400,3463,1785,0.416082029141932,2.500796694685169,direct threshold sweep
8,largest_connected_component,400,3463,1785,0.416082029141932,2.500796694685169,8-neighborhood largest component after threshold
8,threshold,500,4257,1785,0.39441495499653817,2.2092229236416236,direct threshold sweep
8,largest_connected_component,500,4257,1785,0.39441495499653817,2.2092229236416236,8-neighborhood largest component after threshold
8,threshold,600,5667,1785,0.3142857142857143,2.349023760152378,direct threshold sweep
8,largest_connected_component,600,5542,1785,0.321370604147881,2.122619232660187,8-neighborhood largest component after threshold
8,threshold,700,9918,1785,0.17997580157289775,4.881538326174728,direct threshold sweep
8,largest_connected_component,700,9411,1785,0.18967166082244183,4.323144438995138,8-neighborhood largest component after threshold
8,oracle_area_topk,,1785,1785,0.1104199066874028,3.9569393207237757,diagnostic oracle: lowest mu_pred values with label_area pixels
9,raw_threshold_500,500,983,977,0.9878296146044625,0.006344494347529784,S42 default mask threshold
9,threshold,100,0,977,0.0,,direct threshold sweep
9,largest_connected_component,100,0,977,0.0,,8-neighborhood largest component after threshold
9,threshold,200,67,977,0.06857727737973388,0.33476561515433956,direct threshold sweep
9,largest_connected_component,200,67,977,0.06857727737973388,0.33476561515433956,8-neighborhood largest component after threshold
9,threshold,300,420,977,0.42988741044012285,0.19119852786121636,direct threshold sweep
9,largest_connected_component,300,420,977,0.42988741044012285,0.19119852786121636,8-neighborhood largest component after threshold
9,threshold,400,704,977,0.7205731832139202,0.09050941673395817,direct threshold sweep
9,largest_connected_component,400,704,977,0.7205731832139202,0.09050941673395817,8-neighborhood largest component after threshold
9,threshold,500,983,977,0.9878296146044625,0.006344494347529784,direct threshold sweep
9,largest_connected_component,500,983,977,0.9878296146044625,0.006344494347529784,8-neighborhood largest component after threshold
9,threshold,600,1289,977,0.7579519006982157,0.09700673279849946,direct threshold sweep
9,largest_connected_component,600,1289,977,0.7579519006982157,0.09700673279849946,8-neighborhood largest component after threshold
9,threshold,700,1790,977,0.5458100558659218,0.3604888539667415,direct threshold sweep
9,largest_connected_component,700,1667,977,0.5860827834433113,0.20457376336250288,8-neighborhood largest component after threshold
9,oracle_area_topk,,977,977,0.9857723577235772,0.011458020081825124,diagnostic oracle: lowest mu_pred values with label_area pixels
10,raw_threshold_500,500,726,719,0.9113756613756614,0.014259124091587395,S42 default mask threshold
10,threshold,100,0,719,0.0,,direct threshold sweep
10,largest_connected_component,100,0,719,0.0,,8-neighborhood largest component after threshold
10,threshold,200,0,719,0.0,,direct threshold sweep
10,largest_connected_component,200,0,719,0.0,,8-neighborhood largest component after threshold
10,threshold,300,70,719,0.09735744089012517,0.3107160438274458,direct threshold sweep
10,largest_connected_component,300,70,719,0.09735744089012517,0.3107160438274458,8-neighborhood largest component after threshold
10,threshold,400,356,719,0.4951321279554937,0.13138320988190505,direct threshold sweep
10,largest_connected_component,400,356,719,0.4951321279554937,0.13138320988190505,8-neighborhood largest component after threshold
10,threshold,500,726,719,0.9113756613756614,0.014259124091587395,direct threshold sweep
10,largest_connected_component,500,726,719,0.9113756613756614,0.014259124091587395,8-neighborhood largest component after threshold
10,threshold,600,1149,719,0.6257615317667538,0.08924563061814798,direct threshold sweep
10,largest_connected_component,600,1149,719,0.6257615317667538,0.08924563061814798,8-neighborhood largest component after threshold
10,threshold,700,1869,719,0.38469769930444087,1.6598994041014108,direct threshold sweep
10,largest_connected_component,700,1621,719,0.4435533621221468,0.12953080745314885,8-neighborhood largest component after threshold
10,oracle_area_topk,,719,719,0.914780292942743,0.01704087930661538,diagnostic oracle: lowest mu_pred values with label_area pixels
11,raw_threshold_500,500,4861,1513,0.29711029711029713,2.594369186626168,S42 default mask threshold
11,threshold,100,3494,1513,0.2753438614365767,2.770851291788685,direct threshold sweep
11,largest_connected_component,100,3494,1513,0.2753438614365767,2.770851291788685,8-neighborhood largest component after threshold
11,threshold,200,3943,1513,0.2870960132106629,2.7101069250687555,direct threshold sweep
11,largest_connected_component,200,3943,1513,0.2870960132106629,2.7101069250687555,8-neighborhood largest component after threshold
11,threshold,300,4264,1513,0.2932616968882919,2.670059319209386,direct threshold sweep
11,largest_connected_component,300,4264,1513,0.2932616968882919,2.670059319209386,8-neighborhood largest component after threshold
11,threshold,400,4571,1513,0.29861259338313767,2.62948412955923,direct threshold sweep
11,largest_connected_component,400,4571,1513,0.29861259338313767,2.62948412955923,8-neighborhood largest component after threshold
11,threshold,500,4861,1513,0.29711029711029713,2.594369186626168,direct threshold sweep
11,largest_connected_component,500,4861,1513,0.29711029711029713,2.594369186626168,8-neighborhood largest component after threshold
11,threshold,600,5171,1513,0.29009843659525186,2.5627691587747727,direct threshold sweep
11,largest_connected_component,600,5171,1513,0.29009843659525186,2.5627691587747727,8-neighborhood largest component after threshold
11,threshold,700,5574,1513,0.27143882310728384,2.516696494989423,direct threshold sweep
11,largest_connected_component,700,5574,1513,0.27143882310728384,2.516696494989423,8-neighborhood largest component after threshold
11,oracle_area_topk,,1513,1513,0.1988906497622821,3.051151110811296,diagnostic oracle: lowest mu_pred values with label_area pixels
12,raw_threshold_500,500,945,912,0.8440913604766633,0.06925772813037862,S42 default mask threshold
12,threshold,100,0,912,0.0,,direct threshold sweep
12,largest_connected_component,100,0,912,0.0,,8-neighborhood largest component after threshold
12,threshold,200,24,912,0.02631578947368421,0.9462154171452779,direct threshold sweep
12,largest_connected_component,200,24,912,0.02631578947368421,0.9462154171452779,8-neighborhood largest component after threshold
12,threshold,300,169,912,0.18530701754385964,0.8230959841570121,direct threshold sweep
12,largest_connected_component,300,169,912,0.18530701754385964,0.8230959841570121,8-neighborhood largest component after threshold
12,threshold,400,390,912,0.4276315789473684,0.6629235956903888,direct threshold sweep
12,largest_connected_component,400,390,912,0.4276315789473684,0.6629235956903888,8-neighborhood largest component after threshold
12,threshold,500,945,912,0.8440913604766633,0.06925772813037862,direct threshold sweep
12,largest_connected_component,500,945,912,0.8440913604766633,0.06925772813037862,8-neighborhood largest component after threshold
12,threshold,600,2066,912,0.441432720232333,1.0503050589519085,direct threshold sweep
12,largest_connected_component,600,1865,912,0.48900804289544236,0.5389079310190746,8-neighborhood largest component after threshold
12,threshold,700,3743,912,0.2436548223350254,2.37639013988877,direct threshold sweep
12,largest_connected_component,700,3741,912,0.243785084202085,2.3783298241109203,8-neighborhood largest component after threshold
12,oracle_area_topk,,912,912,0.8517766497461929,0.10161176163326062,diagnostic oracle: lowest mu_pred values with label_area pixels
13,raw_threshold_500,500,741,747,0.8670012547051443,0.038942333382755635,S42 default mask threshold
13,threshold,100,0,747,0.0,,direct threshold sweep
13,largest_connected_component,100,0,747,0.0,,8-neighborhood largest component after threshold
13,threshold,200,0,747,0.0,,direct threshold sweep
13,largest_connected_component,200,0,747,0.0,,8-neighborhood largest component after threshold
13,threshold,300,0,747,0.0,,direct threshold sweep
13,largest_connected_component,300,0,747,0.0,,8-neighborhood largest component after threshold
13,threshold,400,266,747,0.35609103078982596,0.15796438650599703,direct threshold sweep
13,largest_connected_component,400,266,747,0.35609103078982596,0.15796438650599703,8-neighborhood largest component after threshold
13,threshold,500,741,747,0.8670012547051443,0.038942333382755635,direct threshold sweep
13,largest_connected_component,500,741,747,0.8670012547051443,0.038942333382755635,8-neighborhood largest component after threshold
13,threshold,600,1350,747,0.5533333333333333,0.12583202878394034,direct threshold sweep
13,largest_connected_component,600,1350,747,0.5533333333333333,0.12583202878394034,8-neighborhood largest component after threshold
13,threshold,700,2465,747,0.30304259634888436,1.8873922648855177,direct threshold sweep
13,largest_connected_component,700,2275,747,0.3283516483516484,0.26560764576304297,8-neighborhood largest component after threshold
13,oracle_area_topk,,747,747,0.8651685393258427,0.031236707267655654,diagnostic oracle: lowest mu_pred values with label_area pixels
14,raw_threshold_500,500,853,864,0.9227323628219485,0.01947135885856176,S42 default mask threshold
14,threshold,100,0,864,0.0,,direct threshold sweep
14,largest_connected_component,100,0,864,0.0,,8-neighborhood largest component after threshold
14,threshold,200,0,864,0.0,,direct threshold sweep
14,largest_connected_component,200,0,864,0.0,,8-neighborhood largest component after threshold
14,threshold,300,239,864,0.27662037037037035,0.22048629927614463,direct threshold sweep
14,largest_connected_component,300,239,864,0.27662037037037035,0.22048629927614463,8-neighborhood largest component after threshold
14,threshold,400,555,864,0.6423611111111112,0.09525837821004489,direct threshold sweep
14,largest_connected_component,400,555,864,0.6423611111111112,0.09525837821004489,8-neighborhood largest component after threshold
14,threshold,500,853,864,0.9227323628219485,0.01947135885856176,direct threshold sweep
14,largest_connected_component,500,853,864,0.9227323628219485,0.01947135885856176,8-neighborhood largest component after threshold
14,threshold,600,1183,864,0.7288851351351351,0.08006762792719631,direct threshold sweep
14,largest_connected_component,600,1183,864,0.7288851351351351,0.08006762792719631,8-neighborhood largest component after threshold
14,threshold,700,1967,864,0.43924758515505846,0.3439423780561664,direct threshold sweep
14,largest_connected_component,700,1752,864,0.4931506849315068,0.3650665909635327,8-neighborhood largest component after threshold
14,oracle_area_topk,,864,864,0.9157427937915743,0.0071686897928451695,diagnostic oracle: lowest mu_pred values with label_area pixels
15,raw_threshold_500,500,1118,1119,0.9919857524487978,0.01084230449468164,S42 default mask threshold
15,threshold,100,290,1119,0.25915996425379806,0.49287879812727514,direct threshold sweep
15,largest_connected_component,100,290,1119,0.25915996425379806,0.49287879812727514,8-neighborhood largest component after threshold
15,threshold,200,556,1119,0.4968722073279714,0.31350613947332717,direct threshold sweep
15,largest_connected_component,200,556,1119,0.4968722073279714,0.31350613947332717,8-neighborhood largest component after threshold
15,threshold,300,743,1119,0.6639857015192135,0.19021175031924084,direct threshold sweep
15,largest_connected_component,300,743,1119,0.6639857015192135,0.19021175031924084,8-neighborhood largest component after threshold
15,threshold,400,928,1119,0.8293118856121537,0.09932464611537449,direct threshold sweep
15,largest_connected_component,400,928,1119,0.8293118856121537,0.09932464611537449,8-neighborhood largest component after threshold
15,threshold,500,1118,1119,0.9919857524487978,0.01084230449468164,direct threshold sweep
15,largest_connected_component,500,1118,1119,0.9919857524487978,0.01084230449468164,8-neighborhood largest component after threshold
15,threshold,600,1349,1119,0.8295033358042995,0.12648444330922543,direct threshold sweep
15,largest_connected_component,600,1346,1119,0.8313521545319466,0.1166377552948154,8-neighborhood largest component after threshold
15,threshold,700,2154,1119,0.5194986072423399,2.6182689122074874,direct threshold sweep
15,largest_connected_component,700,1638,1119,0.6831501831501832,0.2662995869252673,8-neighborhood largest component after threshold
15,oracle_area_topk,,1119,1119,0.9911032028469751,0.01270387856635876,diagnostic oracle: lowest mu_pred values with label_area pixels
16,raw_threshold_500,500,891,888,0.8865323435843054,0.027050716452765113,S42 default mask threshold
16,threshold,100,0,888,0.0,,direct threshold sweep
16,largest_connected_component,100,0,888,0.0,,8-neighborhood largest component after threshold
16,threshold,200,0,888,0.0,,direct threshold sweep
16,largest_connected_component,200,0,888,0.0,,8-neighborhood largest component after threshold
16,threshold,300,0,888,0.0,,direct threshold sweep
16,largest_connected_component,300,0,888,0.0,,8-neighborhood largest component after threshold
16,threshold,400,448,888,0.5045045045045045,0.22753895088781975,direct threshold sweep
16,largest_connected_component,400,448,888,0.5045045045045045,0.22753895088781975,8-neighborhood largest component after threshold
16,threshold,500,891,888,0.8865323435843054,0.027050716452765113,direct threshold sweep
16,largest_connected_component,500,891,888,0.8865323435843054,0.027050716452765113,8-neighborhood largest component after threshold
16,threshold,600,1452,888,0.6115702479338843,0.25101391631837816,direct threshold sweep
16,largest_connected_component,600,1410,888,0.6297872340425532,0.23915798302383848,8-neighborhood largest component after threshold
16,threshold,700,4841,888,0.18343317496385045,6.034009114949224,direct threshold sweep
16,largest_connected_component,700,2301,888,0.0,11.160798122491562,8-neighborhood largest component after threshold
16,oracle_area_topk,,888,888,0.8853503184713376,0.02957441242683523,diagnostic oracle: lowest mu_pred values with label_area pixels
17,raw_threshold_500,500,1561,1560,0.9929757343550447,0.006408073781646282,S42 default mask threshold
17,threshold,100,260,1560,0.16666666666666666,0.6357777560270406,direct threshold sweep
17,largest_connected_component,100,260,1560,0.16666666666666666,0.6357777560270406,8-neighborhood largest component after threshold
17,threshold,200,695,1560,0.44551282051282054,0.40434623365392247,direct threshold sweep
17,largest_connected_component,200,695,1560,0.44551282051282054,0.40434623365392247,8-neighborhood largest component after threshold
17,threshold,300,1013,1560,0.6493589743589744,0.2479674752278621,direct threshold sweep
17,largest_connected_component,300,1013,1560,0.6493589743589744,0.2479674752278621,8-neighborhood largest component after threshold
17,threshold,400,1283,1560,0.8224358974358974,0.11839764023559526,direct threshold sweep
17,largest_connected_component,400,1283,1560,0.8224358974358974,0.11839764023559526,8-neighborhood largest component after threshold
17,threshold,500,1561,1560,0.9929757343550447,0.006408073781646282,direct threshold sweep
17,largest_connected_component,500,1561,1560,0.9929757343550447,0.006408073781646282,8-neighborhood largest component after threshold
17,threshold,600,1871,1560,0.8337787279529664,0.13285183638017722,direct threshold sweep
17,largest_connected_component,600,1871,1560,0.8337787279529664,0.13285183638017722,8-neighborhood largest component after threshold
17,threshold,700,2318,1560,0.6729939603106126,0.3642695355733547,direct threshold sweep
17,largest_connected_component,700,2262,1560,0.6896551724137931,0.28264523954302573,8-neighborhood largest component after threshold
17,oracle_area_topk,,1560,1560,0.9923371647509579,0.005525329069584754,diagnostic oracle: lowest mu_pred values with label_area pixels
18,raw_threshold_500,500,733,729,0.8888888888888888,0.052506178220025845,S42 default mask threshold
18,threshold,100,0,729,0.0,,direct threshold sweep
18,largest_connected_component,100,0,729,0.0,,8-neighborhood largest component after threshold
18,threshold,200,0,729,0.0,,direct threshold sweep
18,largest_connected_component,200,0,729,0.0,,8-neighborhood largest component after threshold
18,threshold,300,0,729,0.0,,direct threshold sweep
18,largest_connected_component,300,0,729,0.0,,8-neighborhood largest component after threshold
18,threshold,400,231,729,0.3168724279835391,0.8008677061019801,direct threshold sweep
18,largest_connected_component,400,231,729,0.3168724279835391,0.8008677061019801,8-neighborhood largest component after threshold
18,threshold,500,733,729,0.8888888888888888,0.052506178220025845,direct threshold sweep
18,largest_connected_component,500,733,729,0.8888888888888888,0.052506178220025845,8-neighborhood largest component after threshold
18,threshold,600,1347,729,0.5412026726057907,0.546893097797046,direct threshold sweep
18,largest_connected_component,600,1347,729,0.5412026726057907,0.546893097797046,8-neighborhood largest component after threshold
18,threshold,700,2489,729,0.2928887103254319,0.4875338032352864,direct threshold sweep
18,largest_connected_component,700,2359,729,0.3090292496820687,1.3292877908663665,8-neighborhood largest component after threshold
18,oracle_area_topk,,729,729,0.8861578266494179,0.055597067400168586,diagnostic oracle: lowest mu_pred values with label_area pixels
19,raw_threshold_500,500,577,581,0.7897990726429676,0.103826675997652,S42 default mask threshold
19,threshold,100,0,581,0.0,,direct threshold sweep
19,largest_connected_component,100,0,581,0.0,,8-neighborhood largest component after threshold
19,threshold,200,0,581,0.0,,direct threshold sweep
19,largest_connected_component,200,0,581,0.0,,8-neighborhood largest component after threshold
19,threshold,300,0,581,0.0,,direct threshold sweep
19,largest_connected_component,300,0,581,0.0,,8-neighborhood largest component after threshold
19,threshold,400,124,581,0.2134251290877797,0.4597557661401217,direct threshold sweep
19,largest_connected_component,400,124,581,0.2134251290877797,0.4597557661401217,8-neighborhood largest component after threshold
19,threshold,500,577,581,0.7897990726429676,0.103826675997652,direct threshold sweep
19,largest_connected_component,500,577,581,0.7897990726429676,0.103826675997652,8-neighborhood largest component after threshold
19,threshold,600,1430,581,0.4062937062937063,0.6842342218762333,direct threshold sweep
19,largest_connected_component,600,1430,581,0.4062937062937063,0.6842342218762333,8-neighborhood largest component after threshold
19,threshold,700,4644,581,0.12510766580534022,4.186144531921176,direct threshold sweep
19,largest_connected_component,700,3043,581,0.1909300032862307,1.7513109148188408,8-neighborhood largest component after threshold
19,oracle_area_topk,,581,581,0.7904468412942989,0.10635700738475783,diagnostic oracle: lowest mu_pred values with label_area pixels
20,raw_threshold_500,500,487,492,0.9540918163672655,0.0068362707430584075,S42 default mask threshold
20,threshold,100,0,492,0.0,,direct threshold sweep
20,largest_connected_component,100,0,492,0.0,,8-neighborhood largest component after threshold
