runner config | sample=7 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=0.000000e+00
sample=7 | outer=1/30 | loss_phi=2.381449e+00 | loss_mu=1.155172e+00 | mu_mse=1.970801e+05 | mu_mae=4.416070e+02 | defect_area_pred=27 | defect_area_label=8 | defect_iou=2.500000e-01
sample=7 | outer=2/30 | loss_phi=2.364299e+00 | loss_mu=7.421989e-01 | mu_mse=1.248400e+05 | mu_mae=3.427625e+02 | defect_area_pred=20 | defect_area_label=8 | defect_iou=3.333333e-01
sample=7 | outer=3/30 | loss_phi=2.361427e+00 | loss_mu=5.584838e-01 | mu_mse=7.800375e+04 | mu_mae=2.545327e+02 | defect_area_pred=18 | defect_area_label=8 | defect_iou=3.000000e-01
sample=7 | outer=4/30 | loss_phi=2.360431e+00 | loss_mu=5.597195e-01 | mu_mse=6.932562e+04 | mu_mae=2.314984e+02 | defect_area_pred=15 | defect_area_label=8 | defect_iou=3.529412e-01
sample=7 | outer=5/30 | loss_phi=2.359226e+00 | loss_mu=6.000523e-01 | mu_mse=6.989813e+04 | mu_mae=2.270913e+02 | defect_area_pred=17 | defect_area_label=8 | defect_iou=3.888889e-01
sample=7 | outer=6/30 | loss_phi=2.357752e+00 | loss_mu=6.761462e-01 | mu_mse=7.208696e+04 | mu_mae=2.253677e+02 | defect_area_pred=17 | defect_area_label=8 | defect_iou=3.888889e-01
sample=7 | outer=7/30 | loss_phi=2.355858e+00 | loss_mu=7.832160e-01 | mu_mse=9.177863e+04 | mu_mae=2.413558e+02 | defect_area_pred=22 | defect_area_label=8 | defect_iou=3.636364e-01
sample=7 | outer=8/30 | loss_phi=2.351290e+00 | loss_mu=9.551941e-01 | mu_mse=1.401456e+05 | mu_mae=2.827659e+02 | defect_area_pred=33 | defect_area_label=8 | defect_iou=2.424242e-01
sample=7 | outer=9/30 | loss_phi=2.338516e+00 | loss_mu=1.012586e+00 | mu_mse=3.273831e+05 | mu_mae=4.385304e+02 | defect_area_pred=80 | defect_area_label=8 | defect_iou=1.000000e-01
sample=7 | outer=10/30 | loss_phi=2.264075e+00 | loss_mu=1.043171e+00 | mu_mse=3.582217e+05 | mu_mae=4.564202e+02 | defect_area_pred=84 | defect_area_label=8 | defect_iou=9.523810e-02
sample=7 | outer=11/30 | loss_phi=2.147382e+00 | loss_mu=1.038067e+00 | mu_mse=3.638524e+05 | mu_mae=4.541537e+02 | defect_area_pred=83 | defect_area_label=8 | defect_iou=9.638554e-02
sample=7 | outer=12/30 | loss_phi=1.993693e+00 | loss_mu=9.443792e-01 | mu_mse=3.183544e+05 | mu_mae=3.925623e+02 | defect_area_pred=74 | defect_area_label=8 | defect_iou=1.081081e-01
sample=7 | outer=13/30 | loss_phi=1.909417e+00 | loss_mu=9.111602e-01 | mu_mse=3.048760e+05 | mu_mae=3.711324e+02 | defect_area_pred=71 | defect_area_label=8 | defect_iou=1.126761e-01
sample=7 | outer=14/30 | loss_phi=1.785806e+00 | loss_mu=8.993006e-01 | mu_mse=2.946188e+05 | mu_mae=3.532539e+02 | defect_area_pred=68 | defect_area_label=8 | defect_iou=1.176471e-01
sample=7 | outer=15/30 | loss_phi=1.673500e+00 | loss_mu=8.966718e-01 | mu_mse=2.921860e+05 | mu_mae=3.557435e+02 | defect_area_pred=68 | defect_area_label=8 | defect_iou=1.176471e-01
sample=7 | outer=16/30 | loss_phi=1.581748e+00 | loss_mu=9.104546e-01 | mu_mse=2.977704e+05 | mu_mae=3.602332e+02 | defect_area_pred=68 | defect_area_label=8 | defect_iou=1.176471e-01
sample=7 | outer=17/30 | loss_phi=1.447775e+00 | loss_mu=9.566603e-01 | mu_mse=3.156680e+05 | mu_mae=3.763782e+02 | defect_area_pred=73 | defect_area_label=8 | defect_iou=1.095890e-01
sample=7 | outer=18/30 | loss_phi=1.285321e+00 | loss_mu=9.782064e-01 | mu_mse=3.364749e+05 | mu_mae=3.907553e+02 | defect_area_pred=77 | defect_area_label=8 | defect_iou=1.038961e-01
sample=7 | outer=19/30 | loss_phi=1.157372e+00 | loss_mu=9.679283e-01 | mu_mse=3.368214e+05 | mu_mae=3.832152e+02 | defect_area_pred=77 | defect_area_label=8 | defect_iou=1.038961e-01
sample=7 | outer=20/30 | loss_phi=1.111516e+00 | loss_mu=9.519328e-01 | mu_mse=3.316700e+05 | mu_mae=3.703242e+02 | defect_area_pred=76 | defect_area_label=8 | defect_iou=1.052632e-01
sample=7 | outer=21/30 | loss_phi=1.090124e+00 | loss_mu=9.448991e-01 | mu_mse=3.259282e+05 | mu_mae=3.591946e+02 | defect_area_pred=75 | defect_area_label=8 | defect_iou=1.066667e-01
sample=7 | outer=22/30 | loss_phi=1.084107e+00 | loss_mu=9.375976e-01 | mu_mse=3.220088e+05 | mu_mae=3.510401e+02 | defect_area_pred=74 | defect_area_label=8 | defect_iou=1.081081e-01
sample=7 | outer=23/30 | loss_phi=1.068967e+00 | loss_mu=9.401674e-01 | mu_mse=3.201071e+05 | mu_mae=3.458119e+02 | defect_area_pred=73 | defect_area_label=8 | defect_iou=1.095890e-01
sample=7 | outer=24/30 | loss_phi=1.024798e+00 | loss_mu=9.659384e-01 | mu_mse=3.211158e+05 | mu_mae=3.453199e+02 | defect_area_pred=73 | defect_area_label=8 | defect_iou=1.095890e-01
sample=7 | outer=25/30 | loss_phi=1.008142e+00 | loss_mu=9.518530e-01 | mu_mse=3.215759e+05 | mu_mae=3.452018e+02 | defect_area_pred=73 | defect_area_label=8 | defect_iou=1.095890e-01
sample=7 | outer=26/30 | loss_phi=9.997396e-01 | loss_mu=9.015761e-01 | mu_mse=3.062897e+05 | mu_mae=3.281510e+02 | defect_area_pred=70 | defect_area_label=8 | defect_iou=1.142857e-01
sample=7 | outer=27/30 | loss_phi=1.129354e+00 | loss_mu=9.045204e-01 | mu_mse=2.993680e+05 | mu_mae=3.357599e+02 | defect_area_pred=69 | defect_area_label=8 | defect_iou=1.159420e-01
sample=7 | outer=28/30 | loss_phi=1.200533e+00 | loss_mu=1.009901e+00 | mu_mse=3.600136e+05 | mu_mae=4.310560e+02 | defect_area_pred=82 | defect_area_label=8 | defect_iou=9.756097e-02
sample=7 | outer=29/30 | loss_phi=1.082110e+00 | loss_mu=9.770164e-01 | mu_mse=3.337656e+05 | mu_mae=3.787074e+02 | defect_area_pred=76 | defect_area_label=8 | defect_iou=1.052632e-01
sample=7 | outer=30/30 | loss_phi=1.075925e+00 | loss_mu=9.103404e-01 | mu_mse=3.070219e+05 | mu_mae=3.446559e+02 | defect_area_pred=69 | defect_area_label=8 | defect_iou=1.159420e-01
