run_label,split,sample_index,hard_case_type,mask_iou,center_grid_mae,max_center_grid_error,x_bin_acc,y_bin_acc,both_bin_acc,center_offset_mae,pred_area,target_area,area_diff
repaired_v3_train_candidate,test,0,x_bin_wrong_like,0.0,10.598890337031039,10.598890337031039,1.0,0.0,0.0,0.2613388078477651,272,264,8
repaired_v3_train_candidate,test,1,x_bin_wrong_like,0.4166666666666667,3.394460992713074,3.394460992713074,1.0,1.0,1.0,0.21402942572699654,315,280,35
repaired_v3_train_candidate,test,2,x_bin_wrong_like,0.3564356435643564,3.3676990930822828,3.3676990930822828,1.0,0.0,0.0,0.3451032511393226,252,296,-44
repaired_v3_train_candidate,test,3,both_bins_wrong_like,0.0,24.403671814754908,24.403671814754908,1.0,0.0,0.0,0.3047241143120659,220,135,85
repaired_v3_train_candidate,test,4,both_bins_wrong_like,0.5,3.907611023641926,3.907611023641926,0.0,1.0,0.0,0.3443155398898654,231,174,57
repaired_v3_train_candidate,test,5,bins_correct_center_or_offset_bad,0.0,14.283111631085356,14.283111631085356,1.0,0.0,0.0,0.41681328582763655,231,96,135
repaired_v3_train_candidate,test,6,bins_correct_center_or_offset_bad,0.6983240223463687,2.4524974052441975,2.4524974052441975,1.0,1.0,1.0,0.16925223626030816,174,130,44
repaired_v3_train_candidate,test,7,geometry_or_type_interaction,0.0,8.000776130466413,8.000776130466413,1.0,0.0,0.0,0.04031547715928835,189,84,105
repaired_v3_train_candidate,test,8,geometry_or_type_interaction,0.0,32.98009632341616,32.98009632341616,1.0,0.0,0.0,0.07068562401665618,84,76,8
repaired_v3_train_candidate,test,9,rare_y_bin_wrong,0.0,31.84416837788595,31.84416837788595,1.0,0.0,0.0,0.017447483910454753,264,231,33
repaired_v3_train_candidate,train,0,x_bin_wrong_like,1.0,0.027291610877797946,0.027291610877797946,1.0,1.0,1.0,0.0017970487806531904,231,231,0
repaired_v3_train_candidate,train,1,x_bin_wrong_like,1.0,0.008127923845403536,0.008127923845403536,1.0,1.0,1.0,0.0006783014933274545,280,280,0
repaired_v3_train_candidate,train,2,x_bin_wrong_like,1.0,0.012744874578512068,0.012744874578512068,1.0,1.0,1.0,0.0010866088867187707,296,296,0
repaired_v3_train_candidate,train,3,x_bin_wrong_like,1.0,0.005220610421781225,0.005220610421781225,1.0,1.0,1.0,0.000445782131618902,273,273,0
repaired_v3_train_candidate,train,4,x_bin_wrong_like,1.0,0.005094507323702318,0.005094507323702318,1.0,1.0,1.0,0.0003710038926866277,264,264,0
repaired_v3_train_candidate,train,5,x_bin_wrong_like,1.0,0.02020563344639194,0.02020563344639194,1.0,1.0,1.0,0.0013377778795030312,315,315,0
repaired_v3_train_candidate,train,6,x_bin_wrong_like,1.0,0.017280799772869313,0.017280799772869313,1.0,1.0,1.0,0.001300978766547306,259,259,0
repaired_v3_train_candidate,train,7,x_bin_wrong_like,1.0,0.013339140455443543,0.013339140455443543,1.0,1.0,1.0,0.0011641379462347945,312,312,0
repaired_v3_train_candidate,train,8,x_bin_wrong_like,1.0,0.04782426296535217,0.04782426296535217,1.0,1.0,1.0,0.0035043148464626653,264,264,0
repaired_v3_train_candidate,train,9,x_bin_wrong_like,1.0,0.010710150214502338,0.010710150214502338,1.0,1.0,1.0,0.0009438069661458215,245,245,0
repaired_v3_train_candidate,train,10,both_bins_wrong_like,1.0,0.02941440675313651,0.02941440675313651,1.0,1.0,1.0,0.002326515197753903,174,174,0
repaired_v3_train_candidate,train,11,both_bins_wrong_like,1.0,0.008162546434413368,0.008162546434413368,1.0,1.0,1.0,0.0005949825710720447,168,168,0
repaired_v3_train_candidate,train,12,both_bins_wrong_like,1.0,0.03666137432318725,0.03666137432318725,1.0,1.0,1.0,0.0027884419759114515,174,174,0
repaired_v3_train_candidate,train,13,both_bins_wrong_like,1.0,0.03276320461385823,0.03276320461385823,1.0,1.0,1.0,0.002814142439100484,174,174,0
repaired_v3_train_candidate,train,14,both_bins_wrong_like,0.9655172413793104,0.023775114354451253,0.023775114354451253,1.0,1.0,1.0,0.0015912322998046652,174,168,6
repaired_v3_train_candidate,train,15,bins_correct_center_or_offset_bad,1.0,0.028955693921837212,0.028955693921837212,1.0,1.0,1.0,0.0025260768466525835,140,140,0
