run,split,components,samples,mean_iou,zero_iou_count,x_bin_acc,y_bin_acc,x_bin_abs_error,y_bin_abs_error,hard_center_l2_error_grid,soft_center_l2_error_grid,local_vertex_mae_grid
current_reference,train,39,30,0.9955975439231561,0,1.0,1.0,0.0,0.0,0.028687905267818597,0.028689293123601276,0.009392819725550137
current_reference,val,13,10,0.03724452744060587,8,0.23076923076923078,0.23076923076923078,1.5384615384615385,1.7692307692307692,21.74818815384633,19.000010379370927,3.674865511747507
current_reference,test,12,10,0.07236842105263158,9,0.5833333333333334,0.08333333333333333,0.4166666666666667,1.9166666666666667,15.275538267731903,13.161899135109879,2.9700761288404465
