run,split,sample_index,component_slot,hard_case_type,presence_true,presence_pred,polygon_iou,zero_iou,x_bin_true,x_bin_pred,y_bin_true,y_bin_pred,x_bin_error,y_bin_error,x_bin_abs_error,y_bin_abs_error,both_bins_correct,center_offset_x_true,center_offset_x_pred,center_offset_y_true,center_offset_y_pred,center_offset_mae,hard_center_x_error_grid,hard_center_y_error_grid,hard_center_l2_error_grid,soft_center_x_error_grid,soft_center_y_error_grid,soft_center_l2_error_grid,center_x_bin_prob_top1,center_x_bin_prob_top2,center_x_bin_prob_margin,center_y_bin_prob_top1,center_y_bin_prob_top2,center_y_bin_prob_margin,local_vertex_mae_grid,decoded_vertex_mae,signed_area_flip
current_reference,train,0,0,bins_correct_center_or_offset_bad,1.0,1.0,1.0,0,7,7,5,5,0,0,0,0,1,0.3772219717502594,0.3731641173362732,0.4606253206729889,0.46143803000450134,0.0024352818727493286,-0.03246342565243076,0.006501606817452658,0.03310807901856654,-0.03247269231214743,0.006511403167188683,0.033119089921147794,0.999998927116394,9.207396374222299e-07,0.9999980330467224,0.9999992847442627,4.893222467217129e-07,0.9999988079071045,0.0011936724185943604,7.130631729523884e-06,0
current_reference,train,0,1,bins_correct_center_or_offset_bad,0.0,0.0,1.0,0,0,7,0,7,7,7,7,7,0,0.0,-0.1327185332775116,0.0,0.08007993549108505,0.10639923810958862,-40.56174491202465,11.140639422153667,42.06386807038319,-38.459264922217976,10.886647733780162,39.9704160253151,0.9766227006912231,0.02128778211772442,0.9553349018096924,0.9864805936813354,0.009020349010825157,0.9774602651596069,0.0,0.0,0
current_reference,train,0,2,bins_correct_center_or_offset_bad,0.0,0.0,1.0,0,0,6,0,6,6,6,6,6,0,0.0,0.14457961916923523,0.0,0.04478383809328079,0.09468172490596771,-46.3433621758117,2.8582714542580336,46.4314218333305,-46.34295444278417,2.8582999789234416,46.43101662957083,0.999990701675415,8.758030389799387e-07,0.9999898076057434,0.9999957084655762,9.35068442231568e-07,0.9999947547912598,0.0,0.0,0
current_reference,train,1,0,bins_correct_center_or_offset_bad,1.0,1.0,1.0,0,14,14,6,6,0,0,0,0,1,0.3772222697734833,0.3737694025039673,-0.14750008285045624,-0.14677229523658752,0.0020903274416923523,-0.027621595950469705,0.005822345214432732,0.02822857181380298,-0.027628545945257207,0.005809091329495758,0.028232642333363187,0.9999990463256836,2.8807957619392255e-07,0.9999987483024597,0.9999986886978149,4.94460039135447e-07,0.9999982118606567,0.004816383123397827,6.200889401952736e-06,0
current_reference,train,1,1,bins_correct_center_or_offset_bad,0.0,0.0,1.0,0,0,7,0,7,7,7,7,7,0,0.0,0.13017937541007996,0.0,0.46286094188690186,0.2965201735496521,-38.45856297274444,14.202887301207934,40.99735447098219,-34.192475472310065,14.20358687583026,37.02522463218533,0.937109649181366,0.05761539563536644,0.8794942498207092,0.9999053478240967,9.02534811757505e-05,0.9998151063919067,0.0,0.0,0
current_reference,train,1,2,bins_correct_center_or_offset_bad,0.0,0.0,1.0,0,0,6,0,6,6,6,6,6,0,0.0,0.19642439484596252,0.0,0.16531920433044434,0.18087179958820343,-45.9286050202129,3.822554395312389,46.087402630305036,-45.928516986945596,3.822555835952056,46.0873150198525,0.9999978542327881,2.307653517163999e-07,0.999997615814209,0.9999997615814209,4.623589333618838e-08,0.9999997019767761,0.0,0.0,0
current_reference,train,2,0,bins_correct_center_or_offset_bad,1.0,1.0,0.9782608695652174,0,3,3,3,3,0,0,0,0,1,0.37722140550613403,0.37266647815704346,-0.2825002074241638,-0.2819572687149048,0.0025489330291748047,-0.03644113933581217,0.00434266421239293,0.036698983208716764,-0.036390172707370466,0.004356494353196729,0.036650016544630445,0.9999992847442627,4.2867699789894687e-07,0.9999988675117493,0.9999991655349731,4.881350719188049e-07,0.9999986886978149,0.01612342894077301,7.838476449251175e-06,0
current_reference,train,2,1,bins_correct_center_or_offset_bad,0.0,0.0,0.9782608695652174,0,0,11,0,5,11,5,11,5,0,0.0,-0.33792078495025635,0.0,0.43969279527664185,0.3888067901134491,-10.203364955809617,-1.982460212053515,10.394171680024293,-10.202936372797721,-1.9824607883093819,10.393751074782529,0.9999810457229614,3.7503341445699334e-06,0.9999772906303406,1.0,2.9597920558899204e-08,1.0,0.0,0.0,0
current_reference,train,2,2,bins_correct_center_or_offset_bad,0.0,0.0,0.9782608695652174,0,0,6,0,6,6,6,6,6,0,0.0,0.4447748363018036,0.0,0.23971575498580933,0.34224528074264526,-43.941800743649445,4.417726725349683,44.16331239857875,-42.24443131667651,4.467940509073077,42.48004790089126,0.9607619047164917,0.0037431928794831038,0.9570187330245972,0.9760820269584656,0.003288107458502054,0.9727939367294312,0.0,0.0,0
current_reference,train,3,0,bins_correct_center_or_offset_bad,1.0,1.0,0.989247311827957,0,10,10,3,3,0,0,0,0,1,0.37722212076187134,0.3725372552871704,0.10937508940696716,0.11045826971530914,0.002884022891521454,-0.03747900522407942,0.00866458321358016,0.03846752961721908,-0.03748132188900858,0.00867149828398206,0.0384713448301015,0.9999994039535522,4.354750728907675e-07,0.9999989867210388,0.9999995231628418,4.2282027834517066e-07,0.9999991059303284,0.007029339671134949,8.341452485183254e-06,0
current_reference,train,3,1,bins_correct_center_or_offset_bad,0.0,0.0,0.989247311827957,0,0,19,0,3,19,3,19,3,0,0.0,0.12076419591903687,0.0,0.15923760831356049,0.14000090956687927,57.46610603375381,-20.226099175651576,60.92165814015513,57.031467259732885,-16.32441476534645,59.32179005415333,0.9826689958572388,0.014898695051670074,0.9677702784538269,0.8773853182792664,0.11921750009059906,0.7581678032875061,0.0,0.0,0
current_reference,train,3,2,bins_correct_center_or_offset_bad,0.0,0.0,0.989247311827957,0,0,6,0,6,6,6,6,6,0,0.0,-0.21201419830322266,0.0,-0.03290405869483948,0.12245912849903107,-49.196112636248856,2.236768264897907,49.24693524260508,-49.19178047283131,2.2370215293513764,49.242619055143784,0.999891996383667,1.2417175639711786e-05,0.9998795986175537,0.9999499320983887,6.263385785132414e-06,0.9999436736106873,0.0,0.0,0
current_reference,train,4,0,bins_correct_center_or_offset_bad,1.0,1.0,1.0,0,17,17,4,4,0,0,0,0,1,0.3772219717502594,0.3738328218460083,-0.4987497329711914,-0.4975285232067108,0.0023051798343658447,-0.027114246330981917,0.009769841966150442,0.028820689897029194,-0.027188379608715292,0.009767536942683142,0.028889665343757195,0.9999991655349731,3.3085046879932634e-07,0.9999988079071045,0.9999996423721313,3.2796333471196704e-07,0.9999992847442627,0.0019765645265579224,6.456131814047694e-06,0
current_reference,train,4,1,bins_correct_center_or_offset_bad,0.0,0.0,1.0,0,0,8,0,5,8,5,8,5,0,0.0,-0.017772376537322998,0.0,0.4960688352584839,0.25692060589790344,-31.64217720170043,-1.53145211724329,31.679215957015405,-27.909601417798935,9.427167957407777,29.45873973878686,0.8552325367927551,0.13944464921951294,0.7157878875732422,0.5420752763748169,0.454103946685791,0.08797132968902588,0.0,0.0,0
current_reference,train,4,2,bins_correct_center_or_offset_bad,0.0,0.0,1.0,0,0,6,0,6,6,6,6,6,0,0.0,0.07366923987865448,0.0,0.17988386750221252,0.1267765462398529,-46.91064391701706,3.9390718909447298,47.07573472683353,-46.899292258864136,3.939219412446637,47.06443523470509,0.9997503161430359,2.2106041797087528e-05,0.9997282028198242,0.9999761581420898,4.676281150750583e-06,0.9999715089797974,0.0,0.0,0
current_reference,train,5,0,bins_correct_center_or_offset_bad,1.0,1.0,1.0,0,6,6,4,4,0,0,0,0,1,0.3772219717502594,0.3727499842643738,-0.10687486082315445,-0.10664201527833939,0.002352416515350342,-0.03577393983621179,0.0018624589615782842,0.03582238859691609,-0.03573223986748677,0.0018590014263773344,0.035780565286910766,0.9999992847442627,4.00087174057262e-07,0.9999988675117493,0.9999998807907104,1.558681361757408e-07,0.9999997019767761,0.009290099143981934,7.5097777880728245e-06,0
current_reference,train,5,1,bins_correct_center_or_offset_bad,0.0,0.0,1.0,0,0,17,0,5,17,5,17,5,0,0.0,-0.09834741055965424,0.0,0.3528151512145996,0.22558128833770752,39.7132200484183,-2.6774815486473043,39.80337616405724,39.712650148845725,-2.67745331210983,39.802805655922604,0.99998939037323,3.7333295495045604e-06,0.9999856352806091,0.9999982118606567,1.5969000060067629e-06,0.9999966025352478,0.0,0.0,0
current_reference,train,5,2,bins_correct_center_or_offset_bad,0.0,0.0,1.0,0,0,6,0,6,6,6,6,6,0,0.0,0.666309118270874,0.0,0.29715824127197266,0.48173367977142334,-42.1695242728568,4.8772665763961855,42.45063611603824,-41.6939917295062,4.884276152760244,41.97910313330377,0.9902361035346985,0.0007571112364530563,0.9894790053367615,0.9976524710655212,0.0002669145760592073,0.997385561466217,0.0,0.0,0
current_reference,train,6,0,bins_correct_center_or_offset_bad,1.0,1.0,1.0,0,6,6,3,3,0,0,0,0,1,-0.48270899057388306,-0.48668795824050903,0.31150001287460327,0.3116227090358734,0.002050831913948059,-0.031830976126767906,0.0009819399970697389,0.031846118246039244,-0.031817076137192896,0.0009911600909389383,0.03183251061801126,0.9999991655349731,2.2123501253190625e-07,0.999998927116394,0.999998927116394,3.4882503996414016e-07,0.9999985694885254,0.004853174090385437,6.582791684195399e-06,0
current_reference,train,6,1,bins_correct_center_or_offset_bad,0.0,0.0,1.0,0,0,17,0,5,17,5,17,5,0,0.0,-0.1860395073890686,0.0,0.4695890545845032,0.3278142809867859,39.011682941237794,-1.7432901127026819,39.050614160659634,38.93974122852741,-1.6883821486881319,38.97632719003531,0.9985030889511108,0.0014769117115065455,0.9970262050628662,0.9931381344795227,0.0068601886741817,0.9862779378890991,0.0,0.0,0
current_reference,train,6,2,bins_correct_center_or_offset_bad,0.0,0.0,1.0,0,0,6,0,6,6,6,6,6,0,0.0,0.6234610080718994,0.0,0.462168425321579,0.5428147315979004,-42.51231191576606,6.197348329816012,42.961654888335694,-40.98962365778225,6.2024032462798,41.456230576791285,0.9674485325813293,0.0031749694608151913,0.9642735719680786,0.9843820929527283,0.002438607392832637,0.9819434881210327,0.0,0.0,0
current_reference,train,7,0,both_bins_wrong_like,1.0,1.0,0.9876543209876543,0,15,15,4,4,0,0,0,0,1,-0.45972245931625366,-0.46345657110214233,0.3525000214576721,0.3530579209327698,0.002146005630493164,-0.02987339426162097,0.004462525432692523,0.030204864143837433,-0.029903510905700155,0.004487880690832821,0.03023840335703058,0.9999995231628418,3.406553616969177e-07,0.9999991655349731,0.9999969005584717,2.954582669190131e-06,0.9999939203262329,0.008525669574737549,6.462898454628885e-06,0
current_reference,train,7,1,both_bins_wrong_like,1.0,1.0,0.9876543209876543,0,17,17,5,5,0,0,0,0,1,-0.46972236037254333,-0.47057726979255676,0.21875032782554626,0.21873539686203003,0.00043492019176483154,-0.006838794870903847,-0.00011928496443276758,0.006839835099550317,-0.006857328190337191,-0.00010545482362896844,0.006858139006306284,0.9999995231628418,3.0160569508552726e-07,0.9999992251396179,0.9999983310699463,1.6134449651872274e-06,0.9999967217445374,0.007886484265327454,2.818262146320194e-06,0
