run,split,sample_index,component_slot,hard_case_type,presence_true,presence_pred,polygon_iou,zero_iou,x_bin_true,x_bin_pred,y_bin_true,y_bin_pred,x_bin_error,y_bin_error,x_bin_abs_error,y_bin_abs_error,both_bins_correct,center_offset_x_true,center_offset_x_pred,center_offset_y_true,center_offset_y_pred,center_offset_mae,hard_center_x_error_grid,hard_center_y_error_grid,hard_center_l2_error_grid,soft_center_x_error_grid,soft_center_y_error_grid,soft_center_l2_error_grid,center_x_bin_prob_top1,center_x_bin_prob_top2,center_x_bin_prob_margin,center_y_bin_prob_top1,center_y_bin_prob_top2,center_y_bin_prob_margin,local_vertex_mae_grid,decoded_vertex_mae,signed_area_flip
current_reference,train,7,2,both_bins_wrong_like,0.0,0.0,0.9876543209876543,0,0,6,0,6,6,6,6,6,0,0.0,0.4995235502719879,0.0,-0.07533854246139526,0.2874310612678528,-43.503812072140946,1.8972924762161196,43.545164869919404,-43.09582884479504,1.895699416872282,43.13750271050699,0.991950511932373,0.0008684420608915389,0.9910820722579956,0.9955570101737976,0.0008688566740602255,0.9946881532669067,0.0,0.0,0
current_reference,train,8,0,both_bins_wrong_like,1.0,1.0,1.0,0,12,12,6,6,0,0,0,0,1,-0.4597223997116089,-0.46397483348846436,0.35249996185302734,0.35409247875213623,0.0029224753379821777,-0.03401964531859934,0.012740440959633132,0.03632705745651849,-0.03402920156143216,0.012745051006567733,0.03633762353358555,0.9999992847442627,5.485655378834053e-07,0.9999987483024597,0.9999994039535522,3.909616168584762e-07,0.9999989867210388,0.015507519245147705,8.142662409227341e-06,0
current_reference,train,8,1,both_bins_wrong_like,0.0,0.0,1.0,0,0,16,0,7,16,7,16,7,0,0.0,0.08757708966732025,0.0,0.3652270436286926,0.22640207409858704,33.20061854953609,13.421816269172574,35.810979099086715,29.728978003266498,13.42171139060481,32.61831494377651,0.9487705826759338,0.025562895461916924,0.923207700252533,0.9999642372131348,1.9461856936686672e-05,0.9999447464942932,0.0,0.0,0
current_reference,train,8,2,both_bins_wrong_like,0.0,0.0,1.0,0,0,6,0,6,6,6,6,6,0,0.0,0.002946034073829651,0.0,0.3427892029285431,0.17286762595176697,-47.47642909267818,5.2423142954241975,47.764978578076516,-47.47626229280328,5.242315447935931,47.76481291233874,0.9999960660934448,4.521175469562877e-07,0.9999955892562866,0.9999992847442627,1.0494586888398771e-07,0.9999991655349731,0.0,0.0,0
current_reference,train,9,0,both_bins_wrong_like,1.0,1.0,1.0,0,15,15,5,5,0,0,0,0,1,-0.45972245931625366,-0.4639435410499573,0.3525002896785736,0.35278481245040894,0.00225280225276947,-0.03376770800755233,0.0022762106739586084,0.03384433836132059,-0.03380245798148985,0.0022583467420870347,0.03387781420927097,0.9999994039535522,3.5841225098920404e-07,0.9999990463256836,0.9999964237213135,2.9895400075474754e-06,0.9999934434890747,0.008337587118148804,7.063022167130839e-06,0
current_reference,train,9,1,both_bins_wrong_like,1.0,1.0,1.0,0,17,17,6,6,0,0,0,0,1,-0.46972236037254333,-0.47093674540519714,0.21874992549419403,0.21865645051002502,0.0006539300084114075,-0.009716092712930465,-0.000747691987205391,0.009744819183237401,-0.009716092712930465,-0.00076267463974284,0.009745980207878906,1.0,3.5576491086430906e-08,0.9999999403953552,0.9999980926513672,1.8505573962102062e-06,0.9999962449073792,0.007887959480285645,2.8167269192636013e-06,0
current_reference,train,9,2,both_bins_wrong_like,0.0,0.0,1.0,0,0,6,0,6,6,6,6,6,0,0.0,0.5793225765228271,0.0,-0.09465253353118896,0.33698755502700806,-42.86541798426985,1.7427805584524418,42.90083149591724,-42.74880633839525,1.7440353556024533,42.784367503554535,0.9977812170982361,0.0002279632753925398,0.9975532293319702,0.9983927607536316,0.00042153469985350966,0.99797123670578,0.0,0.0,0
current_reference,train,10,0,both_bins_wrong_like,1.0,1.0,0.9937888198757764,0,9,9,4,4,0,0,0,0,1,-0.45972245931625366,-0.4636879563331604,0.3525000214576721,0.35269010066986084,0.0020777881145477295,-0.03172440954002618,0.0015201629766842554,0.03176081006742406,-0.03171514288030951,0.0015201629766842554,0.031751554031167174,0.9999992847442627,3.627792466431856e-07,0.999998927116394,0.9999994039535522,4.861741444983636e-07,0.999998927116394,0.006895005702972412,6.553833372890949e-06,0
current_reference,train,10,1,both_bins_wrong_like,1.0,1.0,0.9937888198757764,0,11,11,5,5,0,0,0,0,1,-0.46972236037254333,-0.4701666235923767,0.21875032782554626,0.2187904417514801,0.00024218857288360596,-0.0035537640013436657,0.00032097451782150504,0.0035682297036957822,-0.003535230681910322,0.0003232795412888049,0.0035499810754616736,0.9999996423721313,3.824842735866696e-07,0.9999992847442627,0.9999997615814209,1.2781818270468648e-07,0.9999996423721313,0.006466329097747803,2.3050779418554157e-06,0
current_reference,train,10,2,both_bins_wrong_like,0.0,0.0,0.9937888198757764,0,0,6,0,6,6,6,6,6,0,0.0,0.4622443616390228,0.0,0.13853248953819275,0.3003884255886078,-43.80204561513246,3.6082606854765227,43.950412344419476,-43.5847980447348,3.601973157713595,43.73338348709379,0.9955138564109802,0.00039336475310847163,0.9951204657554626,0.9975836277008057,0.0003649624704848975,0.997218668460846,0.0,0.0,0
current_reference,train,11,0,both_bins_wrong_like,1.0,1.0,1.0,0,14,14,6,6,0,0,0,0,1,-0.4597223103046417,-0.4640614986419678,0.35249996185302734,0.35411587357521057,0.0029775500297546387,-0.034714065631117445,0.012927147860484422,0.03704291436224148,-0.03477661558420498,0.01292253781354982,0.037099932278027055,0.9999983310699463,6.800204346291139e-07,0.9999976754188538,0.9999994039535522,5.383993197938253e-07,0.9999988675117493,0.019394725561141968,1.034591332427226e-05,0
current_reference,train,11,1,both_bins_wrong_like,0.0,0.0,1.0,0,0,17,0,5,17,5,17,5,0,0.0,0.015543937683105469,0.0,0.5597169995307922,0.28763046860694885,40.624350465070485,-1.0222666707580834,40.63721053240509,40.56362141061727,-0.9927047447899626,40.575766716775874,0.9964626431465149,0.003076754277572036,0.993385910987854,0.9981524348258972,0.0018474195385351777,0.996304988861084,0.0,0.0,0
current_reference,train,11,2,both_bins_wrong_like,0.0,0.0,1.0,0,0,6,0,6,6,6,6,6,0,0.0,-0.3094137907028198,0.0,0.23635561764240265,0.27288469672203064,-49.97530898518493,4.3908455416740315,50.16782866275503,-49.97518851860861,4.390846694185766,50.16770875934351,0.9999971389770508,3.2939249194896547e-07,0.9999967813491821,0.9999992847442627,1.0644330217246534e-07,0.9999991655349731,0.0,0.0,0
current_reference,train,12,0,geometry_or_type_interaction,1.0,1.0,1.0,0,15,15,5,5,0,0,0,0,1,0.11044439673423767,0.1074213832616806,-0.33549976348876953,-0.33556273579597473,0.001542992889881134,-0.024183665195584438,-0.0005036476276050187,0.02418890909538738,-0.024232315159096966,-0.00048808871920074466,0.024237230216499813,0.9999988079071045,4.5512149426940596e-07,0.9999983310699463,0.9999984502792358,1.3136859706719406e-06,0.9999971389770508,0.00818374752998352,5.209498340263963e-06,0
current_reference,train,12,1,geometry_or_type_interaction,1.0,1.0,1.0,0,17,17,5,5,0,0,0,0,1,0.10044480115175247,0.10061666369438171,0.2832503318786621,0.2833414673805237,0.0001314990222454071,0.0013760989679257741,0.0007292517994669922,0.0015573877348150095,0.0013714656380674382,0.0007338618464015919,0.0015554649484972906,0.9999998807907104,7.134176627232591e-08,0.9999998211860657,0.9999996423721313,1.6197272145745956e-07,0.999999463558197,0.006120249629020691,2.1955129341222346e-06,0
current_reference,train,12,2,geometry_or_type_interaction,0.0,0.0,1.0,0,0,6,0,6,6,6,6,6,0,0.0,0.1067081093788147,0.0,-0.03865747153759003,0.07268279045820236,-46.64633561524829,2.1907409800469964,46.697751256051276,-46.620347268072884,2.1902687383641335,46.67176937445125,0.9995062351226807,3.6235152947483584e-05,0.9994699954986572,0.9996826648712158,5.530182897928171e-05,0.9996273517608643,0.0,0.0,0
current_reference,train,13,0,geometry_or_type_interaction,1.0,1.0,1.0,0,15,15,6,6,0,0,0,0,1,-0.06920833885669708,-0.07242414355278015,0.4332999587059021,0.433793842792511,0.0018548443913459778,-0.025726564038410303,0.003951386478818779,0.026028245279453972,-0.025731197368268642,0.00394216638494958,0.026031427041394054,0.9999995231628418,2.54402635846418e-07,0.9999992847442627,0.9999995231628418,3.108922612682363e-07,0.9999992251396179,0.006297022104263306,5.612950189970434e-06,0
current_reference,train,13,1,geometry_or_type_interaction,1.0,1.0,1.0,0,16,16,7,7,0,0,0,0,1,0.42329174280166626,0.42335763573646545,-0.07169991731643677,-0.07232524454593658,0.0003456100821495056,0.0005281996038502972,-0.005003053435774339,0.00503085862479965,0.0005281996038502972,-0.005008815994442589,0.005036589370565315,0.9999997615814209,1.6946292191732937e-07,0.9999995827674866,0.9999996423721313,2.700618040307745e-07,0.9999993443489075,0.004499152302742004,1.9011495169252157e-06,0
current_reference,train,13,2,geometry_or_type_interaction,0.0,0.0,1.0,0,0,6,0,6,6,6,6,6,0,0.0,-0.4163532555103302,0.0,-0.23843535780906677,0.3273943066596985,-50.83082554354751,0.5925179514507314,50.83427881814941,-50.828383778712166,0.5925072907171951,50.831837094931,0.9999456405639648,4.438761152414372e-06,0.9999412298202515,0.999972939491272,3.388757022548816e-06,0.9999695420265198,0.0,0.0,0
current_reference,train,14,0,geometry_or_type_interaction,1.0,1.0,0.9929078014184397,0,5,5,7,7,0,0,0,0,1,-0.11041688174009323,-0.11368539929389954,0.23437507450580597,0.23480182886123657,0.001847635954618454,-0.026145880390589706,0.0034137397550710875,0.026367796277170685,-0.0261319804010147,0.0034010621260009383,0.026352374148526626,0.9999994039535522,2.5566637873453146e-07,0.9999991655349731,0.9999990463256836,7.655019089725101e-07,0.9999982714653015,0.006805822253227234,5.636888090521097e-06,0
current_reference,train,14,1,geometry_or_type_interaction,1.0,1.0,0.9929078014184397,0,7,7,7,7,0,0,0,0,1,0.10069441795349121,0.10150088369846344,-0.3843748867511749,-0.3851267695426941,0.000779174268245697,0.006451911827732796,-0.006014958737918976,0.008820821665338563,0.006461178487449468,-0.006014958737918976,0.008827601943084408,0.9999997615814209,5.574720063350469e-08,0.9999997019767761,0.9999998807907104,6.267372754109601e-08,0.9999998211860657,0.005691245198249817,2.4031760403886437e-06,0
current_reference,train,14,2,geometry_or_type_interaction,1.0,1.0,0.9929078014184397,0,6,6,6,6,0,0,0,0,1,0.3268049657344818,0.32721027731895447,0.2856249213218689,0.28523677587509155,0.000396728515625,0.0032433309008351578,-0.0031051547383863193,0.004490120408367153,0.0032479642306934937,-0.0031051547383863193,0.004493468325601883,0.9999998807907104,8.730107303733803e-09,0.9999998807907104,1.0,8.558362907251649e-09,1.0,0.005334317684173584,1.9101862562820315e-06,0
current_reference,train,15,0,geometry_or_type_interaction,1.0,1.0,1.0,0,6,6,8,8,0,0,0,0,1,-0.2646673917770386,-0.26809245347976685,-0.1509997844696045,-0.15042942762374878,0.001997709274291992,-0.027401512782198746,0.004562793953520066,0.027778804715381123,-0.027336646164182042,0.004550116324449917,0.027712736820309076,0.9999988079071045,2.0956292701157508e-07,0.9999985694885254,0.9999992847442627,4.239398094796343e-07,0.9999988675117493,0.00887589156627655,5.967915058135986e-06,0
current_reference,train,15,1,geometry_or_type_interaction,1.0,1.0,1.0,0,8,8,8,8,0,0,0,0,1,0.16755539178848267,0.16705353558063507,0.46775034070014954,0.4682009816169739,0.000476248562335968,-0.004014780322248092,0.003605056702856976,0.005395821982490203,-0.004000880332673084,0.003600446655922376,0.005382402768142952,0.9999997615814209,1.4859529073874e-07,0.9999996423721313,0.9999997615814209,1.4191520847361971e-07,0.9999996423721313,0.00837014615535736,3.052409738302231e-06,0
current_reference,train,15,2,geometry_or_type_interaction,0.0,0.0,1.0,0,0,6,0,6,6,6,6,6,0,0.0,-0.30145779252052307,0.0,0.2625625729560852,0.28201019763946533,-49.91166093292097,4.6005012561657574,50.12323322463199,-49.89316468012649,4.600707555766081,50.10483401640908,0.999622106552124,4.161904871580191e-05,0.9995805025100708,0.9998784065246582,2.497201057849452e-05,0.9998534321784973,0.0,0.0,0
current_reference,train,16,0,geometry_or_type_interaction,1.0,1.0,1.0,0,16,16,3,3,0,0,0,0,1,0.3652494549751282,0.3620348572731018,0.47237494587898254,0.47228601574897766,0.001651763916015625,-0.025717297378693632,-0.0007110997396620058,0.025727126681849056,-0.025740464027985313,-0.0007064896927274061,0.025750157592953404,0.9999996423721313,1.3650935670739273e-07,0.9999995231628418,0.9999996423721313,4.138055658131634e-07,0.9999992251396179,0.0026630014181137085,5.278096068650484e-06,0
current_reference,train,16,1,geometry_or_type_interaction,1.0,1.0,1.0,0,19,19,3,3,0,0,0,0,1,-0.42363810539245605,-0.4238685369491577,-0.14637532830238342,-0.14618737995624542,0.00020918995141983032,-0.001844065283617704,0.0015028753006795066,0.0023789096114893815,-0.0018533319433343758,0.0015074853476141062,0.0023890063552562592,0.9999998807907104,5.697035732055156e-08,0.9999998211860657,0.9999997615814209,8.746711444018729e-08,0.9999997019767761,0.0022993534803390503,9.972136467695236e-07,0
current_reference,train,16,2,geometry_or_type_interaction,0.0,0.0,1.0,0,0,6,0,6,6,6,6,6,0,0.0,-0.1967264711856842,0.0,-0.18176200985908508,0.18924424052238464,-49.07381126130822,1.0459046864152433,49.08495562108177,-49.02956759449097,1.049148430689601,49.040791295944416,0.9989187717437744,8.041316323215142e-05,0.9988383650779724,0.9994823932647705,5.973579391138628e-05,0.9994226694107056,0.0,0.0,0
current_reference,train,17,0,rare_y_bin_wrong,1.0,1.0,0.9927007299270073,0,11,11,2,2,0,0,0,0,1,0.10833319276571274,0.10334630310535431,-0.3749999403953552,-0.37500154972076416,0.0024942494928836823,-0.03989528674520161,-1.383014080379914e-05,0.0398952891423869,-0.039888915916646395,-4.610046934599713e-06,0.03988891618304286,0.9999996423721313,1.7882281611036888e-07,0.999999463558197,0.9999994039535522,3.3226334039682115e-07,0.9999990463256836,0.013882353901863098,8.360366337001324e-06,0
current_reference,train,17,1,rare_y_bin_wrong,0.0,0.0,0.9927007299270073,0,0,17,0,5,17,5,17,5,0,0.0,-0.6816562414169312,0.0,0.7631580829620361,0.7224071621894836,35.04675261493554,0.6052622821374656,35.0519787070954,35.04675261493554,1.7890252358291119,35.09238493102064,1.0,4.2437573455345046e-09,1.0,0.8520296812057495,0.1479702889919281,0.704059362411499,0.0,0.0,0
current_reference,train,17,2,rare_y_bin_wrong,0.0,0.0,0.9927007299270073,0,0,6,0,6,6,6,6,6,0,0.0,0.7242347002029419,0.0,0.4852660000324249,0.6047503352165222,-41.706121787075325,6.382128807304504,42.19161246778067,-41.63814620472368,6.386637433206543,42.12510364461054,0.9986997842788696,0.00019213941413909197,0.9985076189041138,0.9993630051612854,0.00011825552792288363,0.999244749546051,0.0,0.0,0
current_reference,train,18,0,rare_y_bin_wrong,1.0,1.0,1.0,0,13,13,3,3,0,0,0,0,1,0.4299999475479126,0.42396897077560425,-0.3750002384185791,-0.37474507093429565,0.0031430721282958984,-0.04824802214731672,0.002042250792027673,0.04829122518041453,-0.04825381380963964,0.002334988772374755,0.04831027550886545,0.9999996423721313,1.2668965609918814e-07,0.9999995231628418,0.9999923706054688,7.264715804922162e-06,0.9999850988388062,0.025594651699066162,1.048613921739161e-05,0
current_reference,train,18,1,rare_y_bin_wrong,0.0,0.0,1.0,0,0,11,0,5,11,5,11,5,0,0.0,-0.2841716706752777,0.0,0.5755427479743958,0.42985719442367554,-9.773372253304144,-0.895660663665238,9.81432693698822,-9.511832366125725,-0.8956347321512309,9.553905826137942,0.9945489764213562,0.0054482570849359035,0.9891006946563721,0.999995231628418,3.949821802962106e-06,0.9999912977218628,0.0,0.0,0
current_reference,train,18,2,rare_y_bin_wrong,0.0,0.0,1.0,0,0,6,0,6,6,6,6,6,0,0.0,0.21297983825206757,0.0,0.42017146944999695,0.31657564640045166,-45.79616128621237,5.861372719269319,46.169731195957496,-45.73146610140042,5.866062289513541,46.10615662325357,0.9985564351081848,0.0001620492257643491,0.9983943700790405,0.9989718198776245,0.00017206676420755684,0.998799741268158,0.0,0.0,0
current_reference,train,19,0,rare_y_bin_wrong,1.0,1.0,1.0,0,13,13,8,8,0,0,0,0,1,0.42999979853630066,0.4240608215332031,-0.37499964237213135,-0.374655157327652,0.003141731023788452,-0.04751132269984131,0.0027556555551569786,0.04759116958246691,-0.047534489349132986,0.0024536974809406973,0.04759777630321412,0.9999996423721313,2.799299352318485e-07,0.9999993443489075,0.9999924898147583,7.485965397791006e-06,0.9999849796295166,0.022237345576286316,1.014611916616559e-05,0
