runner config | sample=1 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=1.000000e+00
sample=1 | outer=1/30 | loss_phi=2.465656e+00 | loss_mu=1.473903e+00 | mu_mse=1.691716e+05 | mu_mae=4.095380e+02 | defect_area_pred=0 | defect_area_label=5 | defect_iou=0.000000e+00
sample=1 | outer=2/30 | loss_phi=2.449152e+00 | loss_mu=8.890088e-01 | mu_mse=1.182448e+05 | mu_mae=3.367734e+02 | defect_area_pred=10 | defect_area_label=5 | defect_iou=3.636364e-01
sample=1 | outer=3/30 | loss_phi=2.446498e+00 | loss_mu=6.782680e-01 | mu_mse=7.325790e+04 | mu_mae=2.540012e+02 | defect_area_pred=11 | defect_area_label=5 | defect_iou=4.545455e-01
sample=1 | outer=4/30 | loss_phi=2.445603e+00 | loss_mu=6.449931e-01 | mu_mse=5.314195e+04 | mu_mae=2.062677e+02 | defect_area_pred=11 | defect_area_label=5 | defect_iou=4.545455e-01
sample=1 | outer=5/30 | loss_phi=2.444685e+00 | loss_mu=7.007598e-01 | mu_mse=4.612573e+04 | mu_mae=1.878117e+02 | defect_area_pred=10 | defect_area_label=5 | defect_iou=5.000000e-01
sample=1 | outer=6/30 | loss_phi=2.443547e+00 | loss_mu=7.916317e-01 | mu_mse=4.844767e+04 | mu_mae=1.945501e+02 | defect_area_pred=10 | defect_area_label=5 | defect_iou=5.000000e-01
sample=1 | outer=7/30 | loss_phi=2.441928e+00 | loss_mu=9.419256e-01 | mu_mse=5.842062e+04 | mu_mae=2.171703e+02 | defect_area_pred=10 | defect_area_label=5 | defect_iou=5.000000e-01
sample=1 | outer=8/30 | loss_phi=2.439456e+00 | loss_mu=1.222875e+00 | mu_mse=6.816352e+04 | mu_mae=2.358177e+02 | defect_area_pred=11 | defect_area_label=5 | defect_iou=4.545455e-01
sample=1 | outer=9/30 | loss_phi=2.435699e+00 | loss_mu=1.682885e+00 | mu_mse=8.549222e+04 | mu_mae=2.705973e+02 | defect_area_pred=11 | defect_area_label=5 | defect_iou=4.545455e-01
sample=1 | outer=10/30 | loss_phi=2.429062e+00 | loss_mu=2.037315e+00 | mu_mse=1.150544e+05 | mu_mae=3.163651e+02 | defect_area_pred=17 | defect_area_label=5 | defect_iou=2.941177e-01
sample=1 | outer=11/30 | loss_phi=2.421866e+00 | loss_mu=2.368202e+00 | mu_mse=1.414507e+05 | mu_mae=3.447461e+02 | defect_area_pred=23 | defect_area_label=5 | defect_iou=2.173913e-01
sample=1 | outer=12/30 | loss_phi=2.413743e+00 | loss_mu=2.632525e+00 | mu_mse=1.625969e+05 | mu_mae=3.625292e+02 | defect_area_pred=44 | defect_area_label=5 | defect_iou=1.136364e-01
sample=1 | outer=13/30 | loss_phi=2.404066e+00 | loss_mu=2.771229e+00 | mu_mse=1.779571e+05 | mu_mae=3.721174e+02 | defect_area_pred=47 | defect_area_label=5 | defect_iou=1.063830e-01
sample=1 | outer=14/30 | loss_phi=2.392542e+00 | loss_mu=2.776246e+00 | mu_mse=1.820883e+05 | mu_mae=3.696465e+02 | defect_area_pred=47 | defect_area_label=5 | defect_iou=1.063830e-01
sample=1 | outer=15/30 | loss_phi=2.380126e+00 | loss_mu=2.660096e+00 | mu_mse=1.767170e+05 | mu_mae=3.558961e+02 | defect_area_pred=43 | defect_area_label=5 | defect_iou=1.162791e-01
sample=1 | outer=16/30 | loss_phi=2.366684e+00 | loss_mu=2.361663e+00 | mu_mse=1.594586e+05 | mu_mae=3.265034e+02 | defect_area_pred=36 | defect_area_label=5 | defect_iou=1.388889e-01
sample=1 | outer=17/30 | loss_phi=2.352571e+00 | loss_mu=1.944153e+00 | mu_mse=1.168344e+05 | mu_mae=2.540619e+02 | defect_area_pred=23 | defect_area_label=5 | defect_iou=2.173913e-01
sample=1 | outer=18/30 | loss_phi=2.343536e+00 | loss_mu=1.505885e+00 | mu_mse=8.909267e+04 | mu_mae=1.970842e+02 | defect_area_pred=19 | defect_area_label=5 | defect_iou=2.631579e-01
sample=1 | outer=19/30 | loss_phi=2.331236e+00 | loss_mu=1.302829e+00 | mu_mse=7.455751e+04 | mu_mae=1.671530e+02 | defect_area_pred=17 | defect_area_label=5 | defect_iou=2.941177e-01
