run,split,variant,sample_index,polygon_iou,polygon_dice,zero_iou,target_area,pred_area,area_diff,exported_iou,exported_iou_abs_diff,exported_pred_area,exported_pred_area_diff
conditioning_center_bin,train,pred_all,23,1.0,1.0,0,238,238,0,1.0,0.0,238,0
conditioning_center_bin,train,pred_all,24,1.0,1.0,0,210,210,0,1.0,0.0,210,0
conditioning_center_bin,train,pred_all,25,1.0,1.0,0,224,224,0,1.0,0.0,224,0
conditioning_center_bin,train,pred_all,26,1.0,1.0,0,204,204,0,1.0,0.0,204,0
conditioning_center_bin,train,pred_all,27,1.0,1.0,0,228,228,0,1.0,0.0,228,0
conditioning_center_bin,train,pred_all,28,1.0,1.0,0,210,210,0,1.0,0.0,210,0
conditioning_center_bin,train,pred_all,29,1.0,1.0,0,217,217,0,1.0,0.0,217,0
conditioning_center_bin,train,gt_center_bin,0,1.0,1.0,0,63,63,0,,,,
conditioning_center_bin,train,gt_center_bin,1,1.0,1.0,0,63,63,0,,,,
conditioning_center_bin,train,gt_center_bin,2,1.0,1.0,0,92,92,0,,,,
conditioning_center_bin,train,gt_center_bin,3,1.0,1.0,0,92,92,0,,,,
conditioning_center_bin,train,gt_center_bin,4,1.0,1.0,0,57,57,0,,,,
conditioning_center_bin,train,gt_center_bin,5,1.0,1.0,0,63,63,0,,,,
conditioning_center_bin,train,gt_center_bin,6,1.0,1.0,0,74,74,0,,,,
conditioning_center_bin,train,gt_center_bin,7,1.0,1.0,0,160,160,0,,,,
conditioning_center_bin,train,gt_center_bin,8,1.0,1.0,0,120,120,0,,,,
conditioning_center_bin,train,gt_center_bin,9,1.0,1.0,0,184,184,0,,,,
conditioning_center_bin,train,gt_center_bin,10,1.0,1.0,0,160,160,0,,,,
conditioning_center_bin,train,gt_center_bin,11,1.0,1.0,0,120,120,0,,,,
conditioning_center_bin,train,gt_center_bin,12,1.0,1.0,0,105,105,0,,,,
conditioning_center_bin,train,gt_center_bin,13,1.0,1.0,0,120,120,0,,,,
conditioning_center_bin,train,gt_center_bin,14,1.0,1.0,0,140,140,0,,,,
conditioning_center_bin,train,gt_center_bin,15,1.0,1.0,0,105,105,0,,,,
conditioning_center_bin,train,gt_center_bin,16,1.0,1.0,0,105,105,0,,,,
conditioning_center_bin,train,gt_center_bin,17,1.0,1.0,0,137,137,0,,,,
conditioning_center_bin,train,gt_center_bin,18,1.0,1.0,0,140,140,0,,,,
conditioning_center_bin,train,gt_center_bin,19,0.9924812030075187,0.9962264150943396,0,132,133,1,,,,
conditioning_center_bin,train,gt_center_bin,20,1.0,1.0,0,224,224,0,,,,
conditioning_center_bin,train,gt_center_bin,21,1.0,1.0,0,189,189,0,,,,
conditioning_center_bin,train,gt_center_bin,22,1.0,1.0,0,224,224,0,,,,
conditioning_center_bin,train,gt_center_bin,23,1.0,1.0,0,238,238,0,,,,
conditioning_center_bin,train,gt_center_bin,24,1.0,1.0,0,210,210,0,,,,
conditioning_center_bin,train,gt_center_bin,25,1.0,1.0,0,224,224,0,,,,
conditioning_center_bin,train,gt_center_bin,26,1.0,1.0,0,204,204,0,,,,
conditioning_center_bin,train,gt_center_bin,27,1.0,1.0,0,228,228,0,,,,
conditioning_center_bin,train,gt_center_bin,28,1.0,1.0,0,210,210,0,,,,
conditioning_center_bin,train,gt_center_bin,29,1.0,1.0,0,217,217,0,,,,
conditioning_center_bin,train,gt_offset,0,1.0,1.0,0,63,63,0,,,,
conditioning_center_bin,train,gt_offset,1,1.0,1.0,0,63,63,0,,,,
conditioning_center_bin,train,gt_offset,2,1.0,1.0,0,92,92,0,,,,
conditioning_center_bin,train,gt_offset,3,1.0,1.0,0,92,92,0,,,,
conditioning_center_bin,train,gt_offset,4,1.0,1.0,0,57,57,0,,,,
conditioning_center_bin,train,gt_offset,5,1.0,1.0,0,63,63,0,,,,
conditioning_center_bin,train,gt_offset,6,1.0,1.0,0,74,74,0,,,,
conditioning_center_bin,train,gt_offset,7,1.0,1.0,0,160,160,0,,,,
conditioning_center_bin,train,gt_offset,8,1.0,1.0,0,120,120,0,,,,
conditioning_center_bin,train,gt_offset,9,1.0,1.0,0,184,184,0,,,,
conditioning_center_bin,train,gt_offset,10,1.0,1.0,0,160,160,0,,,,
conditioning_center_bin,train,gt_offset,11,1.0,1.0,0,120,120,0,,,,
conditioning_center_bin,train,gt_offset,12,1.0,1.0,0,105,105,0,,,,
conditioning_center_bin,train,gt_offset,13,1.0,1.0,0,120,120,0,,,,
conditioning_center_bin,train,gt_offset,14,1.0,1.0,0,140,140,0,,,,
conditioning_center_bin,train,gt_offset,15,1.0,1.0,0,105,105,0,,,,
conditioning_center_bin,train,gt_offset,16,1.0,1.0,0,105,105,0,,,,
conditioning_center_bin,train,gt_offset,17,1.0,1.0,0,137,137,0,,,,
conditioning_center_bin,train,gt_offset,18,1.0,1.0,0,140,140,0,,,,
conditioning_center_bin,train,gt_offset,19,1.0,1.0,0,132,132,0,,,,
conditioning_center_bin,train,gt_offset,20,1.0,1.0,0,224,224,0,,,,
conditioning_center_bin,train,gt_offset,21,1.0,1.0,0,189,189,0,,,,
conditioning_center_bin,train,gt_offset,22,1.0,1.0,0,224,224,0,,,,
conditioning_center_bin,train,gt_offset,23,1.0,1.0,0,238,238,0,,,,
conditioning_center_bin,train,gt_offset,24,1.0,1.0,0,210,210,0,,,,
conditioning_center_bin,train,gt_offset,25,1.0,1.0,0,224,224,0,,,,
conditioning_center_bin,train,gt_offset,26,1.0,1.0,0,204,204,0,,,,
conditioning_center_bin,train,gt_offset,27,1.0,1.0,0,228,228,0,,,,
conditioning_center_bin,train,gt_offset,28,1.0,1.0,0,210,210,0,,,,
conditioning_center_bin,train,gt_offset,29,1.0,1.0,0,217,217,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,0,1.0,1.0,0,63,63,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,1,1.0,1.0,0,63,63,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,2,1.0,1.0,0,92,92,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,3,1.0,1.0,0,92,92,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,4,1.0,1.0,0,57,57,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,5,1.0,1.0,0,63,63,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,6,1.0,1.0,0,74,74,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,7,1.0,1.0,0,160,160,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,8,1.0,1.0,0,120,120,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,9,1.0,1.0,0,184,184,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,10,1.0,1.0,0,160,160,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,11,1.0,1.0,0,120,120,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,12,1.0,1.0,0,105,105,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,13,1.0,1.0,0,120,120,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,14,1.0,1.0,0,140,140,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,15,1.0,1.0,0,105,105,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,16,1.0,1.0,0,105,105,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,17,1.0,1.0,0,137,137,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,18,1.0,1.0,0,140,140,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,19,1.0,1.0,0,132,132,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,20,1.0,1.0,0,224,224,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,21,1.0,1.0,0,189,189,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,22,1.0,1.0,0,224,224,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,23,1.0,1.0,0,238,238,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,24,1.0,1.0,0,210,210,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,25,1.0,1.0,0,224,224,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,26,1.0,1.0,0,204,204,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,27,1.0,1.0,0,228,228,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,28,1.0,1.0,0,210,210,0,,,,
conditioning_center_bin,train,gt_center_bin_offset,29,1.0,1.0,0,217,217,0,,,,
conditioning_center_bin,train,gt_local,0,1.0,1.0,0,63,63,0,,,,
conditioning_center_bin,train,gt_local,1,1.0,1.0,0,63,63,0,,,,
conditioning_center_bin,train,gt_local,2,1.0,1.0,0,92,92,0,,,,
conditioning_center_bin,train,gt_local,3,1.0,1.0,0,92,92,0,,,,
conditioning_center_bin,train,gt_local,4,1.0,1.0,0,57,57,0,,,,
conditioning_center_bin,train,gt_local,5,1.0,1.0,0,63,63,0,,,,
conditioning_center_bin,train,gt_local,6,1.0,1.0,0,74,74,0,,,,
conditioning_center_bin,train,gt_local,7,1.0,1.0,0,160,160,0,,,,
conditioning_center_bin,train,gt_local,8,1.0,1.0,0,120,120,0,,,,
conditioning_center_bin,train,gt_local,9,1.0,1.0,0,184,184,0,,,,
conditioning_center_bin,train,gt_local,10,1.0,1.0,0,160,160,0,,,,
conditioning_center_bin,train,gt_local,11,1.0,1.0,0,120,120,0,,,,
conditioning_center_bin,train,gt_local,12,1.0,1.0,0,105,105,0,,,,
conditioning_center_bin,train,gt_local,13,1.0,1.0,0,120,120,0,,,,
conditioning_center_bin,train,gt_local,14,1.0,1.0,0,140,140,0,,,,
conditioning_center_bin,train,gt_local,15,1.0,1.0,0,105,105,0,,,,
conditioning_center_bin,train,gt_local,16,1.0,1.0,0,105,105,0,,,,
conditioning_center_bin,train,gt_local,17,1.0,1.0,0,137,137,0,,,,
conditioning_center_bin,train,gt_local,18,1.0,1.0,0,140,140,0,,,,
conditioning_center_bin,train,gt_local,19,0.9924812030075187,0.9962264150943396,0,132,133,1,,,,
conditioning_center_bin,train,gt_local,20,1.0,1.0,0,224,224,0,,,,
conditioning_center_bin,train,gt_local,21,1.0,1.0,0,189,189,0,,,,
conditioning_center_bin,train,gt_local,22,1.0,1.0,0,224,224,0,,,,
conditioning_center_bin,train,gt_local,23,1.0,1.0,0,238,238,0,,,,
conditioning_center_bin,train,gt_local,24,1.0,1.0,0,210,210,0,,,,
conditioning_center_bin,train,gt_local,25,1.0,1.0,0,224,224,0,,,,
conditioning_center_bin,train,gt_local,26,1.0,1.0,0,204,204,0,,,,
conditioning_center_bin,train,gt_local,27,1.0,1.0,0,228,228,0,,,,
conditioning_center_bin,train,gt_local,28,1.0,1.0,0,210,210,0,,,,
conditioning_center_bin,train,gt_local,29,1.0,1.0,0,217,217,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,0,1.0,1.0,0,63,63,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,1,1.0,1.0,0,63,63,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,2,1.0,1.0,0,92,92,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,3,1.0,1.0,0,92,92,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,4,1.0,1.0,0,57,57,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,5,1.0,1.0,0,63,63,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,6,1.0,1.0,0,74,74,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,7,1.0,1.0,0,160,160,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,8,1.0,1.0,0,120,120,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,9,1.0,1.0,0,184,184,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,10,1.0,1.0,0,160,160,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,11,1.0,1.0,0,120,120,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,12,1.0,1.0,0,105,105,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,13,1.0,1.0,0,120,120,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,14,1.0,1.0,0,140,140,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,15,1.0,1.0,0,105,105,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,16,1.0,1.0,0,105,105,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,17,1.0,1.0,0,137,137,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,18,1.0,1.0,0,140,140,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,19,1.0,1.0,0,132,132,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,20,1.0,1.0,0,224,224,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,21,1.0,1.0,0,189,189,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,22,1.0,1.0,0,224,224,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,23,1.0,1.0,0,238,238,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,24,1.0,1.0,0,210,210,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,25,1.0,1.0,0,224,224,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,26,1.0,1.0,0,204,204,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,27,1.0,1.0,0,228,228,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,28,1.0,1.0,0,210,210,0,,,,
conditioning_center_bin,train,gt_center_bin_offset_local,29,1.0,1.0,0,217,217,0,,,,
conditioning_center_bin,val,pred_all,0,0.0,0.0,1,71,197,126,0.0,0.0,197,0
conditioning_center_bin,val,pred_all,1,0.2721518987341772,0.42786069651741293,0,76,125,49,0.2721518987341772,0.0,125,0
conditioning_center_bin,val,pred_all,2,0.0,0.0,1,84,80,-4,0.0,0.0,80,0
conditioning_center_bin,val,pred_all,3,0.0,0.0,1,152,41,-111,0.0,0.0,41,0
conditioning_center_bin,val,pred_all,4,0.0,0.0,1,102,118,16,0.0,0.0,118,0
conditioning_center_bin,val,pred_all,5,0.0,0.0,1,102,71,-31,0.0,0.0,71,0
conditioning_center_bin,val,pred_all,6,0.0,0.0,1,140,106,-34,0.0,0.0,106,0
conditioning_center_bin,val,pred_all,7,0.0,0.0,1,202,59,-143,0.0,0.0,59,0
conditioning_center_bin,val,pred_all,8,0.0,0.0,1,224,53,-171,0.0,0.0,53,0
conditioning_center_bin,val,pred_all,9,0.0,0.0,1,238,31,-207,0.0,0.0,31,0
conditioning_center_bin,val,gt_center_bin,0,0.32673267326732675,0.4925373134328358,0,71,197,126,,,,
conditioning_center_bin,val,gt_center_bin,1,0.5952380952380952,0.746268656716418,0,76,125,49,,,,
conditioning_center_bin,val,gt_center_bin,2,0.29133858267716534,0.45121951219512196,0,84,80,-4,,,,
conditioning_center_bin,val,gt_center_bin,3,0.0,0.0,1,152,41,-111,,,,
conditioning_center_bin,val,gt_center_bin,4,0.14583333333333334,0.2545454545454545,0,102,118,16,,,,
conditioning_center_bin,val,gt_center_bin,5,0.2097902097902098,0.3468208092485549,0,102,71,-31,,,,
conditioning_center_bin,val,gt_center_bin,6,0.7571428571428571,0.8617886178861789,0,140,106,-34,,,,
conditioning_center_bin,val,gt_center_bin,7,0.09663865546218488,0.17624521072796934,0,202,59,-143,,,,
conditioning_center_bin,val,gt_center_bin,8,0.14937759336099585,0.259927797833935,0,224,53,-171,,,,
conditioning_center_bin,val,gt_center_bin,9,0.13025210084033614,0.23048327137546468,0,238,31,-207,,,,
conditioning_center_bin,val,gt_offset,0,0.0,0.0,1,71,203,132,,,,
conditioning_center_bin,val,gt_offset,1,0.32748538011695905,0.4933920704845815,0,76,151,75,,,,
conditioning_center_bin,val,gt_offset,2,0.0,0.0,1,84,84,0,,,,
conditioning_center_bin,val,gt_offset,3,0.0,0.0,1,152,45,-107,,,,
conditioning_center_bin,val,gt_offset,4,0.0,0.0,1,102,101,-1,,,,
conditioning_center_bin,val,gt_offset,5,0.0,0.0,1,102,90,-12,,,,
conditioning_center_bin,val,gt_offset,6,0.0,0.0,1,140,90,-50,,,,
conditioning_center_bin,val,gt_offset,7,0.0,0.0,1,202,59,-143,,,,
conditioning_center_bin,val,gt_offset,8,0.0,0.0,1,224,52,-172,,,,
conditioning_center_bin,val,gt_offset,9,0.0,0.0,1,238,30,-208,,,,
conditioning_center_bin,val,gt_center_bin_offset,0,0.3497536945812808,0.5182481751824818,0,71,203,132,,,,
conditioning_center_bin,val,gt_center_bin_offset,1,0.5033112582781457,0.6696035242290749,0,76,151,75,,,,
conditioning_center_bin,val,gt_center_bin_offset,2,1.0,1.0,0,84,84,0,,,,
conditioning_center_bin,val,gt_center_bin_offset,3,0.29605263157894735,0.45685279187817257,0,152,45,-107,,,,
conditioning_center_bin,val,gt_center_bin_offset,4,0.9150943396226415,0.9556650246305419,0,102,101,-1,,,,
conditioning_center_bin,val,gt_center_bin_offset,5,0.6,0.75,0,102,90,-12,,,,
conditioning_center_bin,val,gt_center_bin_offset,6,0.6428571428571429,0.782608695652174,0,140,90,-50,,,,
conditioning_center_bin,val,gt_center_bin_offset,7,0.29207920792079206,0.4521072796934866,0,202,59,-143,,,,
conditioning_center_bin,val,gt_center_bin_offset,8,0.23214285714285715,0.37681159420289856,0,224,52,-172,,,,
conditioning_center_bin,val,gt_center_bin_offset,9,0.12605042016806722,0.22388059701492538,0,238,30,-208,,,,
conditioning_center_bin,val,gt_local,0,0.0,0.0,1,71,73,2,,,,
conditioning_center_bin,val,gt_local,1,0.17777777777777778,0.3018867924528302,0,76,83,7,,,,
conditioning_center_bin,val,gt_local,2,0.0,0.0,1,84,84,0,,,,
conditioning_center_bin,val,gt_local,3,0.0,0.0,1,152,88,-64,,,,
conditioning_center_bin,val,gt_local,4,0.0,0.0,1,102,105,3,,,,
conditioning_center_bin,val,gt_local,5,0.0,0.0,1,102,103,1,,,,
conditioning_center_bin,val,gt_local,6,0.0,0.0,1,140,116,-24,,,,
conditioning_center_bin,val,gt_local,7,0.0,0.0,1,202,217,15,,,,
conditioning_center_bin,val,gt_local,8,0.16666666666666666,0.2857142857142857,0,224,224,0,,,,
conditioning_center_bin,val,gt_local,9,0.0,0.0,1,238,238,0,,,,
conditioning_center_bin,val,gt_center_bin_offset_local,0,1.0,1.0,0,71,71,0,,,,
conditioning_center_bin,val,gt_center_bin_offset_local,1,1.0,1.0,0,76,76,0,,,,
conditioning_center_bin,val,gt_center_bin_offset_local,2,1.0,1.0,0,84,84,0,,,,
conditioning_center_bin,val,gt_center_bin_offset_local,3,1.0,1.0,0,152,152,0,,,,
conditioning_center_bin,val,gt_center_bin_offset_local,4,1.0,1.0,0,102,102,0,,,,
conditioning_center_bin,val,gt_center_bin_offset_local,5,1.0,1.0,0,102,102,0,,,,
conditioning_center_bin,val,gt_center_bin_offset_local,6,1.0,1.0,0,140,140,0,,,,
conditioning_center_bin,val,gt_center_bin_offset_local,7,1.0,1.0,0,202,202,0,,,,
conditioning_center_bin,val,gt_center_bin_offset_local,8,1.0,1.0,0,224,224,0,,,,
conditioning_center_bin,val,gt_center_bin_offset_local,9,1.0,1.0,0,238,238,0,,,,
conditioning_center_bin,test,pred_all,0,0.0,0.0,1,61,101,40,0.0,0.0,101,0
conditioning_center_bin,test,pred_all,1,0.6705882352941176,0.8028169014084507,0,76,66,-10,0.6705882352941176,0.0,66,0
conditioning_center_bin,test,pred_all,2,0.0,0.0,1,88,116,28,0.0,0.0,116,0
conditioning_center_bin,test,pred_all,3,0.0,0.0,1,96,116,20,0.0,0.0,116,0
conditioning_center_bin,test,pred_all,4,0.0,0.0,1,109,115,6,0.0,0.0,115,0
conditioning_center_bin,test,pred_all,5,0.0,0.0,1,105,47,-58,0.0,0.0,47,0
conditioning_center_bin,test,pred_all,6,0.0,0.0,1,116,39,-77,0.0,0.0,39,0
conditioning_center_bin,test,pred_all,7,0.0,0.0,1,204,192,-12,0.0,0.0,192,0
conditioning_center_bin,test,pred_all,8,0.0,0.0,1,217,78,-139,0.0,0.0,78,0
conditioning_center_bin,test,pred_all,9,0.0,0.0,1,245,43,-202,0.0,0.0,43,0
conditioning_center_bin,test,gt_center_bin,0,0.6039603960396039,0.7530864197530864,0,61,101,40,,,,
conditioning_center_bin,test,gt_center_bin,1,0.6705882352941176,0.8028169014084507,0,76,66,-10,,,,
conditioning_center_bin,test,gt_center_bin,2,0.7586206896551724,0.8627450980392157,0,88,116,28,,,,
conditioning_center_bin,test,gt_center_bin,3,0.1099476439790576,0.19811320754716982,0,96,116,20,,,,
conditioning_center_bin,test,gt_center_bin,4,0.23756906077348067,0.38392857142857145,0,109,115,6,,,,
conditioning_center_bin,test,gt_center_bin,5,0.288135593220339,0.4473684210526316,0,105,47,-58,,,,
conditioning_center_bin,test,gt_center_bin,6,0.019736842105263157,0.03870967741935484,0,116,39,-77,,,,
conditioning_center_bin,test,gt_center_bin,7,0.9411764705882353,0.9696969696969697,0,204,192,-12,,,,
conditioning_center_bin,test,gt_center_bin,8,0.35944700460829493,0.5288135593220339,0,217,78,-139,,,,
conditioning_center_bin,test,gt_center_bin,9,0.09505703422053231,0.1736111111111111,0,245,43,-202,,,,
conditioning_center_bin,test,gt_offset,0,0.0,0.0,1,61,110,49,,,,
conditioning_center_bin,test,gt_offset,1,0.8214285714285714,0.9019607843137255,0,76,77,1,,,,
conditioning_center_bin,test,gt_offset,2,0.0,0.0,1,88,120,32,,,,
conditioning_center_bin,test,gt_offset,3,0.0,0.0,1,96,120,24,,,,
conditioning_center_bin,test,gt_offset,4,0.0,0.0,1,109,91,-18,,,,
conditioning_center_bin,test,gt_offset,5,0.0,0.0,1,105,48,-57,,,,
conditioning_center_bin,test,gt_offset,6,0.0,0.0,1,116,54,-62,,,,
conditioning_center_bin,test,gt_offset,7,0.0,0.0,1,204,192,-12,,,,
conditioning_center_bin,test,gt_offset,8,0.0,0.0,1,217,73,-144,,,,
conditioning_center_bin,test,gt_offset,9,0.0,0.0,1,245,47,-198,,,,
conditioning_center_bin,test,gt_center_bin_offset,0,0.5545454545454546,0.7134502923976608,0,61,110,49,,,,
conditioning_center_bin,test,gt_center_bin_offset,1,0.8214285714285714,0.9019607843137255,0,76,77,1,,,,
conditioning_center_bin,test,gt_center_bin_offset,2,0.7333333333333333,0.8461538461538461,0,88,120,32,,,,
conditioning_center_bin,test,gt_center_bin_offset,3,0.8,0.8888888888888888,0,96,120,24,,,,
conditioning_center_bin,test,gt_center_bin_offset,4,0.43884892086330934,0.61,0,109,91,-18,,,,
conditioning_center_bin,test,gt_center_bin_offset,5,0.45714285714285713,0.6274509803921569,0,105,48,-57,,,,
conditioning_center_bin,test,gt_center_bin_offset,6,0.46551724137931033,0.6352941176470588,0,116,54,-62,,,,
conditioning_center_bin,test,gt_center_bin_offset,7,0.9411764705882353,0.9696969696969697,0,204,192,-12,,,,
conditioning_center_bin,test,gt_center_bin_offset,8,0.33640552995391704,0.503448275862069,0,217,73,-144,,,,
conditioning_center_bin,test,gt_center_bin_offset,9,0.19183673469387755,0.3219178082191781,0,245,47,-198,,,,
conditioning_center_bin,test,gt_local,0,0.0,0.0,1,61,60,-1,,,,
conditioning_center_bin,test,gt_local,1,0.5510204081632653,0.7105263157894737,0,76,76,0,,,,
conditioning_center_bin,test,gt_local,2,0.0,0.0,1,88,88,0,,,,
conditioning_center_bin,test,gt_local,3,0.0,0.0,1,96,91,-5,,,,
conditioning_center_bin,test,gt_local,4,0.0,0.0,1,109,54,-55,,,,
conditioning_center_bin,test,gt_local,5,0.0,0.0,1,105,73,-32,,,,
conditioning_center_bin,test,gt_local,6,0.0,0.0,1,116,111,-5,,,,
conditioning_center_bin,test,gt_local,7,0.0,0.0,1,204,204,0,,,,
conditioning_center_bin,test,gt_local,8,0.0,0.0,1,217,196,-21,,,,
conditioning_center_bin,test,gt_local,9,0.0,0.0,1,245,210,-35,,,,
conditioning_center_bin,test,gt_center_bin_offset_local,0,1.0,1.0,0,61,61,0,,,,
conditioning_center_bin,test,gt_center_bin_offset_local,1,1.0,1.0,0,76,76,0,,,,
conditioning_center_bin,test,gt_center_bin_offset_local,2,1.0,1.0,0,88,88,0,,,,
conditioning_center_bin,test,gt_center_bin_offset_local,3,1.0,1.0,0,96,96,0,,,,
conditioning_center_bin,test,gt_center_bin_offset_local,4,1.0,1.0,0,109,109,0,,,,
conditioning_center_bin,test,gt_center_bin_offset_local,5,1.0,1.0,0,105,105,0,,,,
conditioning_center_bin,test,gt_center_bin_offset_local,6,1.0,1.0,0,116,116,0,,,,
conditioning_center_bin,test,gt_center_bin_offset_local,7,1.0,1.0,0,204,204,0,,,,
conditioning_center_bin,test,gt_center_bin_offset_local,8,1.0,1.0,0,217,217,0,,,,
conditioning_center_bin,test,gt_center_bin_offset_local,9,1.0,1.0,0,245,245,0,,,,
