runner config | sample=2 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=0.000000e+00
sample=2 | outer=1/30 | loss_phi=2.371919e+00 | loss_mu=1.181173e+00 | mu_mse=1.998796e+05 | mu_mae=4.436575e+02 | defect_area_pred=34 | defect_area_label=5 | defect_iou=1.470588e-01
sample=2 | outer=2/30 | loss_phi=2.354622e+00 | loss_mu=8.461565e-01 | mu_mse=1.428324e+05 | mu_mae=3.609555e+02 | defect_area_pred=32 | defect_area_label=5 | defect_iou=1.562500e-01
sample=2 | outer=3/30 | loss_phi=2.351750e+00 | loss_mu=7.470579e-01 | mu_mse=1.055026e+05 | mu_mae=2.886750e+02 | defect_area_pred=23 | defect_area_label=5 | defect_iou=2.173913e-01
sample=2 | outer=4/30 | loss_phi=2.350376e+00 | loss_mu=7.346981e-01 | mu_mse=9.416347e+04 | mu_mae=2.510743e+02 | defect_area_pred=22 | defect_area_label=5 | defect_iou=2.272727e-01
sample=2 | outer=5/30 | loss_phi=2.348741e+00 | loss_mu=7.744226e-01 | mu_mse=9.449228e+04 | mu_mae=2.374953e+02 | defect_area_pred=24 | defect_area_label=5 | defect_iou=2.083333e-01
sample=2 | outer=6/30 | loss_phi=2.346585e+00 | loss_mu=8.464302e-01 | mu_mse=1.164085e+05 | mu_mae=2.537870e+02 | defect_area_pred=27 | defect_area_label=5 | defect_iou=1.851852e-01
sample=2 | outer=7/30 | loss_phi=2.342033e+00 | loss_mu=9.199595e-01 | mu_mse=1.987756e+05 | mu_mae=3.242826e+02 | defect_area_pred=50 | defect_area_label=5 | defect_iou=1.000000e-01
sample=2 | outer=8/30 | loss_phi=2.323992e+00 | loss_mu=9.986209e-01 | mu_mse=2.914964e+05 | mu_mae=4.069299e+02 | defect_area_pred=67 | defect_area_label=5 | defect_iou=7.462686e-02
sample=2 | outer=9/30 | loss_phi=2.267755e+00 | loss_mu=1.130451e+00 | mu_mse=3.843325e+05 | mu_mae=4.977441e+02 | defect_area_pred=86 | defect_area_label=5 | defect_iou=5.813954e-02
sample=2 | outer=10/30 | loss_phi=2.142275e+00 | loss_mu=1.166327e+00 | mu_mse=3.821943e+05 | mu_mae=4.850443e+02 | defect_area_pred=83 | defect_area_label=5 | defect_iou=6.024097e-02
sample=2 | outer=11/30 | loss_phi=2.006704e+00 | loss_mu=1.090011e+00 | mu_mse=3.814081e+05 | mu_mae=4.713008e+02 | defect_area_pred=83 | defect_area_label=5 | defect_iou=6.024097e-02
sample=2 | outer=12/30 | loss_phi=1.833455e+00 | loss_mu=9.728886e-01 | mu_mse=2.980070e+05 | mu_mae=3.639008e+02 | defect_area_pred=66 | defect_area_label=5 | defect_iou=7.575758e-02
sample=2 | outer=13/30 | loss_phi=1.900534e+00 | loss_mu=9.988095e-01 | mu_mse=2.724507e+05 | mu_mae=3.287211e+02 | defect_area_pred=63 | defect_area_label=5 | defect_iou=7.936508e-02
sample=2 | outer=14/30 | loss_phi=1.861923e+00 | loss_mu=9.311719e-01 | mu_mse=2.610498e+05 | mu_mae=3.144222e+02 | defect_area_pred=58 | defect_area_label=5 | defect_iou=8.620690e-02
sample=2 | outer=15/30 | loss_phi=1.815625e+00 | loss_mu=9.468125e-01 | mu_mse=2.715644e+05 | mu_mae=3.292227e+02 | defect_area_pred=61 | defect_area_label=5 | defect_iou=8.196721e-02
sample=2 | outer=16/30 | loss_phi=1.730316e+00 | loss_mu=9.711244e-01 | mu_mse=2.942948e+05 | mu_mae=3.543068e+02 | defect_area_pred=65 | defect_area_label=5 | defect_iou=7.692308e-02
sample=2 | outer=17/30 | loss_phi=1.592616e+00 | loss_mu=9.870143e-01 | mu_mse=3.057578e+05 | mu_mae=3.656984e+02 | defect_area_pred=68 | defect_area_label=5 | defect_iou=7.352941e-02
sample=2 | outer=18/30 | loss_phi=1.481224e+00 | loss_mu=9.860465e-01 | mu_mse=3.154167e+05 | mu_mae=3.729084e+02 | defect_area_pred=69 | defect_area_label=5 | defect_iou=7.246377e-02
sample=2 | outer=19/30 | loss_phi=1.381517e+00 | loss_mu=9.953334e-01 | mu_mse=3.181823e+05 | mu_mae=3.697827e+02 | defect_area_pred=70 | defect_area_label=5 | defect_iou=7.142857e-02
sample=2 | outer=20/30 | loss_phi=1.314220e+00 | loss_mu=9.945505e-01 | mu_mse=3.200955e+05 | mu_mae=3.682123e+02 | defect_area_pred=70 | defect_area_label=5 | defect_iou=7.142857e-02
sample=2 | outer=21/30 | loss_phi=1.267441e+00 | loss_mu=9.905411e-01 | mu_mse=3.202204e+05 | mu_mae=3.639089e+02 | defect_area_pred=70 | defect_area_label=5 | defect_iou=7.142857e-02
sample=2 | outer=22/30 | loss_phi=1.235963e+00 | loss_mu=9.848591e-01 | mu_mse=3.181629e+05 | mu_mae=3.567148e+02 | defect_area_pred=70 | defect_area_label=5 | defect_iou=7.142857e-02
sample=2 | outer=23/30 | loss_phi=1.217087e+00 | loss_mu=9.790998e-01 | mu_mse=3.118748e+05 | mu_mae=3.444482e+02 | defect_area_pred=69 | defect_area_label=5 | defect_iou=7.246377e-02
sample=2 | outer=24/30 | loss_phi=1.216127e+00 | loss_mu=9.708539e-01 | mu_mse=3.048231e+05 | mu_mae=3.346717e+02 | defect_area_pred=68 | defect_area_label=5 | defect_iou=7.352941e-02
sample=2 | outer=25/30 | loss_phi=1.239885e+00 | loss_mu=9.671436e-01 | mu_mse=3.007804e+05 | mu_mae=3.275604e+02 | defect_area_pred=67 | defect_area_label=5 | defect_iou=7.462686e-02
sample=2 | outer=26/30 | loss_phi=1.244452e+00 | loss_mu=9.634668e-01 | mu_mse=2.923781e+05 | mu_mae=3.215440e+02 | defect_area_pred=64 | defect_area_label=5 | defect_iou=7.812500e-02
sample=2 | outer=27/30 | loss_phi=1.280280e+00 | loss_mu=9.534041e-01 | mu_mse=2.932817e+05 | mu_mae=3.247251e+02 | defect_area_pred=64 | defect_area_label=5 | defect_iou=7.812500e-02
sample=2 | outer=28/30 | loss_phi=1.289618e+00 | loss_mu=9.523273e-01 | mu_mse=2.899066e+05 | mu_mae=3.183853e+02 | defect_area_pred=64 | defect_area_label=5 | defect_iou=7.812500e-02
sample=2 | outer=29/30 | loss_phi=1.290473e+00 | loss_mu=9.438625e-01 | mu_mse=2.869596e+05 | mu_mae=3.147363e+02 | defect_area_pred=63 | defect_area_label=5 | defect_iou=7.936508e-02
sample=2 | outer=30/30 | loss_phi=1.297503e+00 | loss_mu=9.425847e-01 | mu_mse=2.870101e+05 | mu_mae=3.136474e+02 | defect_area_pred=63 | defect_area_label=5 | defect_iou=7.936508e-02
