sample_index,signal_normalization,signal_feature_mode,conditioning_mode,encoder_type,point_signal_mode,mask_head_mode,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
15,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.23398635263042042,3006,2600,106474.71875,240.8063201904297
16,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.5597691673536686,3006,2670,79345.8671875,213.65029907226562
17,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.5597728631201434,3006,2213,79193.171875,213.4974822998047
18,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.5291217257318952,3006,1956,77905.2421875,212.20822143554688
19,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.42013064133016625,3006,1777,82530.828125,216.83847045898438
20,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.2383177570093458,3006,1499,92912.3125,227.2303466796875
21,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.19176250334313988,3006,1450,95891.953125,230.21298217773438
22,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.4297253634894992,3006,2304,84210.9453125,218.52024841308594
23,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.522987045974092,3006,2990,80616.5390625,214.92225646972656
24,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.4350453172205438,3006,2219,83923.5625,218.23260498046875
25,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.21036188492580057,3006,1643,95248.953125,229.56932067871094
26,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.4287964713295526,3006,1529,82685.9296875,216.9936981201172
27,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.4666666666666667,3006,2186,82169.5390625,216.47682189941406
28,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.429757555629359,3006,1299,81016.4296875,215.3225555419922
29,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.5749676863420939,3006,4305,82735.0546875,217.0428924560547
30,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.26966007102993406,3006,1999,96414.5,230.73605346679688
31,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.712930333423692,3006,3313,75612.8671875,209.91354370117188
32,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.154371226043581,3006,1391,100314.4375,234.63987731933594
33,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.786368843069874,3006,3232,72815.171875,207.11306762695312
34,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.6397361912613355,3006,2961,77645.2578125,211.947998046875
35,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.4825232113599126,3006,2423,81287.2265625,215.59359741210938
36,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.48444130127298446,3006,3291,84644.3359375,218.9541015625
37,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.7382992748846408,3006,2268,73460.046875,207.75860595703125
38,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.625821876867902,3006,2434,76053.8828125,210.3550262451172
39,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.4807335190343547,3006,3373,86899.1328125,221.21112060546875
40,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.33640755379885817,3006,3080,97601.546875,231.9242706298828
41,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.635759493670886,3006,2163,75774.78125,210.07566833496094
42,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.4897673114662181,3006,2308,82029.828125,216.33697509765625
43,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.45823984043879334,3006,2843,84399.5859375,218.70907592773438
44,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.3346883468834688,3006,2904,94453.359375,228.7729034423828
45,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.44521604938271603,3006,2613,85374.09375,219.6845703125
46,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.5784474287585981,3006,1813,77818.0390625,212.12095642089844
47,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.5610583446404342,3006,3897,86274.9296875,220.5863037109375
48,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.13270405330372015,3006,1074,95945.859375,230.26690673828125
49,per_sample_zscore,raw,concat,mlp,none,mu_threshold,0.26727480045610036,3006,2551,96768.859375,231.0907440185547
