sample_index,signal_normalization,signal_feature_mode,conditioning_mode,encoder_type,point_signal_mode,mask_head_mode,mask_source,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
0,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.9410703547805171,1603,1625,4667.73291015625,25.41983985900879
1,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.96,2818,2817,7876.65771484375,42.741798400878906
2,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.952443857331572,2229,2205,5223.99072265625,27.88251304626465
3,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.9432989690721649,1863,1907,6031.55859375,31.854021072387695
4,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.9529154119901451,3571,3563,10232.6103515625,52.07682418823242
5,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.9367021276595745,1823,1818,7343.958984375,38.42521667480469
6,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.9372693726937269,1309,1316,3534.393310546875,21.917984008789062
7,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.9486803519061584,1986,2001,5999.1708984375,34.98743438720703
8,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.9543183440399714,2744,2732,8579.365234375,44.2301139831543
9,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.9298245614035088,1604,1586,5378.2177734375,31.01849937438965
10,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.08757276638825613,3140,1157,100925.640625,228.29647827148438
11,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.23591798255950977,3140,2104,98793.1484375,226.16184997558594
12,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.2191671115856914,3140,1427,94875.65625,222.24041748046875
13,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.32674601392319785,3140,2768,97071.984375,224.43898010253906
14,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.7862433862433862,3140,3612,73516.828125,200.86021423339844
15,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.2336127229744251,3140,2600,106860.453125,234.2372283935547
16,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.5677280086346466,3140,2670,79207.78125,206.556884765625
17,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.5629197080291971,3140,2213,78647.9921875,205.9965362548828
18,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.5234678624813154,3140,1956,78145.2734375,205.49331665039062
19,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.4109038737446198,3140,1777,83843.46875,211.1972198486328
20,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.24470083176817817,3140,1499,94424.3984375,221.78872680664062
21,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.19282744282744282,3140,1450,96717.359375,224.08399963378906
22,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.4490284801703487,3140,2304,84081.1484375,211.4351043701172
23,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.5207144629124287,3140,2990,82032.84375,209.38478088378906
24,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.4073004201680672,3140,2219,85798.859375,213.15455627441406
25,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.2179781003310415,3140,1643,95880.09375,223.2458953857422
26,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.4105740181268882,3140,1529,83504.375,210.85775756835938
27,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.4551912568306011,3140,2186,83467.7734375,210.82115173339844
28,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.4118956743002545,3140,1299,81736.890625,209.0885009765625
29,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.5850542899723228,3140,4305,83227.6796875,210.58079528808594
30,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.2841079460269865,3140,1999,96003.34375,223.36924743652344
31,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.7071428571428572,3140,3313,75795.6875,203.14137268066406
32,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.16868712922362653,3140,1391,99816.1796875,227.18589782714844
33,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.7690172126596335,3140,3232,72975.2265625,200.31808471679688
34,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.6382921589688507,3140,2961,77429.71875,204.77703857421875
35,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.49222103004291845,3140,2423,81648.4765625,209.00003051757812
36,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.48282222734609176,3140,3291,85568.0546875,212.92349243164062
37,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.7157360406091371,3140,2268,73003.9453125,200.34683227539062
38,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.6293481438175972,3140,2434,76190.9921875,203.5370635986328
39,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.49724137931034484,3140,3373,86085.046875,213.44102478027344
40,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.3402283990519285,3140,3080,96927.890625,224.2947235107422
41,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.6182483979249314,3140,2163,76296.125,203.64231872558594
42,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.486493860845839,3140,2308,82329.6015625,209.68182373046875
43,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.4614069369809477,3140,2843,85945.75,213.30160522460938
44,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.361567920702861,3140,2904,94202.46875,221.5665740966797
45,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.4732394366197183,3140,2613,85293.046875,212.64822387695312
46,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.5565681961030798,3140,1813,77986.671875,205.33453369140625
47,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.5781565373402108,3140,3897,85344.2890625,212.69952392578125
48,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.13340505648197956,3140,1074,97699.4375,225.06704711914062
49,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.26158279760585235,3140,2551,98963.3671875,226.33224487304688
