split,presence_accuracy,type_accuracy_present,continuous_mae_mean,center_mae,axis_mae,rotation_mae,depth_mae,param_mask_iou,param_mask_dice,encoder_type,head_mode,component_matching_mode,lambda_raster_bce,lambda_raster_dice,raster_loss_start_step,raster_softness_cells,raster_target_source,val_selection_metric,val_selection_interval,best_step,best_val_mask_iou,best_val_loss
train,1.0,1.0,0.1552390307188034,0.00326847517862916,9.06964487512596e-05,0.9246728420257568,4.28511448262725e-05,0.5686724557945371,0.7185208939040539,mlp,shared,fixed,0.25,1.0,2000,1.0,masks,val_mask_iou,500,2500,0.2810414801334725,nan
