split,loss,presence_loss,type_loss,center_bin_loss,center_x_bin_loss,center_y_bin_loss,center_y_bin_extra_loss,center_offset_loss,local_vertex_loss,center_aux_loss,box_aux_loss,area_aux_loss,edge_aux_loss,center_consistency_loss,decoded_center_aux_loss,polygon_centroid_aux_loss,weighted_presence_loss,weighted_type_loss,weighted_center_bin_loss,weighted_center_y_bin_extra_loss,weighted_center_offset_loss,weighted_local_vertex_loss,weighted_center_consistency_loss,weighted_decoded_center_aux_loss,weighted_polygon_centroid_aux_loss,local_shape_raw_abs_max,local_shape_effective_abs_max,local_shape_saturation_frac,polygon_mask_iou,polygon_mask_iou_min,polygon_dice,polygon_dice_min,presence_acc,present_type_acc,decoded_vertex_mae,local_vertex_mae_grid,center_x_bin_acc,center_y_bin_acc,center_x_bin_abs_error,center_y_bin_abs_error,center_x_bin_within1_acc,center_y_bin_within1_acc,center_offset_mae,hard_decoded_center_mae_grid,soft_expected_center_mae_grid,hard_decoded_center_l2_grid,soft_expected_center_l2_grid,center_x_bin_prob_margin,center_y_bin_prob_margin,signed_area_flip_count,out_of_grid_vertex_count,zero_iou_count,pred_area_mean,target_area_mean,steps,lr,hidden_dim,latent_dim,max_components,max_vertices,lambda_presence,lambda_type,lambda_center_bin,lambda_center_offset,lambda_local_vertex,lambda_center_aux,lambda_box_aux,lambda_area_aux,lambda_edge_aux,center_consistency_mode,lambda_center_consistency,center_consistency_smoothl1_beta,lambda_decoded_center_aux,lambda_polygon_centroid_aux,center_centroid_aux_smoothl1_beta,center_y_bin_extra_loss_mode,lambda_center_y_bin_extra,center_y_bin_neighbor_smoothing,center_y_bin_distance_sigma,local_shape_output_mode,local_shape_bound_mode,local_shape_bound_x_grid,local_shape_bound_y_grid,local_shape_train_stats_margin,local_shape_conditioning_mode,local_shape_conditioning_dim,joint_center_shape_mode,joint_center_teacher_forcing_start,joint_center_teacher_forcing_end,joint_center_teacher_forcing_steps,local_vertex_smoothl1_beta,center_offset_smoothl1_beta,presence_threshold,seed,inverse_route,component_query_count,component_query_shared_head
train,0.014034227468073368,2.015814288824913e-06,1.1920928244535389e-07,1.072882923836005e-06,1.4305104514278355e-06,7.152555099310121e-07,-0.0,0.0004822839982807636,0.00833286065608263,-0.0,-0.0,-0.0,-0.0,-0.0,0.017506388947367668,-0.0,2.015814288824913e-06,1.1920928244535389e-07,1.072882923836005e-06,-0.0,0.004822839982807636,0.00833286065608263,-0.0,0.0008753194706514478,-0.0,15.570329666137695,15.570329666137695,0.0,0.9841269841269841,0.9841269841269841,0.992,0.992,1.0,1.0,1.4558419934473932e-05,0.03456339240074158,1.0,1.0,0.0,0.0,1.0,1.0,0.002813423052430153,0.022506389766931534,0.02256026118993759,0.035137008875608444,0.035171836614608765,0.9999984502792358,0.9999991655349731,0,0,0,186.0,189.0,10000,0.001,128,64,3,4,1.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,none,0.0,0.1,0.05,0.0,0.01,none,0.0,0.0,0.75,raw,fixed_grid,24.0,8.0,1.25,none,0,none,0.0,0.0,0,0.1,0.01,0.5,1,component_query,3,1
