run_label,split,hard_case_type,sample_count,mask_iou,center_grid_mae,x_bin_acc,y_bin_acc,center_offset_mae,pred_area,target_area
zero_shot_v2_to_repaired_v3_normalized,test,bins_correct_center_or_offset_bad,2,0.0,71.27334208546938,0.0,0.0,0.31759423427973976,1083.0,113.0
zero_shot_v2_to_repaired_v3_normalized,test,both_bins_wrong_like,2,0.02623906705539355,53.12888785073955,0.0,0.5,0.22992708768531958,967.5,154.5
zero_shot_v2_to_repaired_v3_normalized,test,geometry_or_type_interaction,2,0.0,32.30145995626549,0.0,0.0,0.16048131723796363,1008.0,80.0
zero_shot_v2_to_repaired_v3_normalized,test,rare_y_bin_wrong,1,0.0,61.58210019054902,0.0,0.0,0.3978984042794411,901.0,231.0
zero_shot_v2_to_repaired_v3_normalized,test,x_bin_wrong_like,3,0.0,70.889693756551,0.0,0.0,0.24663830426536046,1000.0,280.0
zero_shot_v2_to_repaired_v3_normalized,val,bins_correct_center_or_offset_bad,2,0.0,65.7039133834833,0.0,0.0,0.32963800085890516,869.0,127.5
zero_shot_v2_to_repaired_v3_normalized,val,both_bins_wrong_like,2,0.03808213201367465,53.49837048403356,0.0,0.5,0.2791841806003955,1030.0,171.0
zero_shot_v2_to_repaired_v3_normalized,val,geometry_or_type_interaction,2,0.0,20.72801582713627,0.5,0.0,0.37017790282104246,956.0,80.0
zero_shot_v2_to_repaired_v3_normalized,val,rare_y_bin_wrong,1,0.0,66.25167918527995,0.0,0.0,0.45776945066807717,874.0,216.0
zero_shot_v2_to_repaired_v3_normalized,val,x_bin_wrong_like,3,0.0,54.323563578187894,0.0,0.0,0.240453131460557,934.3333333333334,278.3333333333333
