sample_index,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
0,0.0,3,3,29413.240234375,30.837501525878906
1,0.0,3,7,49373.1796875,50.817420959472656
2,0.0,3,6,43997.44140625,45.43629837036133
3,0.0,3,4,34403.14453125,35.832401275634766
4,0.0,3,6,44382.19921875,45.82144546508789
5,0.0,3,6,44380.25,45.819496154785156
6,0.0,3,6,44375.80859375,45.81504821777344
7,0.0,3,6,44383.25390625,45.8224983215332
8,0.0,3,5,39393.25,40.8275032043457
9,0.0,3,12,74323.28125,75.7925033569336
10,0.0,3,10,64322.58984375,65.78179931640625
11,0.0,3,4,34403.234375,35.832496643066406
12,0.0,3,3,29379.02734375,30.80325698852539
13,0.09090909090909091,3,9,49590.625,51.03508758544922
14,0.0,3,8,54363.26171875,55.8125
15,0.0,3,6,44356.91015625,45.79612731933594
16,0.0,3,6,44383.17578125,45.82242202758789
17,0.0,3,3,29413.205078125,30.83746910095215
18,0.0,3,6,43125.11328125,44.5630989074707
19,0.0,3,4,34367.98046875,35.79719924926758
20,0.0,3,6,43989.98046875,45.428836822509766
21,0.0,3,8,54363.26953125,55.8125
22,0.0,3,11,69330.984375,70.79519653320312
23,0.0,3,12,74323.1875,75.79240417480469
24,0.2222222222222222,3,8,33396.2890625,34.82453918457031
25,0.0,3,3,29413.171875,30.837434768676758
26,0.0,3,9,58932.94921875,60.386756896972656
27,0.0,3,7,49373.26171875,50.817501068115234
28,0.0,3,13,79313.28125,80.7874984741211
29,0.0,3,6,43721.7734375,45.160362243652344
30,0.0,3,5,39391.90234375,40.82615280151367
31,0.0,3,9,59347.80859375,60.802040100097656
32,0.0,3,11,69333.1875,70.79740142822266
33,0.0,3,7,49370.37109375,50.81460952758789
34,0.2,3,3,19698.291015625,21.112829208374023
35,0.0,3,4,34402.04296875,35.831295013427734
36,0.0,3,4,34403.2265625,35.832481384277344
37,0.0,3,6,44383.24609375,45.82249069213867
38,0.0,3,5,39393.2421875,40.82749938964844
39,0.0,3,7,49373.25390625,50.8174934387207
40,0.0,3,9,58955.87109375,60.40970230102539
41,0.0,3,16,94283.28125,95.7724838256836
42,0.0,3,6,44383.23828125,45.82249069213867
43,0.0,3,9,59352.9609375,60.80719757080078
44,0.0,3,6,44383.25390625,45.8224983215332
45,0.0,3,5,39393.16015625,40.82741165161133
46,0.14285714285714285,3,5,29661.830078125,31.086341857910156
47,0.0,3,7,49373.1953125,50.817440032958984
48,0.0,3,7,49373.26171875,50.817501068115234
49,0.125,3,6,34629.69921875,36.05918502807617
50,0.0,3,3,29413.224609375,30.837488174438477
51,0.0,3,8,54358.61328125,55.80784606933594
52,0.0,3,11,69329.7734375,70.79398345947266
53,0.0,3,6,44383.17578125,45.82242202758789
54,0.0,3,5,39393.23046875,40.827484130859375
55,0.0,3,10,64343.26953125,65.80249786376953
56,0.07692307692307693,3,11,58105.26953125,59.558250427246094
57,0.0,3,14,84303.25,85.782470703125
58,0.0,3,11,69294.3125,70.75849151611328
59,0.0,3,6,44354.203125,45.793426513671875
60,0.0,3,12,74318.390625,75.78759765625
61,0.0,3,5,39393.25,40.8275032043457
62,0.0,3,4,34403.2265625,35.832481384277344
63,0.0,3,4,34403.2421875,35.83250045776367
64,0.0,3,9,58686.14453125,60.139705657958984
65,0.0,3,5,39393.25,40.8275032043457
66,0.0,3,8,54363.23046875,55.812461853027344
67,0.0,3,4,34402.98046875,35.832237243652344
68,0.0,3,15,89273.5078125,90.75768280029297
69,0.0,3,16,94275.78125,95.76496887207031
70,0.0,3,8,54358.421875,55.807655334472656
71,0.0,3,9,59353.265625,60.8074951171875
72,0.0,3,4,34403.23046875,35.83248519897461
73,0.0,3,4,34403.234375,35.83249282836914
74,0.2,3,3,19698.291015625,21.112829208374023
75,0.0,3,8,53102.87109375,54.55084991455078
76,0.0,3,9,59350.3046875,60.80453109741211
77,0.0,3,10,63085.12890625,64.5430908203125
78,0.0,3,6,44379.12109375,45.818359375
79,0.0,3,13,79293.4375,80.76762390136719
80,0.0,3,6,44383.2265625,45.822479248046875
81,0.1111111111111111,3,17,79290.4921875,80.76467895507812
82,0.0,3,9,58956.87109375,60.410709381103516
83,0.0,3,9,58095.12109375,59.548099517822266
84,0.08333333333333333,3,10,54572.2109375,56.021663665771484
85,0.2857142857142857,3,6,24032.48828125,25.451370239257812
86,0.0,3,17,98012.8984375,99.50582122802734
87,0.0,3,15,89293.2109375,90.77740478515625
88,0.0,3,8,54363.265625,55.8125
89,0.3333333333333333,3,5,18447.158203125,19.86044692993164
90,0.0,3,4,34402.26171875,35.831520080566406
91,0.0,3,3,29413.240234375,30.837505340576172
92,0.0,3,8,54361.140625,55.81037521362305
93,0.0,3,10,63972.98046875,65.43183135986328
94,0.0,3,9,59314.6953125,60.768882751464844
95,0.0,3,8,54353.26953125,55.8025016784668
96,0.0,3,6,44383.12890625,45.8223762512207
97,0.0,3,5,39393.2421875,40.82749938964844
98,0.0,3,6,44383.24609375,45.82249450683594
99,0.0,3,10,64343.25390625,65.80248260498047
100,0.06666666666666667,3,13,68710.9375,70.17453002929688
101,0.0,3,17,99236.25,100.73040771484375
102,0.0,3,14,84300.296875,85.77951049804688
103,0.0,3,4,34403.234375,35.832496643066406
104,0.0,3,8,54363.1796875,55.812416076660156
105,0.0,3,13,79308.75,80.78295135498047
106,0.0,3,4,34403.24609375,35.83250427246094
107,0.0,3,4,34401.54296875,35.83079528808594
108,0.0,3,8,54363.25390625,55.8124885559082
109,0.0,3,8,54363.265625,55.8125
110,0.0,3,5,39391.484375,40.82573699951172
111,0.0,3,13,79313.2890625,80.78750610351562
112,0.0,3,7,48095.6953125,49.53866195678711
113,0.0,3,9,59348.94140625,60.80317306518555
114,0.0,3,9,59353.24609375,60.807472229003906
115,0.0,3,4,34403.2421875,35.83250045776367
116,0.1,3,8,43391.1796875,44.829437255859375
117,0.0,3,2,24423.23046875,25.842500686645508
118,0.0,3,7,48137.39453125,49.58039855957031
119,0.0,3,11,69331.4921875,70.79571533203125
120,0.0,3,4,34403.23046875,35.83248519897461
121,0.0,3,3,29411.234375,30.835494995117188
122,0.0,3,9,59353.26953125,60.807498931884766
123,0.0,3,9,58963.26171875,60.41709899902344
124,0.0,3,4,34017.4609375,35.44633483886719
125,0.2,3,3,19686.01171875,21.100540161132812
126,0.0,3,6,44383.03515625,45.82228088378906
127,0.0,3,12,73926.2578125,75.39508819580078
128,0.0,3,9,59346.92578125,60.801143646240234
129,0.0,3,5,39393.25390625,40.8275032043457
130,0.0,3,5,39393.24609375,40.82749938964844
131,0.0,3,6,44383.24609375,45.82249069213867
132,0.07142857142857142,3,12,64565.16015625,66.02461242675781
133,0.0,3,11,69333.28125,70.79750061035156
134,0.0,3,6,44363.4609375,45.80268478393555
135,0.0,3,5,39393.234375,40.82748794555664
136,0.0,3,5,39393.25,40.8275032043457
137,0.2,3,9,38962.9609375,40.39678955078125
138,0.0,3,5,39390.06640625,40.824317932128906
139,0.0,3,3,29405.810546875,30.830068588256836
140,0.0,3,11,69329.1484375,70.7933578491211
141,0.0,3,18,104258.2890625,105.75747680664062
142,0.0,3,13,79274.4609375,80.7486343383789
143,0.0,3,4,34403.24609375,35.83250427246094
144,0.0,3,12,74323.25,75.79247283935547
145,0.0,3,4,34397.8125,35.827064514160156
146,0.0,3,14,84279.203125,85.75839233398438
147,0.0,3,6,44383.1796875,45.822425842285156
148,0.2857142857142857,3,6,23433.984375,24.852266311645508
149,0.0,3,15,88896.2890625,90.38008880615234
150,0.0,3,6,44383.23828125,45.82249069213867
151,0.0,3,6,44383.1953125,45.82244110107422
152,0.0,3,10,64339.5,65.79872131347656
153,0.0,3,10,64343.19140625,65.80241394042969
154,0.125,3,15,68916.8671875,70.38067626953125
155,0.0,3,4,34403.24609375,35.83250427246094
156,0.0,3,11,69331.46875,70.79569244384766
157,0.0,3,6,44375.80859375,45.81504821777344
158,0.0,3,6,44375.80859375,45.81504821777344
159,0.0,3,8,54351.69921875,55.800926208496094
160,0.0,3,3,29413.234375,30.83749771118164
161,0.0,3,2,24423.23828125,25.842504501342773
162,0.0,3,4,34403.2265625,35.832481384277344
163,0.0,3,6,43960.8984375,45.399723052978516
164,0.0,3,5,39392.17578125,40.8264274597168
165,0.0,3,7,49372.93359375,50.817176818847656
166,0.0,3,7,49373.19921875,50.817447662353516
167,0.0,3,17,98604.171875,100.09769439697266
168,0.0,3,11,68669.078125,70.13262939453125
169,0.0,3,8,54363.23046875,55.812469482421875
170,0.0,3,12,74323.28125,75.7925033569336
171,0.0,3,5,39393.2421875,40.82749938964844
172,0.0,3,7,49373.25,50.81748962402344
173,0.125,3,6,33411.18359375,34.839454650878906
174,0.0,3,4,34403.23828125,35.832496643066406
175,0.0,3,11,68670.40625,70.13396453857422
176,0.125,3,6,34629.69921875,36.05918502807617
177,0.0,3,4,34403.234375,35.832496643066406
178,0.0,3,4,33743.69921875,35.17229461669922
179,0.0,3,6,44383.234375,45.822479248046875
180,0.0,3,6,44383.234375,45.822479248046875
181,0.0,3,12,74323.2734375,75.79248809814453
182,0.0,3,6,44366.484375,45.80571746826172
183,0.0,3,3,29413.23828125,30.837501525878906
184,0.0,3,13,79313.2734375,80.78748321533203
185,0.0,3,6,44375.80859375,45.81504821777344
186,0.0,3,4,34403.24609375,35.83250427246094
187,0.0,3,6,44381.4765625,45.82072448730469
188,0.0,3,3,29411.220703125,30.835481643676758
189,0.0,3,3,29413.232421875,30.837495803833008
190,0.0,3,4,34368.78515625,35.79800796508789
191,0.0,3,5,39392.984375,40.827239990234375
192,0.0,3,7,49348.1796875,50.79240417480469
193,0.0,3,6,44347.83984375,45.787052154541016
194,0.0,3,7,49370.296875,50.81452941894531
195,0.0,3,14,83883.4453125,85.36223602294922
196,0.0,3,4,34401.53125,35.830787658691406
197,0.0,3,10,64343.265625,65.802490234375
198,0.0,3,3,29413.23046875,30.837491989135742
199,0.09090909090909091,3,9,49599.6953125,51.044166564941406
200,0.125,3,6,34629.69921875,36.05918502807617
201,0.0,3,4,34400.2890625,35.82954025268555
202,0.0,3,2,24421.294921875,25.840560913085938
203,0.0,3,3,29411.220703125,30.835481643676758
204,0.058823529411764705,3,15,79527.3203125,81.00174713134766
205,0.0,3,10,64341.14453125,65.80036926269531
206,0.0,3,6,44383.24609375,45.82249069213867
207,0.0,3,6,44383.24609375,45.82249450683594
208,0.0,3,7,49364.87109375,50.809112548828125
209,0.0,3,7,48118.37109375,49.56135177612305
210,0.0,3,3,29413.234375,30.837501525878906
211,0.0,3,9,59345.80859375,60.8000373840332
212,0.0,3,6,44359.16015625,45.798377990722656
213,0.0,3,4,34012.046875,35.440914154052734
214,0.0,3,6,44377.80859375,45.81705093383789
215,0.0,3,4,34403.24609375,35.83250427246094
216,0.0,3,10,64332.8984375,65.79212188720703
217,0.0,3,11,69333.203125,70.79741668701172
218,0.0,3,4,34403.16796875,35.83242416381836
219,0.0,3,9,59353.26953125,60.807498931884766
220,0.0,3,6,44381.1015625,45.820343017578125
221,0.0,3,4,34398.9765625,35.82823181152344
222,0.0,3,5,39385.8046875,40.82004928588867
223,0.0,3,7,49362.328125,50.806556701660156
224,0.07142857142857142,3,12,64529.3203125,65.98873901367188
225,0.0,3,12,74323.203125,75.79241943359375
226,0.0,3,12,74319.1484375,75.78836059570312
227,0.0,3,5,39393.24609375,40.82749938964844
228,0.0,3,7,49373.17578125,50.817420959472656
229,0.0,3,9,58956.87109375,60.410701751708984
230,0.0,3,8,54357.82421875,55.80705642700195
231,0.0,3,6,44346.38671875,45.78559112548828
232,0.0,3,8,54363.25390625,55.81248474121094
233,0.0,3,4,34403.2265625,35.83248519897461
234,0.0,3,4,34402.26171875,35.831520080566406
235,0.0,3,11,68907.03125,70.3708267211914
236,0.0,3,6,44383.25390625,45.8224983215332
237,0.0,3,7,49373.25,50.81748580932617
238,0.0,3,4,34403.1640625,35.832420349121094
239,0.0,3,8,53968.828125,55.41767501831055
240,0.0,3,6,44383.234375,45.822479248046875
241,0.0,3,6,43993.28125,45.432132720947266
242,0.0,3,3,29413.240234375,30.837501525878906
243,0.0,3,4,34403.23828125,35.83250427246094
244,0.0,3,6,44382.19921875,45.82144546508789
245,0.0,3,5,39392.99609375,40.827247619628906
246,0.0,3,6,44381.5,45.82074737548828
247,0.0,3,3,29411.4765625,30.835737228393555
248,0.0,3,7,49344.91015625,50.789127349853516
249,0.0,3,7,49373.078125,50.817325592041016
250,0.0,3,15,89266.8828125,90.75104522705078
251,0.0,3,10,63912.203125,65.37100982666016
252,0.0,3,5,39002.2265625,40.43608474731445
253,0.05555555555555555,3,16,84517.359375,85.99678039550781
254,0.0,3,14,84303.2890625,85.78250122070312
255,0.0,3,3,29413.23828125,30.837501525878906
256,0.0,3,6,43992.0859375,45.430938720703125
257,0.0,3,5,39357.921875,40.79213333129883
258,0.0,3,10,64336.078125,65.79530334472656
259,0.0,3,6,44383.25,45.82249450683594
260,0.0,3,7,49373.1796875,50.817420959472656
261,0.0,3,6,44380.296875,45.81953430175781
262,0.0,3,5,39386.44140625,40.82068634033203
263,0.15384615384615385,3,12,53356.2109375,54.804443359375
264,0.0,3,4,34403.24609375,35.83250045776367
265,0.0,3,6,44383.24609375,45.82249069213867
266,0.0,3,4,34403.23828125,35.832496643066406
267,0.0,3,8,54363.24609375,55.81248092651367
268,0.0,3,4,34403.17578125,35.83243179321289
269,0.0,3,4,34401.46484375,35.83072280883789
270,0.0,3,4,34402.9453125,35.83220291137695
271,0.0,3,6,44378.69140625,45.817935943603516
272,0.0,3,12,74322.9609375,75.79217529296875
273,0.0,3,5,39391.390625,40.82563781738281
274,0.0,3,4,34403.14453125,35.832401275634766
275,0.0,3,9,59353.25,60.80747985839844
276,0.0,3,8,54363.26171875,55.8124885559082
277,0.0,3,4,34403.24609375,35.83250427246094
278,0.0,3,9,59353.19140625,60.80742263793945
279,0.0,3,4,34391.90234375,35.82115173339844
280,0.0,3,4,34380.859375,35.810096740722656
281,0.0,3,5,39393.25,40.8275032043457
282,0.0,3,8,54348.51953125,55.7977409362793
283,0.0,3,9,59353.19140625,60.80742263793945
284,0.0,3,14,84300.0,85.7791976928711
285,0.0,3,4,34403.24609375,35.83250427246094
286,0.0,3,6,44383.23828125,45.822486877441406
287,0.0,3,6,44383.25,45.82249450683594
288,0.16666666666666666,3,4,24672.837890625,26.092355728149414
289,0.0,3,9,59353.25390625,60.80747985839844
290,0.0,3,15,89293.2734375,90.77748107910156
291,0.0,3,3,29413.234375,30.837499618530273
292,0.0,3,2,24423.16796875,25.84244155883789
293,0.0,3,6,43997.44140625,45.43629837036133
294,0.0,3,3,28753.6953125,30.17729949951172
295,0.0,3,8,54363.26171875,55.8124885559082
296,0.0,3,7,49371.23046875,50.815467834472656
297,0.0,3,5,39391.984375,40.826229095458984
298,0.0,3,7,49373.25390625,50.817501068115234
299,0.0,3,5,39390.2890625,40.82453918457031
300,0.0,3,9,59353.26953125,60.807498931884766
301,0.0,3,4,34397.8125,35.827064514160156
302,0.0,3,6,44383.25,45.82249450683594
303,0.0,3,5,39003.34375,40.43721008300781
304,0.0,3,2,24423.234375,25.842504501342773
305,0.0,3,7,49337.84375,50.78205108642578
306,0.0,3,4,34403.24609375,35.83250427246094
307,0.0,3,6,44382.19921875,45.82144546508789
308,0.0,3,6,43993.28125,45.432132720947266
309,0.0,3,5,39381.6875,40.8159294128418
310,0.0,3,11,69333.28125,70.79750061035156
311,0.0,3,5,39391.2109375,40.82545852661133
312,0.0,3,8,54358.98046875,55.80821228027344
313,0.0,3,11,69331.2421875,70.79547119140625
314,0.0,3,8,54360.9765625,55.810211181640625
315,0.4,3,4,14678.7666015625,16.088281631469727
316,0.0,3,10,63676.11328125,65.13467407226562
317,0.0,3,8,54363.25390625,55.812496185302734
318,0.0,3,13,79313.1953125,80.78741455078125
319,0.0,3,11,69333.2734375,70.79749298095703
320,0.0,3,14,84303.1171875,85.78233337402344
321,0.0,3,6,44383.16015625,45.82240676879883
322,0.0,3,4,34017.4609375,35.44633483886719
323,0.0,3,10,64343.25390625,65.80248260498047
324,0.0,3,6,43993.28125,45.432132720947266
325,0.23076923076923078,3,13,47718.5,49.16108703613281
326,0.0,3,4,34403.24609375,35.83250427246094
327,0.0,3,4,34403.23828125,35.83250045776367
328,0.0,3,6,43972.08984375,45.410926818847656
329,0.0,3,3,29386.912109375,30.811147689819336
330,0.0,3,9,58955.859375,60.40970230102539
331,0.0,3,2,24389.16796875,25.808401107788086
332,0.0,3,4,34398.9765625,35.82823181152344
333,0.0,3,12,73892.546875,75.36133575439453
334,0.0,3,8,54359.13671875,55.80836868286133
335,0.0,3,8,54363.265625,55.812503814697266
336,0.0,3,4,34401.296875,35.83055114746094
337,0.0,3,3,29413.234375,30.837499618530273
338,0.0,3,9,59353.26953125,60.807498931884766
339,0.14285714285714285,3,5,29646.240234375,31.070737838745117
340,0.0,3,4,34403.24609375,35.83250427246094
341,0.0,3,9,59353.26171875,60.8074836730957
342,0.0,3,4,34403.24609375,35.83250427246094
343,0.0,3,4,34403.1640625,35.832427978515625
344,0.0,3,2,24038.404296875,25.457286834716797
345,0.0,3,10,63085.12890625,64.5430908203125
346,0.0,3,9,59351.48046875,60.80570983886719
347,0.0,3,14,84303.2578125,85.782470703125
348,0.0,3,5,38999.16015625,40.433021545410156
349,0.0,3,8,54363.25390625,55.812496185302734
350,0.0,3,8,54363.24609375,55.81248092651367
351,0.0,3,10,64343.26953125,65.802490234375
352,0.0,3,5,39393.25,40.8275032043457
353,0.15384615384615385,3,12,53356.2109375,54.804443359375
354,0.0,3,12,74323.1875,75.79240417480469
355,0.0,3,7,49373.19140625,50.81743240356445
356,0.0,3,5,39393.23046875,40.827484130859375
357,0.0,3,6,44381.46875,45.82071304321289
358,0.0,3,9,59351.48046875,60.80570983886719
359,0.18181818181818182,3,10,43371.5390625,44.80978012084961
360,0.08333333333333333,3,10,54572.2109375,56.021663665771484
361,0.0,3,6,44383.234375,45.822486877441406
362,0.0,3,7,48118.37109375,49.56135177612305
363,0.0,3,15,89286.2421875,90.77043914794922
364,0.0,3,9,59323.953125,60.77816390991211
365,0.0,3,12,74323.2734375,75.79248046875
366,0.0,3,14,84303.296875,85.78250122070312
367,0.0,3,7,48979.83984375,50.42369079589844
368,0.0,3,11,69306.8359375,70.77104187011719
369,0.0,3,9,59326.91015625,60.7811164855957
370,0.0,3,7,49373.25390625,50.817501068115234
371,0.0,3,3,29411.234375,30.835498809814453
372,0.0,3,6,44380.98828125,45.82023620605469
373,0.0,3,7,49373.1484375,50.8173942565918
374,0.08333333333333333,3,10,54575.63671875,56.025089263916016
375,0.21428571428571427,3,14,53333.0390625,54.781246185302734
376,0.14285714285714285,3,5,29647.267578125,31.071765899658203
377,0.0,3,7,49373.265625,50.8175048828125
378,0.0,3,4,34403.1640625,35.832420349121094
379,0.0,3,5,39393.17578125,40.827430725097656
380,0.0,3,4,34367.98046875,35.79719924926758
381,0.0,3,9,59353.26953125,60.807498931884766
382,0.125,3,6,34621.80859375,36.051292419433594
383,0.0,3,6,44382.203125,45.821449279785156
384,0.0,3,8,54363.26171875,55.8124885559082
385,0.0,3,11,69325.75,70.78997039794922
386,0.0,3,7,49319.39453125,50.76358413696289
387,0.0,3,4,34403.2265625,35.832481384277344
388,0.0,3,4,33999.65625,35.42851257324219
389,0.0,3,6,44383.25,45.8224983215332
390,0.0,3,5,39391.09765625,40.825347900390625
391,0.0,3,3,29413.234375,30.837499618530273
392,0.0,3,12,74318.953125,75.78816223144531
393,0.0,3,5,39393.24609375,40.82749938964844
394,0.0,3,7,49373.26171875,50.817501068115234
395,0.0,3,7,49373.24609375,50.81748962402344
396,0.0,3,8,54344.1640625,55.79338455200195
397,0.0,3,5,39393.25,40.8275032043457
398,0.0,3,9,59353.26953125,60.807498931884766
399,0.0,3,14,84303.2890625,85.78250122070312
400,0.0,3,7,49365.80859375,50.8100471496582
401,0.0,3,3,29413.240234375,30.837505340576172
402,0.0,3,16,94256.8671875,95.74603271484375
403,0.0,3,6,44367.63671875,45.80686569213867
404,0.0,3,6,44381.4609375,45.820701599121094
405,0.0,3,7,49373.17578125,50.817413330078125
406,0.0,3,13,79308.4140625,80.78262329101562
407,0.0,3,14,84303.2578125,85.782470703125
408,0.0,3,7,49373.25390625,50.817501068115234
409,0.0,3,6,44360.67578125,45.799896240234375
410,0.0,3,13,79308.5078125,80.78272247314453
411,0.0,3,10,64343.19140625,65.80241394042969
412,0.0,3,4,34403.2421875,35.83250045776367
413,0.0,3,9,59351.13671875,60.80536651611328
414,0.0,3,6,44383.16015625,45.82240676879883
415,0.0,3,6,44383.25390625,45.8224983215332
416,0.0,3,5,39393.25,40.8275032043457
417,0.0,3,10,63082.87890625,64.54085540771484
418,0.0,3,5,39391.46875,40.825721740722656
419,0.0,3,3,29412.0390625,30.836305618286133
420,0.0,3,9,58688.98046875,60.14254379272461
421,0.0,3,9,59351.24609375,60.80547332763672
422,0.0,3,8,54363.1640625,55.812400817871094
423,0.0,3,9,59346.453125,60.800689697265625
424,0.0,3,13,79293.4375,80.76762390136719
425,0.0,3,9,59353.26953125,60.807498931884766
426,0.0,3,9,59353.26953125,60.807498931884766
427,0.0,3,4,34403.234375,35.832496643066406
428,0.0,3,9,59353.24609375,60.807472229003906
429,0.0,3,11,69333.2421875,70.79747009277344
430,0.0,3,8,53102.875,54.55084991455078
431,0.0,3,6,44381.46875,45.82071304321289
432,0.0,3,4,34403.2265625,35.83248519897461
433,0.09090909090909091,3,9,49986.78125,51.4316291809082
434,0.0,3,9,59351.2265625,60.80545425415039
435,0.0,3,4,34379.1484375,35.808380126953125
436,0.0,3,6,43720.96875,45.159549713134766
437,0.0,3,8,54363.25390625,55.8124885559082
438,0.0,3,5,39392.92578125,40.827178955078125
439,0.0,3,10,64341.234375,65.80046081542969
440,0.0,3,6,44360.67578125,45.799896240234375
441,0.0,3,8,53967.859375,55.416709899902344
442,0.0,3,6,44383.1796875,45.822425842285156
443,0.0,3,2,24402.3203125,25.82156753540039
444,0.05263157894736842,3,17,88882.0390625,90.36583709716797
445,0.0,3,7,49365.328125,50.80955505371094
446,0.0,3,6,44381.23046875,45.82048034667969
447,0.125,3,6,34629.69921875,36.05918502807617
448,0.0,3,8,54358.69921875,55.80792999267578
449,0.0,3,15,89293.296875,90.77749633789062
450,0.0,3,10,64341.19140625,65.80040740966797
451,0.0,3,9,59353.1796875,60.807411193847656
452,0.0,3,13,78920.453125,80.39427185058594
453,0.0,3,12,74302.28125,75.77147674560547
454,0.0,3,4,34383.44921875,35.81269073486328
455,0.0,3,9,59324.140625,60.778343200683594
456,0.0,3,5,39387.734375,40.82197570800781
457,0.0,3,6,43986.87109375,45.42572784423828
458,0.0,3,9,59353.26953125,60.807498931884766
459,0.0,3,4,34403.2421875,35.83250427246094
460,0.0,3,3,29026.162109375,30.45003890991211
461,0.0,3,6,44341.46484375,45.78067398071289
462,0.0,3,6,44383.25390625,45.8224983215332
463,0.0,3,5,39393.25,40.8275032043457
464,0.0,3,15,87646.046875,89.12860107421875
465,0.0,3,8,54363.01171875,55.8122444152832
466,0.0,3,6,44383.171875,45.82242202758789
467,0.0,3,4,34403.24609375,35.83250427246094
468,0.4,3,4,14696.5673828125,16.106101989746094
469,0.0,3,7,49373.17578125,50.817413330078125
470,0.0,3,4,34379.41796875,35.808650970458984
471,0.0,3,14,82671.5078125,84.14907836914062
472,0.0,3,6,44383.24609375,45.82249450683594
473,0.0,3,6,44383.25,45.8224983215332
474,0.0,3,10,64319.2109375,65.7784194946289
475,0.0,3,7,49366.88671875,50.81112289428711
476,0.07142857142857142,3,12,64563.56640625,66.02302551269531
477,0.0,3,19,109253.21875,110.75741577148438
478,0.16666666666666666,3,4,24657.404296875,26.0769100189209
479,0.0625,3,14,73902.078125,75.37088012695312
480,0.0,3,2,24403.658203125,25.822908401489258
