sample_index,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
0,0.0,0,3,15725.8515625,18.472986221313477
1,1.0,7,7,1535.8729248046875,7.112420558929443
2,1.0,6,6,227.90884399414062,2.6142377853393555
3,1.0,4,4,68.43497467041016,1.2077746391296387
4,1.0,6,6,310.66070556640625,2.850071430206299
5,1.0,6,6,535.037841796875,4.297200679779053
6,1.0,6,6,162.16041564941406,1.9822500944137573
7,0.0,0,6,30273.5,32.304588317871094
8,1.0,5,5,285.47723388671875,3.2124719619750977
9,0.9166666666666666,11,12,5949.6904296875,12.06052017211914
10,1.0,10,10,882.9004516601562,6.126791000366211
11,1.0,4,4,58.99897003173828,0.9718703627586365
12,1.0,3,3,259.6663818359375,2.6878292560577393
13,1.0,9,9,123.5518569946289,1.568571925163269
14,1.0,8,8,371.1777648925781,3.758471965789795
15,1.0,6,6,103.2863998413086,1.666714072227478
16,1.0,6,6,78.90251159667969,1.0126473903656006
17,1.0,3,3,205.47402954101562,2.647341012954712
18,1.0,6,6,101.62488555908203,1.158848762512207
19,0.0,0,4,19961.51953125,20.13173484802246
20,1.0,6,6,825.499267578125,5.5048699378967285
21,0.0,0,8,39919.984375,39.96106719970703
22,1.0,11,11,475.8787841796875,3.547663688659668
23,1.0,12,12,1192.5155029296875,8.391595840454102
24,1.0,8,8,251.28921508789062,3.2839200496673584
25,1.0,3,3,30.11115264892578,0.807044267654419
26,1.0,9,9,280.4156799316406,2.8959298133850098
27,1.0,7,7,500.0848388671875,4.371973991394043
28,1.0,13,13,279.7905578613281,3.267207145690918
29,1.0,6,6,971.9834594726562,7.031348705291748
30,1.0,5,5,966.9152221679688,5.458384990692139
31,1.0,9,9,831.2988891601562,5.261209011077881
32,1.0,11,11,282.837646484375,3.666001796722412
33,1.0,7,7,500.5697937011719,5.194433689117432
34,1.0,3,3,99.40702056884766,1.4040687084197998
35,1.0,4,4,857.9637451171875,5.142437934875488
36,1.0,4,4,80.78486633300781,1.6384516954421997
37,1.0,6,6,356.0340270996094,3.553434371948242
38,1.0,5,5,978.1112670898438,5.559008598327637
39,1.0,7,7,1233.951904296875,9.230770111083984
40,1.0,9,9,826.43896484375,5.421736240386963
41,1.0,16,16,1535.7340087890625,8.96728229522705
42,1.0,6,6,1882.203857421875,10.138792991638184
43,1.0,9,9,1643.9403076171875,7.670460224151611
44,1.0,6,6,42.76881408691406,1.1066869497299194
45,1.0,5,5,91.52055358886719,1.3664592504501343
46,1.0,5,5,486.9186706542969,3.545585870742798
47,0.8571428571428571,6,7,5896.2548828125,10.596094131469727
48,1.0,7,7,91.15196228027344,1.5274510383605957
49,1.0,6,6,144.36219787597656,1.4831516742706299
50,0.0,0,3,15021.5576171875,15.656759262084961
51,1.0,8,8,827.6285400390625,6.171410083770752
52,1.0,11,11,4221.8125,20.766374588012695
53,1.0,6,6,27.972946166992188,0.6562878489494324
54,1.0,5,5,167.4619598388672,2.464001417160034
55,1.0,10,10,566.7481079101562,5.362588405609131
56,0.8333333333333334,11,11,11504.5302734375,18.743562698364258
57,1.0,14,14,192.6582489013672,2.7384073734283447
58,1.0,11,11,187.54737854003906,2.2390594482421875
59,1.0,6,6,130.4502410888672,1.4787626266479492
60,1.0,12,12,531.8099365234375,5.243441104888916
61,0.6,3,5,10020.8984375,10.738178253173828
62,1.0,4,4,394.462890625,3.0290212631225586
63,1.0,4,4,735.9020385742188,5.066504955291748
64,1.0,9,9,287.0998840332031,2.9204514026641846
65,0.0,0,5,25410.755859375,27.1937255859375
66,1.0,8,8,2975.934326171875,15.606454849243164
67,1.0,4,4,727.3273315429688,4.901329040527344
68,0.8,12,15,15564.8046875,19.209749221801758
69,1.0,16,16,270.83868408203125,3.1080682277679443
70,1.0,8,8,353.45733642578125,3.16733455657959
71,1.0,9,9,298.8296813964844,3.232966423034668
72,1.0,4,4,44.8831672668457,0.953136682510376
73,1.0,4,4,588.9708862304688,4.426974296569824
74,0.0,0,3,14972.4052734375,15.1305570602417
75,1.0,8,8,195.64968872070312,2.1754813194274902
76,0.8888888888888888,8,9,5387.53564453125,8.271184921264648
77,1.0,10,10,516.6832275390625,3.752255439758301
78,0.5,3,6,15420.6796875,18.483530044555664
79,1.0,13,13,252.46412658691406,3.414487838745117
80,1.0,6,6,115.08021545410156,1.9401161670684814
81,1.0,17,17,1960.2261962890625,12.4293212890625
82,1.0,9,9,1061.379150390625,6.006832122802734
83,1.0,9,9,333.4039001464844,3.7446134090423584
84,1.0,10,10,485.4535827636719,3.9348418712615967
85,1.0,6,6,298.5494689941406,2.362544298171997
86,1.0,17,17,1432.50537109375,8.262715339660645
87,1.0,15,15,1018.8256225585938,7.44267463684082
88,1.0,8,8,345.5782470703125,3.5048305988311768
89,1.0,5,5,88.75495147705078,1.4276678562164307
90,1.0,4,4,68.66461181640625,1.4583691358566284
91,1.0,3,3,135.76846313476562,1.575362205505371
92,1.0,8,8,906.047119140625,5.397735595703125
93,1.0,10,10,980.8758544921875,7.217750072479248
94,1.0,9,9,481.3306884765625,4.767694473266602
95,1.0,8,8,124.68310546875,1.6559311151504517
96,1.0,6,6,670.9005737304688,4.766300678253174
97,1.0,5,5,742.9645385742188,6.342634677886963
98,1.0,6,6,44.581607818603516,1.1241790056228638
99,1.0,10,10,782.9453735351562,5.324665546417236
100,1.0,13,13,1113.68408203125,6.858008861541748
101,1.0,17,17,2013.31201171875,12.908625602722168
102,1.0,14,14,1760.0272216796875,10.53472900390625
103,1.0,4,4,140.73330688476562,1.9216347932815552
104,0.625,5,8,15407.5908203125,18.315349578857422
105,1.0,13,13,1965.18212890625,9.576611518859863
106,1.0,4,4,72.87389373779297,1.3030190467834473
107,0.5,2,4,10548.6171875,13.669261932373047
108,1.0,8,8,680.3004150390625,4.303617000579834
109,1.0,8,8,195.23025512695312,2.047799587249756
110,1.0,5,5,722.4508056640625,4.354040622711182
111,1.0,13,13,1149.190673828125,7.803429126739502
112,1.0,7,7,2444.309326171875,11.97054672241211
113,1.0,9,9,714.986572265625,4.847889423370361
114,1.0,9,9,298.1180114746094,2.881091356277466
115,1.0,4,4,121.94180297851562,1.506298542022705
116,1.0,8,8,447.2532043457031,3.8624331951141357
117,0.0,0,2,10149.8046875,11.391136169433594
118,1.0,7,7,1215.1212158203125,6.936083793640137
119,1.0,11,11,982.1859130859375,6.947432041168213
120,1.0,4,4,64.4863052368164,0.9005767703056335
121,0.6666666666666666,2,3,6135.93994140625,10.071335792541504
122,1.0,9,9,307.1053466796875,2.9271163940429688
123,1.0,9,9,228.96426391601562,2.6669342517852783
124,1.0,4,4,91.1423568725586,1.274430513381958
125,1.0,3,3,194.25863647460938,2.0968210697174072
126,1.0,6,6,291.0732116699219,3.519650936126709
127,1.0,12,12,646.0128173828125,6.011552333831787
128,1.0,9,9,2076.281005859375,9.807520866394043
129,1.0,5,5,414.6685485839844,2.6457109451293945
130,1.0,5,5,172.51156616210938,2.201906204223633
131,1.0,6,6,58.1339225769043,1.201048493385315
132,1.0,12,12,748.2501831054688,5.027410507202148
133,1.0,11,11,752.620849609375,5.505360126495361
134,1.0,6,6,511.2259521484375,3.1737189292907715
135,1.0,5,5,1763.9124755859375,9.570842742919922
136,1.0,5,5,1378.5389404296875,7.149620532989502
137,1.0,9,9,403.4761657714844,3.357090711593628
138,1.0,5,5,1053.632568359375,6.346969127655029
139,1.0,3,3,93.91155242919922,1.707664966583252
140,0.9090909090909091,10,11,6719.98486328125,12.662043571472168
141,1.0,18,18,1075.16162109375,8.24572467803955
142,1.0,13,13,1422.3782958984375,10.953190803527832
143,0.0,0,4,20176.158203125,21.42580795288086
144,1.0,12,12,662.6035766601562,5.935074329376221
145,1.0,4,4,307.987060546875,3.647712469100952
146,1.0,14,14,1672.3865966796875,10.106892585754395
147,0.8333333333333334,5,6,6239.39990234375,12.066597938537598
148,1.0,6,6,189.609375,1.9411849975585938
149,1.0,15,15,2313.80908203125,12.433984756469727
150,0.0,0,6,30001.517578125,30.928926467895508
151,1.0,6,6,356.0292053222656,3.2143006324768066
152,1.0,10,10,1000.840087890625,6.202354907989502
153,1.0,10,10,300.4394836425781,3.4875664710998535
154,0.9333333333333333,14,15,5664.45703125,10.245606422424316
155,1.0,4,4,1356.9173583984375,7.491147518157959
156,1.0,11,11,421.6234130859375,3.435533046722412
157,1.0,6,6,287.8970031738281,2.703695297241211
158,1.0,6,6,195.74734497070312,2.4118411540985107
159,1.0,8,8,964.8460693359375,6.856020450592041
160,0.0,0,3,14971.599609375,15.152914047241211
161,1.0,2,2,131.01144409179688,1.8260492086410522
162,1.0,4,4,240.9593963623047,2.940943717956543
163,1.0,6,6,453.3158874511719,4.114809513092041
164,1.0,5,5,1221.3480224609375,5.883909225463867
165,1.0,7,7,638.12353515625,4.525230884552002
166,1.0,7,7,877.473876953125,5.958339691162109
167,1.0,17,17,1370.1256103515625,13.496150016784668
168,1.0,11,11,367.0924072265625,4.253063201904297
169,1.0,8,8,281.4145812988281,2.951887845993042
170,1.0,12,12,528.9784545898438,4.402070045471191
171,0.0,0,5,24949.078125,24.98328399658203
172,1.0,7,7,1134.9676513671875,7.981088638305664
173,0.0,0,6,30376.408203125,32.939903259277344
174,1.0,4,4,142.5151824951172,1.6844353675842285
175,0.9090909090909091,10,11,6047.47265625,12.08135986328125
176,0.0,0,6,29940.029296875,29.9730224609375
177,1.0,4,4,101.37796020507812,1.2772417068481445
178,0.0,0,4,19973.357421875,20.3721866607666
179,1.0,6,6,278.11529541015625,2.566342830657959
180,1.0,6,6,123.08614349365234,1.8038250207901
181,1.0,12,12,1208.7386474609375,7.742523193359375
182,0.8333333333333334,5,6,5172.2568359375,7.32559061050415
183,1.0,3,3,159.6687469482422,1.868660569190979
184,1.0,13,13,460.1470642089844,4.332097053527832
185,1.0,6,6,399.52362060546875,3.6779706478118896
186,1.0,4,4,75.61846923828125,1.485932469367981
187,1.0,6,6,413.4356384277344,4.228996753692627
188,1.0,3,3,258.26190185546875,2.792133092880249
189,1.0,3,3,217.79078674316406,2.0427427291870117
190,0.75,3,4,5202.544921875,8.340509414672852
191,1.0,5,5,380.8321533203125,2.9771311283111572
192,0.8571428571428571,6,7,5970.40185546875,11.587228775024414
193,1.0,6,6,63.92485427856445,1.41542649269104
194,1.0,7,7,1069.2672119140625,6.402485370635986
195,1.0,14,14,713.5454711914062,5.51083517074585
196,1.0,4,4,504.5790100097656,4.193242073059082
197,1.0,10,10,2200.510009765625,10.12401294708252
198,0.0,0,3,14969.9384765625,14.986854553222656
199,1.0,9,9,373.307373046875,2.9209604263305664
200,1.0,6,6,209.1089630126953,1.9185686111450195
201,0.0,0,4,19963.716796875,20.153732299804688
202,1.0,2,2,84.77619934082031,1.2963180541992188
203,1.0,3,3,279.4461364746094,2.959480047225952
204,1.0,15,15,912.072509765625,6.0814948081970215
205,1.0,10,10,463.12908935546875,3.9900619983673096
206,1.0,6,6,595.099609375,5.166955947875977
207,1.0,6,6,899.590576171875,7.279273509979248
208,1.0,7,7,802.0819702148438,7.180678844451904
209,0.625,6,7,15387.625,18.964309692382812
210,1.0,3,3,241.52999877929688,2.897634983062744
211,1.0,9,9,301.3272399902344,2.3998982906341553
212,1.0,6,6,219.40403747558594,2.6326799392700195
213,1.0,4,4,241.45054626464844,2.2761800289154053
214,1.0,6,6,497.7021789550781,4.189936637878418
215,1.0,4,4,375.1763610839844,4.165818691253662
216,1.0,10,10,1256.5855712890625,7.670727729797363
217,1.0,11,11,1316.7393798828125,7.0028767585754395
218,0.0,0,4,19963.89453125,20.183879852294922
219,0.5555555555555556,5,9,20834.4296875,24.713586807250977
220,0.0,0,6,29971.25,30.751327514648438
221,1.0,4,4,290.3086242675781,3.081083059310913
222,1.0,5,5,263.30926513671875,2.912893295288086
223,1.0,7,7,218.68328857421875,2.1607956886291504
224,1.0,12,12,455.1162414550781,2.9971277713775635
225,1.0,12,12,220.27206420898438,2.4377219676971436
