sample_index,loss_phi_final,loss_mu_final,mu_mse_final,mu_mae_final,defect_area_pred,defect_area_label,defect_iou,pred_centroid_x,pred_centroid_y,label_centroid_x,label_centroid_y,lambda_area_prior,lambda_mask_prior,lambda_mask_bce_prior,center_mode,test_radius
0,2.342845916748047,0.27200913429260254,43460.15625,168.00234985351562,110,105,0.8220338821411133,-7.353279113769531,5.827505588531494,-7.405063152313232,5.897436141967773,1.0,1.0,3.0,three,5.0
1,2.3714983463287354,0.3796422481536865,58142.1015625,202.46124267578125,89,88,0.7524752616882324,7.264258861541748,6.707001209259033,7.180666923522949,6.8065266609191895,1.0,1.0,3.0,three,5.0
2,2.2669076919555664,0.1766119748353958,29194.630859375,136.63442993164062,46,48,0.843137264251709,1.1062190532684326,5.451504707336426,1.1392405033111572,5.512819766998291,1.0,1.0,3.0,three,5.0
3,2.2479217052459717,0.1499798446893692,24703.912109375,131.70101928710938,58,59,0.9180327653884888,-1.1785247325897217,3.806365966796875,-1.1617677211761475,3.8374617099761963,1.0,1.0,3.0,three,5.0
4,2.3210957050323486,0.2540065348148346,48333.56640625,183.88694763183594,74,77,0.8641975522041321,6.763599395751953,6.025640487670898,6.788590908050537,6.097235679626465,1.0,1.0,3.0,three,5.0
5,2.191553831100464,0.14325197041034698,36751.3046875,176.64559936523438,63,65,0.8823529481887817,-0.551537036895752,5.632885456085205,-0.5696201920509338,5.641026020050049,1.0,1.0,3.0,three,5.0
6,6.031154155731201,0.4117549657821655,73159.046875,243.80958557128906,228,226,0.8838174343109131,0.8361092209815979,6.523841381072998,0.8115828633308411,6.519174098968506,1.0,1.0,3.0,three,5.0
7,2.664255380630493,0.17581364512443542,41642.27734375,170.2545166015625,87,96,0.90625,-5.331733226776123,4.476864337921143,-5.316455841064453,4.487179279327393,1.0,1.0,3.0,three,5.0
8,2.612563133239746,0.11895693838596344,63438.875,233.73777770996094,169,166,0.9822485446929932,6.243351936340332,4.13897705078125,6.252097129821777,4.1519927978515625,1.0,1.0,3.0,three,5.0
9,2.9603896141052246,0.30439263582229614,53512.8984375,185.8276824951172,144,143,0.85161292552948,-4.30116081237793,6.92307710647583,-4.367088317871094,6.923076629638672,1.0,1.0,3.0,three,5.0
