sample_index,ch0_mean,ch0_std,ch0_min,ch0_max,ch0_peak_abs,ch0_peak_to_peak,ch0_argmax_x,ch0_argmin_x,ch0_argmax_abs_x,ch0_energy,ch0_abs_area,ch0_signed_area,ch0_positive_peak_count,ch0_negative_peak_count,ch0_half_abs_width,ch0_center_of_abs_mass,ch0_left_right_abs_balance,ch1_mean,ch1_std,ch1_min,ch1_max,ch1_peak_abs,ch1_peak_to_peak,ch1_argmax_x,ch1_argmin_x,ch1_argmax_abs_x,ch1_energy,ch1_abs_area,ch1_signed_area,ch1_positive_peak_count,ch1_negative_peak_count,ch1_half_abs_width,ch1_center_of_abs_mass,ch1_left_right_abs_balance,ch2_mean,ch2_std,ch2_min,ch2_max,ch2_peak_abs,ch2_peak_to_peak,ch2_argmax_x,ch2_argmin_x,ch2_argmax_abs_x,ch2_energy,ch2_abs_area,ch2_signed_area,ch2_positive_peak_count,ch2_negative_peak_count,ch2_half_abs_width,ch2_center_of_abs_mass,ch2_left_right_abs_balance,peak_abs_ch1_over_ch0,peak_abs_ch2_over_ch0,energy_ch1_over_ch0,energy_ch2_over_ch0,corr_ch0_ch1,corr_ch0_ch2,corr_ch1_ch2
10,-2.1707519408664666e-05,0.0002049585455097258,-0.0004729252541437745,0.0005266429507173598,0.0005266429507173598,0.0009995682630687952,-0.03999999910593033,0.03758794069290161,-0.03999999910593033,4.2479221917801624e-08,0.00016089380369521677,-2.1707519408664666e-05,6.0,9.0,0.01849246211349964,0.002096915617585182,0.056377384811639786,-1.9168510334566236e-05,0.00019186084682587534,-0.0004739422001875937,0.000491637852974236,0.000491637852974236,0.0009655800531618297,-0.03999999910593033,0.03798994794487953,-0.03999999910593033,3.7178015332983705e-08,0.00014559607370756567,-1.9168510334566236e-05,6.0,7.0,0.01849246211349964,0.002069127978757024,0.06500299274921417,-1.4230216038413346e-05,0.00017196658882312477,-0.0004578679508995265,0.00042162765748798847,0.0004578679508995265,0.0008794956374913454,-0.03999999910593033,0.03839195892214775,0.03839195892214775,2.9775007348575855e-08,0.00012749171582981944,-1.4230216038413346e-05,7.0,7.0,0.017286431044340134,0.0014746462693437934,0.05438552796840668,0.933513879776001,0.8693921566009521,0.7084330916404724,0.5673675537109375,0.9758716225624084,0.9392161965370178,0.9622439742088318
11,-3.252757232985459e-05,0.0001470671413699165,-0.00032549657044000924,0.0004362206382211298,0.0004362206382211298,0.000761717208661139,-0.03879396989941597,0.03959798812866211,-0.03879396989941597,2.2686789336034963e-08,0.0001237530232174322,-3.252757232985459e-05,8.0,19.0,0.009648241102695465,-0.0014427660498768091,-0.03801079839468002,-3.223553721909411e-05,0.00013680847769137472,-0.00032503571128472686,0.0004065007669851184,0.0004065007669851184,0.0007315364782698452,-0.03879396989941597,0.03999999910593033,-0.03879396989941597,1.9755690416900507e-08,0.00011614125833148137,-3.223553721909411e-05,8.0,19.0,0.008844221010804176,-0.0006896451232023537,-0.04026699811220169,-2.8396048946888186e-05,0.0001225256419274956,-0.0003025638870894909,0.0003068752121180296,0.0003068752121180296,0.0006094390992075205,-0.03839195892214775,0.03999999910593033,-0.03839195892214775,1.5818867993289132e-08,0.00010326561459805816,-2.8396048946888186e-05,5.0,17.0,0.017286431044340134,-0.00021736549388151616,-0.048195697367191315,0.9318482875823975,0.7034701108932495,0.604393720626831,0.48395296931266785,0.9690802693367004,0.905531108379364,0.9307346940040588
12,1.6454634533147328e-05,0.00023957344819791615,-0.00048979272833094,0.0004782471223734319,0.00048979272833094,0.0009680398507043719,0.01306532695889473,0.03999999910593033,0.03999999910593033,5.76661953743951e-08,0.0002007232396863401,1.6454634533147328e-05,11.0,13.0,0.029748743399977684,0.0027770292945206165,0.139645054936409,1.3639426470035687e-05,0.0002247783704660833,-0.000435053399996832,0.00046680562081746757,0.00046680562081746757,0.0009018590208142996,0.012663316912949085,0.03999999910593033,0.012663316912949085,5.071134978607006e-08,0.00019010528922080994,1.3639426470035687e-05,11.0,14.0,0.029346732422709465,0.0028072595596313477,0.13282838463783264,9.61452315095812e-06,0.00019920043996535242,-0.00041304281330667436,0.0004234516527503729,0.0004234516527503729,0.0008364944951608777,0.01226130686700344,0.03999999910593033,0.01226130686700344,3.977325491177908e-08,0.00016937183681875467,9.61452315095812e-06,13.0,10.0,0.02492462284862995,0.0030528842471539974,0.1159864068031311,0.9530482292175293,0.8645350933074951,0.7494340538978577,0.5877861976623535,0.9934437870979309,0.9785508513450623,0.9826893210411072
13,-3.1504569051321596e-05,0.00022605677077081054,-0.0005064633442088962,0.00073022156720981,0.00073022156720981,0.0012366848532110453,-0.03798994794487953,0.035979900509119034,-0.03798994794487953,5.209420095297901e-08,0.00017685197235550731,-3.1504569051321596e-05,4.0,11.0,0.00924623105674982,-0.0019417358562350273,-0.1264043152332306,-3.0076063922024332e-05,0.0002063124702544883,-0.00044174137292429805,0.0007135554333217442,0.0007135554333217442,0.0011552968062460423,-0.03798994794487953,0.035577889531850815,-0.03798994794487953,4.346940229993379e-08,0.00016447095549665391,-3.0076063922024332e-05,4.0,12.0,0.005628140643239021,-0.0018400010885670781,-0.11780226975679398,-2.763221891655121e-05,0.00017444000695832074,-0.0003557301824912429,0.0004179415409453213,0.0004179415409453213,0.0007736717234365642,-0.03798994794487953,0.03999999910593033,-0.03798994794487953,3.119285452157783e-08,0.00014242403267417103,-2.763221891655121e-05,7.0,12.0,0.022110551595687866,-0.002146152313798666,-0.12955401837825775,0.9771631956100464,0.5723410844802856,0.7000557780265808,0.5023473501205444,0.9783480167388916,0.950121283531189,0.9660890698432922
14,-6.825412128819153e-05,0.00014684723282698542,-0.00046872018720023334,0.0003144613583572209,0.00046872018720023334,0.0007831815164536238,-0.03999999910593033,0.03356783837080002,0.03356783837080002,2.6222735982628365e-08,0.0001215000738739036,-6.825412128819153e-05,1.0,12.0,0.013266331516206264,0.0032679629512131214,0.008624570444226265,-6.39168792986311e-05,0.0001398811727995053,-0.0004561687237583101,0.0003165966481901705,0.0004561687237583101,0.0007727653719484806,-0.03999999910593033,0.03356783837080002,0.03356783837080002,2.3652109604199723e-08,0.0001131186872953549,-6.39168792986311e-05,1.0,9.0,0.013668341562151909,0.003840084420517087,0.012698354199528694,-5.57593084522523e-05,0.000121711527754087,-0.0003848836349789053,0.0002953738148789853,0.0003848836349789053,0.0006802574498578906,-0.03999999910593033,0.03999999910593033,0.03999999910593033,1.7922797468372664e-08,9.857609256869182e-05,-5.57593084522523e-05,0.0,12.0,0.015276381745934486,0.0048969401977956295,0.06149585545063019,0.9732010960578918,0.8211197853088379,0.6529631018638611,0.4947941303253174,0.9661638736724854,0.9070000052452087,0.9314373731613159
15,-2.9719805752392858e-05,0.0002113852824550122,-0.0004621755506377667,0.0004396675212774426,0.0004621755506377667,0.0009018430719152093,-0.03959798812866211,0.03798994794487953,0.03798994794487953,4.556700616831222e-08,0.00017671035311650485,-2.9719805752392858e-05,12.0,11.0,0.023316582664847374,0.00043471792014315724,-0.0012734676711261272,-2.8811346055590548e-05,0.00020018061331938952,-0.0004013146972283721,0.00040674323099665344,0.00040674323099665344,0.000808057957328856,-0.03959798812866211,0.03959798812866211,-0.03959798812866211,4.0902367715034416e-08,0.0001690972421783954,-2.8811346055590548e-05,11.0,14.0,0.02532663196325302,0.0004897828912362456,-0.0012527218786999583,-2.762058466032613e-05,0.00017602535081095994,-0.0003776916128117591,0.00036108290078118443,0.0003776916128117591,0.000738774542696774,-0.03999999910593033,0.03678391873836517,0.03678391873836517,3.1747820372629576e-08,0.00014943892892915756,-2.762058466032613e-05,13.0,15.0,0.024522611871361732,0.0003496203862596303,-0.013933945447206497,0.8800431489944458,0.8171861171722412,0.7360909581184387,0.5713430047035217,0.9888304471969604,0.9673125147819519,0.979546844959259
16,-3.966500116803218e-06,0.0001920338545460254,-0.00048155002878047526,0.00037565614911727607,0.00048155002878047526,0.0008572061778977513,-0.035979900509119034,0.036381907761096954,0.036381907761096954,3.6892732424576025e-08,0.00015450356295332313,-3.966500116803218e-06,11.0,9.0,0.01849246211349964,0.0020069575402885675,0.01897283084690571,-4.549339791992679e-06,0.00017901643877848983,-0.000443934986833483,0.00034631098969839513,0.000443934986833483,0.0007902459474280477,-0.03959798812866211,0.035979900509119034,0.035979900509119034,3.2067578814576336e-08,0.00014191945956554264,-4.549339791992679e-06,11.0,8.0,0.017688442021608353,0.0025274099316447973,0.06293939799070358,-6.034644229657715e-06,0.00015544706548098475,-0.00039666437078267336,0.00032154953805729747,0.00039666437078267336,0.0007182139088399708,-0.03999999910593033,0.035577889531850815,0.035577889531850815,2.420020450699667e-08,0.00012106337089790031,-6.034644229657715e-06,8.0,8.0,0.014472361654043198,0.003057546215131879,0.05582042410969734,0.9218684434890747,0.8237069845199585,0.6838496923446655,0.5160757899284363,0.9700006246566772,0.9318029284477234,0.9605006575584412
17,-2.6258885554852895e-05,0.00017407743143849075,-0.0004263470182195306,0.0004233038052916527,0.0004263470182195306,0.0008496508235111833,-0.03396984934806824,0.03879396989941597,0.03879396989941597,3.099248147009348e-08,0.0001337429857812822,-2.6258885554852895e-05,6.0,11.0,0.017286431044340134,-0.0014398449566215277,-0.08776334673166275,-2.8356975235510617e-05,0.00016544458048883826,-0.00039839238161221147,0.0003689351724460721,0.00039839238161221147,0.0007673275540582836,-0.03356783837080002,0.03919598087668419,0.03919598087668419,2.8176028621373916e-08,0.00012785312719643116,-2.8356975235510617e-05,6.0,14.0,0.018090451136231422,-0.0009582655620761216,-0.08453762531280518,-2.8071288397768512e-05,0.00015119256568141282,-0.0003752344928216189,0.00034694193163886666,0.0003752344928216189,0.0007221763953566551,-0.03959798812866211,0.03678391873836517,0.03678391873836517,2.3647187319397744e-08,0.00011843354877782986,-2.8071288397768512e-05,5.0,15.0,0.017286431044340134,-4.058841659571044e-05,-0.06791839003562927,0.9344102740287781,0.880094587802887,0.6873462200164795,0.5768664479255676,0.9699116945266724,0.9465336799621582,0.9655865430831909
18,-4.625276415026747e-05,0.0002340384671697393,-0.00045392330503091216,0.0004266652977094054,0.00045392330503091216,0.0008805886027403176,-0.03959798812866211,-0.017085427418351173,-0.017085427418351173,5.691332560786577e-08,0.00021072417439427227,-4.625276415026747e-05,12.0,13.0,0.03819095343351364,-0.0011007444700226188,-0.09558193385601044,-4.6019071305636317e-05,0.00022081132919993252,-0.00043214159086346626,0.0003967229858972132,0.00043214159086346626,0.0008288645767606795,-0.03959798812866211,-0.017085427418351173,-0.017085427418351173,5.087539634018867e-08,0.00019799052097368985,-4.6019071305636317e-05,10.0,14.0,0.03899497538805008,-0.0009019835852086544,-0.10189966857433319,-4.5377575588645414e-05,0.00019517958571668714,-0.00037980437627993524,0.0003634638269431889,0.00037980437627993524,0.0007432681741192937,-0.03678391873836517,0.03919598087668419,0.03919598087668419,4.015419463598846e-08,0.00017483631381765008,-4.5377575588645414e-05,10.0,15.0,0.0373869352042675,-0.0007178877713158727,-0.11585380136966705,0.9519935846328735,0.836696445941925,0.760317862033844,0.6000926494598389,0.9911556243896484,0.9815574884414673,0.9826094508171082
19,-2.6517847800278105e-05,0.0001940438087331131,-0.00047266020555980504,0.000396027258830145,0.00047266020555980504,0.00086868746438995,-0.03999999910593033,0.035979900509119034,0.035979900509119034,3.835619466485696e-08,0.0001554154441691935,-2.6517847800278105e-05,8.0,14.0,0.017286431044340134,0.0027895502280443907,0.0830983966588974,-2.8191867386340164e-05,0.00018470597569830716,-0.00048058596439659595,0.00037209558649919927,0.00048058596439659595,0.0008526815799996257,-0.03999999910593033,0.036381907761096954,0.036381907761096954,3.491108202524629e-08,0.0001482160296291113,-2.8191867386340164e-05,8.0,14.0,0.014874371699988842,0.0031714022625237703,0.09253589063882828,-2.5821489543886855e-05,0.0001649252517381683,-0.00044226247700862586,0.0003461343876551837,0.00044226247700862586,0.0007883968646638095,-0.03999999910593033,0.036381907761096954,0.036381907761096954,2.7867088192579104e-08,0.00012707963469438255,-2.5821489543886855e-05,6.0,12.0,0.014070351608097553,0.0035790407564491034,0.10613420605659485,1.0167468786239624,0.9356681704521179,0.721956729888916,0.5762878656387329,0.9821918606758118,0.9507597088813782,0.9748006463050842
20,-3.672646198538132e-05,0.00015707976126577705,-0.0005232038674876094,0.00032999253016896546,0.0005232038674876094,0.0008531963685527444,-0.03959798812866211,0.03999999910593033,0.03999999910593033,2.602288340369796e-08,0.00011584268213482574,-3.672646198538132e-05,5.0,5.0,0.009648241102695465,0.003229602240025997,-0.00620967335999012,-2.768273770925589e-05,0.00013341080921236426,-0.0003839865967165679,0.0003280183009337634,0.0003839865967165679,0.0007120048976503313,-0.03999999910593033,0.03999999910593033,0.03999999910593033,1.8564778159202433e-08,0.0001012892389553599,-2.768273770925589e-05,5.0,9.0,0.013668341562151909,0.001849271822720766,-0.02074885554611683,-2.101261452480685e-05,0.00011674784764181823,-0.0003566876985132694,0.0002959840639960021,0.0003566876985132694,0.000652671791613102,-0.03999999910593033,0.03959798812866211,0.03959798812866211,1.4071589227171444e-08,8.513662760378793e-05,-2.101261452480685e-05,4.0,6.0,0.011658291332423687,0.0024564219638705254,0.01098956260830164,0.7338998913764954,0.681724488735199,0.5153607130050659,0.3906291723251343,0.970317542552948,0.9423590302467346,0.9563919901847839
21,-2.240691719634924e-05,0.0002543633454479277,-0.0005119391717016697,0.0004092839953955263,0.0005119391717016697,0.0009212231962010264,-0.036381907761096954,0.03999999910593033,0.03999999910593033,6.520277651134165e-08,0.00022391365200746804,-2.240691719634924e-05,12.0,14.0,0.030552763491868973,0.0003831708454526961,-0.00510552991181612,-2.3003969545243308e-05,0.00023951710318215191,-0.0004828105156775564,0.00039629475213587284,0.0004828105156775564,0.0008791052969172597,-0.036381907761096954,0.03999999910593033,0.03999999910593033,5.78976298015732e-08,0.0002099337725667283,-2.3003969545243308e-05,11.0,12.0,0.029346732422709465,0.0002036438963841647,-0.01729559898376465,-1.5887435438344255e-05,0.00020820712961722165,-0.00039370887679979205,0.00037031632382422686,0.00039370887679979205,0.0007640252006240189,-0.036381907761096954,0.03999999910593033,0.03999999910593033,4.360261840474777e-08,0.00018342965631745756,-1.5887435438344255e-05,11.0,15.0,0.03376884385943413,-3.6637378798332065e-05,-0.02141101472079754,0.9430829286575317,0.7690389752388,0.7698867917060852,0.5798006057739258,0.9927822351455688,0.9850720167160034,0.9903574585914612
22,-6.8262738750490826e-06,0.00018655176972970366,-0.0004340395680628717,0.0004054564342368394,0.0004340395680628717,0.0008394960314035416,-0.036381907761096954,0.03999999910593033,0.03999999910593033,3.484815991328105e-08,0.00014398680650629103,-6.8262738750490826e-06,18.0,8.0,0.02010050229728222,0.0020144404843449593,0.0428629033267498,-8.532443644071463e-06,0.00017643641331233084,-0.0004143410478718579,0.0003672175225801766,0.0004143410478718579,0.0007815585704520345,-0.035979900509119034,0.034371860325336456,0.034371860325336456,3.1202610273339815e-08,0.0001344353804597631,-8.532443644071463e-06,12.0,8.0,0.02010050229728222,0.0018878875998780131,0.032182030379772186,-5.628424787573749e-06,0.00015742290997877717,-0.00037278863601386547,0.0003173739241901785,0.00037278863601386547,0.0006901625311002135,-0.035577889531850815,0.03999999910593033,0.03999999910593033,2.4813651577915152e-08,0.00011687263759085909,-5.628424787573749e-06,10.0,6.0,0.019698491320014,0.0018196209566667676,0.02451445534825325,0.9545938372612,0.8588619232177734,0.6957389712333679,0.5532813668251038,0.9916059970855713,0.9675548076629639,0.9738643765449524
