sample_index,signal_normalization,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
157,per_sample_zscore,1.0,6,6,92.437255859375,1.2907814979553223
158,per_sample_zscore,1.0,6,6,35.167762756347656,0.8871222138404846
159,per_sample_zscore,0.875,7,8,6172.6162109375,11.597990989685059
160,per_sample_zscore,1.0,3,3,177.13742065429688,2.4650719165802
161,per_sample_zscore,1.0,2,2,34.58914566040039,0.696597158908844
162,per_sample_zscore,1.0,4,4,5.035843372344971,0.37486007809638977
163,per_sample_zscore,0.8333333333333334,5,6,5668.59130859375,9.052090644836426
164,per_sample_zscore,0.8,4,5,5144.04638671875,7.092374324798584
165,per_sample_zscore,1.0,7,7,448.2241516113281,3.966022253036499
166,per_sample_zscore,1.0,7,7,442.3771057128906,3.8603179454803467
167,per_sample_zscore,1.0,17,17,647.1473999023438,5.670061111450195
168,per_sample_zscore,1.0,11,11,266.6400451660156,2.307757616043091
169,per_sample_zscore,1.0,8,8,126.01626586914062,2.2786920070648193
170,per_sample_zscore,1.0,12,12,60.74891662597656,1.3140785694122314
171,per_sample_zscore,0.0,0,5,25051.3828125,25.87352752685547
172,per_sample_zscore,0.0,0,7,34936.984375,35.61387634277344
173,per_sample_zscore,1.0,6,6,360.5318298339844,3.48248291015625
174,per_sample_zscore,1.0,4,4,115.14408111572266,1.5646699666976929
175,per_sample_zscore,1.0,11,11,420.69940185546875,4.014227390289307
176,per_sample_zscore,1.0,6,6,30.415842056274414,0.6609827280044556
177,per_sample_zscore,1.0,4,4,100.68250274658203,1.6575485467910767
178,per_sample_zscore,0.0,0,4,19960.46875,20.057544708251953
179,per_sample_zscore,1.0,6,6,316.9996337890625,3.126924753189087
180,per_sample_zscore,1.0,6,6,38.37251281738281,0.8712887763977051
181,per_sample_zscore,1.0,12,12,1141.979248046875,6.288503646850586
182,per_sample_zscore,1.0,6,6,196.92410278320312,2.2827179431915283
183,per_sample_zscore,1.0,3,3,118.19984436035156,1.9081687927246094
184,per_sample_zscore,1.0,13,13,430.5971984863281,3.9783759117126465
185,per_sample_zscore,1.0,6,6,172.22056579589844,2.5186493396759033
186,per_sample_zscore,1.0,4,4,42.91105651855469,1.1478996276855469
187,per_sample_zscore,1.0,6,6,155.91725158691406,2.445787191390991
188,per_sample_zscore,1.0,3,3,151.78054809570312,1.8292877674102783
189,per_sample_zscore,1.0,3,3,67.03734588623047,1.0622934103012085
190,per_sample_zscore,1.0,4,4,169.62892150878906,1.7141189575195312
191,per_sample_zscore,1.0,5,5,79.45091247558594,1.1480228900909424
192,per_sample_zscore,0.8571428571428571,6,7,5737.490234375,10.837695121765137
193,per_sample_zscore,1.0,6,6,32.79566192626953,0.7945835590362549
194,per_sample_zscore,1.0,7,7,338.4039001464844,3.3638787269592285
195,per_sample_zscore,1.0,14,14,413.4849548339844,3.7998998165130615
196,per_sample_zscore,1.0,4,4,715.264404296875,5.5984392166137695
197,per_sample_zscore,1.0,10,10,2090.640380859375,9.606640815734863
198,per_sample_zscore,0.0,0,3,14980.447265625,15.238673210144043
199,per_sample_zscore,1.0,9,9,197.4914093017578,2.4034721851348877
200,per_sample_zscore,1.0,6,6,14.388577461242676,0.46560004353523254
201,per_sample_zscore,0.0,0,4,20088.91015625,21.387250900268555
202,per_sample_zscore,1.0,2,2,128.66769409179688,1.596398949623108
203,per_sample_zscore,1.0,3,3,102.6342544555664,1.4764100313186646
204,per_sample_zscore,1.0,15,15,516.3025512695312,4.301096439361572
205,per_sample_zscore,1.0,10,10,580.8309936523438,4.021383285522461
206,per_sample_zscore,1.0,6,6,184.97747802734375,2.440869092941284
207,per_sample_zscore,1.0,6,6,94.48074340820312,1.6415842771530151
208,per_sample_zscore,1.0,7,7,1516.7120361328125,9.391283988952637
209,per_sample_zscore,0.8571428571428571,6,7,5464.7099609375,9.005062103271484
210,per_sample_zscore,1.0,3,3,209.37840270996094,2.808683395385742
