sample_index,signal_normalization,signal_feature_mode,conditioning_mode,encoder_type,point_signal_mode,mask_head_mode,mask_source,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
0,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.9520631067961165,1592,1625,128984.3203125,345.7013244628906
1,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.959874389392882,2800,2817,151353.546875,370.3183288574219
2,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.9458018658374056,2175,2205,150465.125,363.2048034667969
3,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.9433281813498197,1865,1907,134211.03125,349.4767150878906
4,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.9559834938101788,3547,3563,182469.796875,395.2192687988281
5,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.9413978494623656,1793,1818,145367.84375,358.57464599609375
6,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.9586466165413534,1289,1316,134520.03125,350.8679504394531
7,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.9619565217391305,1970,2001,148445.625,363.44195556640625
8,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.9461483594864479,2725,2732,151564.9375,370.0523376464844
9,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.9565487274984482,1566,1586,147712.640625,360.9237365722656
10,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.09680021511158914,2922,1157,131919.03125,348.9606628417969
11,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.21196045333976368,2922,2104,158852.734375,375.9213562011719
12,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.1954370533260033,2922,1427,138498.796875,355.5470275878906
13,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.32079851439182916,2922,2768,139696.25,356.7456359863281
14,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.7456585626502805,2922,3612,164620.625,381.6949768066406
15,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.23534675615212527,2922,2600,158913.265625,375.98193359375
16,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.5567928730512249,2922,2670,142510.78125,359.56298828125
17,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.5383463151587777,2922,2213,150736.640625,367.7970886230469
18,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.5604606525911708,2922,1956,138015.765625,355.0635070800781
19,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.4157878879180476,2922,1777,148152.546875,365.21038818359375
20,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.26026225769669326,2922,1499,132925.28125,349.9678955078125
21,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.18804347826086956,2922,1450,152073.453125,369.13525390625
22,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.4193373166757197,2922,2304,158415.296875,375.48345947265625
23,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.5237113402061856,2922,2990,165361.453125,382.4365234375
24,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.4352317141261865,2922,2219,145123.71875,362.1785583496094
25,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.19816272965879264,2922,1643,154305.859375,371.3699035644531
26,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.43349436392914653,2922,1529,136858.46875,353.9050598144531
27,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.4636103151862464,2922,2186,154711.78125,371.7762145996094
28,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.43376358695652173,2922,1299,134886.734375,351.93133544921875
29,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.579672131147541,2922,4305,168146.921875,385.22479248046875
30,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.260179257362356,2922,1999,135600.03125,352.6453552246094
31,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.6979847494553377,2922,3313,157120.375,374.1872253417969
32,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.14433536747147785,2922,1391,137403.796875,354.450927734375
33,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.7786127167630058,2922,3232,164020.703125,381.0944519042969
34,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.641920178621267,2922,2961,149243.8125,366.30279541015625
35,per_sample_zscore,raw,concat,mlp,none,direct,mu_threshold,0.5064825253664036,2922,2423,139434.1875,356.48333740234375
