split,loss,presence_loss,type_loss,center_bin_loss,center_x_bin_loss,center_y_bin_loss,center_y_bin_extra_loss,center_offset_loss,local_vertex_loss,center_aux_loss,box_aux_loss,area_aux_loss,edge_aux_loss,weighted_presence_loss,weighted_type_loss,weighted_center_bin_loss,weighted_center_y_bin_extra_loss,weighted_center_offset_loss,weighted_local_vertex_loss,local_shape_raw_abs_max,local_shape_effective_abs_max,local_shape_saturation_frac,polygon_mask_iou,polygon_mask_iou_min,polygon_dice,polygon_dice_min,presence_acc,present_type_acc,decoded_vertex_mae,local_vertex_mae_grid,center_x_bin_acc,center_y_bin_acc,center_x_bin_abs_error,center_y_bin_abs_error,center_x_bin_within1_acc,center_y_bin_within1_acc,center_offset_mae,signed_area_flip_count,out_of_grid_vertex_count,zero_iou_count,pred_area_mean,target_area_mean,steps,lr,hidden_dim,latent_dim,max_components,max_vertices,lambda_presence,lambda_type,lambda_center_bin,lambda_center_offset,lambda_local_vertex,lambda_center_aux,lambda_box_aux,lambda_area_aux,lambda_edge_aux,center_y_bin_extra_loss_mode,lambda_center_y_bin_extra,center_y_bin_neighbor_smoothing,center_y_bin_distance_sigma,local_shape_output_mode,local_shape_bound_mode,local_shape_bound_x_grid,local_shape_bound_y_grid,local_shape_train_stats_margin,local_shape_conditioning_mode,local_shape_conditioning_dim,local_vertex_smoothl1_beta,center_offset_smoothl1_beta,presence_threshold,seed
train,8.455812348984182e-06,1.293620357500913e-06,4.218171056891151e-07,2.5156150513794273e-06,2.277197609146242e-06,2.7540324936126126e-06,-0.0,9.60598711685634e-08,3.2641610232531093e-06,-0.0,-0.0,-0.0,-0.0,1.293620357500913e-06,4.218171056891151e-07,2.5156150513794273e-06,-0.0,9.605987543181982e-07,3.2641610232531093e-06,17.471593856811523,17.471593856811523,0.0,0.9997493734335839,0.9924812030075187,0.999874213836478,0.9962264150943396,1.0,1.0,2.1070660238819983e-07,0.0005437613581307232,1.0,1.0,0.0,0.0,1.0,1.0,3.6673405702458695e-05,0,0,0,146.7,146.66666666666666,20000,0.001,128,64,3,4,1.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.75,raw,fixed_grid,24.0,8.0,1.25,center_bin,16,0.1,0.01,0.5,1
