step,loss,presence_loss,type_loss,center_bin_loss,center_x_bin_loss,center_y_bin_loss,center_y_bin_extra_loss,center_offset_loss,local_vertex_loss,center_aux_loss,box_aux_loss,area_aux_loss,edge_aux_loss,weighted_presence_loss,weighted_type_loss,weighted_center_bin_loss,weighted_center_y_bin_extra_loss,weighted_center_offset_loss,weighted_local_vertex_loss,local_shape_raw_abs_max,local_shape_effective_abs_max,local_shape_saturation_frac
1,13.807950973510742,0.6585171818733215,0.7046038508415222,2.8861427307128906,3.217832565307617,2.554453134536743,-0.0,0.2619263231754303,6.939423561096191,-0.0,-0.0,-0.0,-0.0,0.6585171818733215,0.7046038508415222,2.8861427307128906,-0.0,2.619263172149658,6.939423561096191,0.06881140172481537,0.06881140172481537,0.0
100,2.7296197414398193,0.10571158677339554,0.030840445309877396,0.5277251601219177,0.4054294526576996,0.6500208973884583,-0.0,0.02827642299234867,1.7825783491134644,-0.0,-0.0,-0.0,-0.0,0.10571158677339554,0.030840445309877396,0.5277251601219177,-0.0,0.2827642261981964,1.7825783491134644,18.46678352355957,18.46678352355957,0.0
200,1.5951261520385742,0.03497394919395447,0.004706765525043011,0.12931731343269348,0.06869813054800034,0.18993648886680603,-0.0,0.046222951263189316,0.9638986587524414,-0.0,-0.0,-0.0,-0.0,0.03497394919395447,0.004706765525043011,0.12931731343269348,-0.0,0.46222952008247375,0.9638986587524414,17.727252960205078,17.727252960205078,0.0
300,0.4106801748275757,0.014770733192563057,0.003334345994517207,0.05571688711643219,0.03257346525788307,0.0788603127002716,-0.0,0.012163618579506874,0.2152220457792282,-0.0,-0.0,-0.0,-0.0,0.014770733192563057,0.003334345994517207,0.05571688711643219,-0.0,0.12163618206977844,0.2152220457792282,17.533843994140625,17.533843994140625,0.0
400,0.3991678059101105,0.008455183357000351,0.0018148265080526471,0.027748705819249153,0.019051309674978256,0.03644610196352005,-0.0,0.024979952722787857,0.11134958267211914,-0.0,-0.0,-0.0,-0.0,0.008455183357000351,0.0018148265080526471,0.027748705819249153,-0.0,0.24979951977729797,0.11134958267211914,17.76248550415039,17.76248550415039,0.0
500,0.20208364725112915,0.0051216366700828075,0.0013109432766214013,0.01678081601858139,0.012922117486596107,0.020639516413211823,-0.0,0.012316315434873104,0.05570710450410843,-0.0,-0.0,-0.0,-0.0,0.0051216366700828075,0.0013109432766214013,0.01678081601858139,-0.0,0.12316315621137619,0.05570710450410843,17.835317611694336,17.835317611694336,0.0
600,0.16080591082572937,0.003927187528461218,0.0010514580644667149,0.012659664265811443,0.01052059605717659,0.014798732474446297,-0.0,0.007742001675069332,0.06574757397174835,-0.0,-0.0,-0.0,-0.0,0.003927187528461218,0.0010514580644667149,0.012659664265811443,-0.0,0.07742001861333847,0.06574757397174835,17.367244720458984,17.367244720458984,0.0
700,0.11979671567678452,0.0030159461311995983,0.0008215376874431968,0.009391332045197487,0.008369664661586285,0.010413000360131264,-0.0,0.008917069993913174,0.017397193238139153,-0.0,-0.0,-0.0,-0.0,0.0030159461311995983,0.0008215376874431968,0.009391332045197487,-0.0,0.08917070180177689,0.017397193238139153,17.71108055114746,17.71108055114746,0.0
800,0.06677162647247314,0.002835278632119298,0.0008285416988655925,0.008641039952635765,0.00800186488777399,0.00928021501749754,-0.0,0.003935819026082754,0.015108577907085419,-0.0,-0.0,-0.0,-0.0,0.002835278632119298,0.0008285416988655925,0.008641039952635765,-0.0,0.039358191192150116,0.015108577907085419,17.465978622436523,17.465978622436523,0.0
900,0.07736179232597351,0.002267269417643547,0.0007040378404781222,0.006753149908035994,0.006324111483991146,0.007182188332080841,-0.0,0.0047035557217895985,0.020601781085133553,-0.0,-0.0,-0.0,-0.0,0.002267269417643547,0.0007040378404781222,0.006753149908035994,-0.0,0.04703555628657341,0.020601781085133553,17.660188674926758,17.660188674926758,0.0
