runner config | sample=6 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=1.000000e+00
sample=6 | outer=1/20 | loss_phi=6.496018e+00 | loss_mu=1.925479e+00 | mu_mse=1.981325e+05 | mu_mae=4.439767e+02 | defect_area_pred=432 | defect_area_label=226 | defect_iou=4.920635e-01
sample=6 | outer=2/20 | loss_phi=6.469836e+00 | loss_mu=8.300894e-01 | mu_mse=1.563711e+05 | mu_mae=3.917915e+02 | defect_area_pred=334 | defect_area_label=226 | defect_iou=5.384616e-01
sample=6 | outer=3/20 | loss_phi=6.461643e+00 | loss_mu=6.679770e-01 | mu_mse=1.363647e+05 | mu_mae=3.636310e+02 | defect_area_pred=317 | defect_area_label=226 | defect_iou=5.558739e-01
sample=6 | outer=4/20 | loss_phi=6.457642e+00 | loss_mu=6.231502e-01 | mu_mse=1.275522e+05 | mu_mae=3.504630e+02 | defect_area_pred=310 | defect_area_label=226 | defect_iou=5.626822e-01
sample=6 | outer=5/20 | loss_phi=6.454450e+00 | loss_mu=5.943350e-01 | mu_mse=1.216118e+05 | mu_mae=3.412011e+02 | defect_area_pred=305 | defect_area_label=226 | defect_iou=5.710059e-01
sample=6 | outer=6/20 | loss_phi=6.451074e+00 | loss_mu=5.792037e-01 | mu_mse=1.154166e+05 | mu_mae=3.309996e+02 | defect_area_pred=305 | defect_area_label=226 | defect_iou=5.898204e-01
sample=6 | outer=7/20 | loss_phi=6.447399e+00 | loss_mu=6.068887e-01 | mu_mse=1.088472e+05 | mu_mae=3.195112e+02 | defect_area_pred=304 | defect_area_label=226 | defect_iou=5.963855e-01
sample=6 | outer=8/20 | loss_phi=6.443451e+00 | loss_mu=6.919581e-01 | mu_mse=1.028131e+05 | mu_mae=3.083097e+02 | defect_area_pred=310 | defect_area_label=226 | defect_iou=5.952381e-01
sample=6 | outer=9/20 | loss_phi=6.439186e+00 | loss_mu=8.544014e-01 | mu_mse=9.845618e+04 | mu_mae=2.996236e+02 | defect_area_pred=310 | defect_area_label=226 | defect_iou=6.047904e-01
sample=6 | outer=10/20 | loss_phi=6.434454e+00 | loss_mu=1.108959e+00 | mu_mse=9.641736e+04 | mu_mae=2.947616e+02 | defect_area_pred=332 | defect_area_label=226 | defect_iou=5.897436e-01
sample=6 | outer=11/20 | loss_phi=6.429007e+00 | loss_mu=1.428604e+00 | mu_mse=1.001715e+05 | mu_mae=2.976765e+02 | defect_area_pred=396 | defect_area_label=226 | defect_iou=5.320197e-01
sample=6 | outer=12/20 | loss_phi=6.421638e+00 | loss_mu=1.798985e+00 | mu_mse=1.116243e+05 | mu_mae=3.071375e+02 | defect_area_pred=486 | defect_area_label=226 | defect_iou=4.442191e-01
sample=6 | outer=13/20 | loss_phi=6.410077e+00 | loss_mu=2.179274e+00 | mu_mse=1.265832e+05 | mu_mae=3.174674e+02 | defect_area_pred=543 | defect_area_label=226 | defect_iou=4.007286e-01
sample=6 | outer=14/20 | loss_phi=6.392267e+00 | loss_mu=4.987248e+00 | mu_mse=1.470918e+05 | mu_mae=3.344209e+02 | defect_area_pred=594 | defect_area_label=226 | defect_iou=3.735344e-01
sample=6 | outer=15/20 | loss_phi=6.364985e+00 | loss_mu=6.969040e+00 | mu_mse=1.720708e+05 | mu_mae=3.642023e+02 | defect_area_pred=636 | defect_area_label=226 | defect_iou=3.510972e-01
sample=6 | outer=16/20 | loss_phi=6.328322e+00 | loss_mu=8.518520e+00 | mu_mse=2.035258e+05 | mu_mae=4.034629e+02 | defect_area_pred=644 | defect_area_label=226 | defect_iou=3.302752e-01
sample=6 | outer=17/20 | loss_phi=6.284256e+00 | loss_mu=9.945529e+00 | mu_mse=2.171032e+05 | mu_mae=4.143962e+02 | defect_area_pred=684 | defect_area_label=226 | defect_iou=3.188406e-01
sample=6 | outer=18/20 | loss_phi=6.221802e+00 | loss_mu=1.123462e+01 | mu_mse=2.299435e+05 | mu_mae=4.246065e+02 | defect_area_pred=718 | defect_area_label=226 | defect_iou=3.020690e-01
sample=6 | outer=19/20 | loss_phi=6.140766e+00 | loss_mu=1.242586e+01 | mu_mse=2.382606e+05 | mu_mae=4.278004e+02 | defect_area_pred=764 | defect_area_label=226 | defect_iou=2.857143e-01
sample=6 | outer=20/20 | loss_phi=6.034138e+00 | loss_mu=1.316370e+01 | mu_mse=2.417874e+05 | mu_mae=4.277711e+02 | defect_area_pred=806 | defect_area_label=226 | defect_iou=2.772277e-01
