run,split,sample_index,component_slot,failure_label,mask_iou,pred_area,target_area,area_diff,type_true,type_pred,type_sequence_true,type_sequence_pred,center_x_true,center_x_pred,center_y_true,center_y_pred,center_x_bin_true,center_x_bin_pred,center_y_bin_true,center_y_bin_pred,x_bin_correct,y_bin_correct,both_bins_correct,center_offset_x_error,center_offset_y_error,center_grid_error,rotation_true,rotation_pred,rotation_error,axis_x_true,axis_x_pred,axis_error,target_area_bin,rotation_bin,mean_center_grid_error,max_center_grid_error,delta_mask_iou_vs_reference,delta_center_grid_error_vs_reference,delta_offset_x_error_vs_reference,delta_offset_y_error_vs_reference,delta_x_correct_vs_reference,delta_y_correct_vs_reference,delta_pred_area_vs_reference
current_candidate_reference,test,0,0,x_bin_wrong,0.5089940039973351,1161.0,1104.0,57.000000,rectangular_notch,rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rotated_rect,-0.01899999938905239,-0.019997142255306244,0.004800000227987766,0.004831930622458458,6,6,9,9,true,true,true,-0.31004911690594517,0.019756932020342288,2.485423634000615,0.0,-3.73701548576355,3.7370147705078125,0.004399999976158142,0.00496429018676281,0.0006816773093305528,1000-1500,<15deg,3.208589894458454,5.861133053177846,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
current_candidate_reference,test,0,1,x_bin_wrong,0.5089940039973351,1161.0,1104.0,57.000000,rectangular_notch,rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rotated_rect,0.0,-0.00047036539763212204,-0.005499999970197678,-0.005395532585680485,12,12,2,2,true,true,true,-0.14625424409527504,0.06463919561481168,1.2792129961969005,0.0,-4.927890777587891,4.927886962890625,0.004800000227987766,0.004809482488781214,0.0009391675121150911,1000-1500,<15deg,3.208589894458454,5.861133053177846,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
current_candidate_reference,test,0,2,x_bin_wrong,0.5089940039973351,1161.0,1104.0,57.000000,rectangular_notch,rotated_rect,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rotated_rect,0.01899999938905239,0.016659554094076157,0.004800000227987766,0.004936845973134041,18,17,9,9,false,true,false,0.27226777482724335,0.08467330670185325,5.861133053177846,0.0,-6.4151201248168945,6.4151153564453125,0.005200000014156103,0.0051791914738714695,0.0002154331305064261,1000-1500,<15deg,3.208589894458454,5.861133053177846,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
current_candidate_reference,test,4,0,both_bins_wrong,0.4875,1134.0,1008.0,126.000000,rectangular_notch,rotated_rect,rectangular_notch|rectangular_notch|rectangular_notch,rotated_rect|rotated_rect|rotated_rect,-0.011699999682605267,-0.009361953474581242,-0.002899999963119626,-0.002951502799987793,8,9,4,4,false,true,false,-0.27301374094312075,-0.03186738102446976,5.821475006660768,0.0,-13.829553604125977,13.829559326171875,0.00559999980032444,0.004817805252969265,0.0011944444850087166,1000-1500,<15deg,4.431268641378538,5.821475006660768,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
current_candidate_reference,test,4,1,both_bins_wrong,0.4875,1134.0,1008.0,126.000000,rectangular_notch,rotated_rect,rectangular_notch|rectangular_notch|rectangular_notch,rotated_rect|rotated_rect|rotated_rect,-0.0012000000569969416,-0.00010590828605927527,0.004600000102072954,0.003690994344651699,12,12,9,8,true,false,false,0.34019416762986276,0.4375526750239209,5.258617704680177,0.0,24.3217830657959,24.32177734375,0.004399999976158142,0.0049295080825686455,0.0010798578150570393,1000-1500,<15deg,4.431268641378538,5.821475006660768,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
current_candidate_reference,test,4,2,both_bins_wrong,0.4875,1134.0,1008.0,126.000000,rectangular_notch,rotated_rect,rectangular_notch|rectangular_notch|rectangular_notch,rotated_rect|rotated_rect|rotated_rect,0.00930000003427267,0.010189664550125599,-0.002899999963119626,-0.0028889758978039026,15,15,4,4,true,true,true,0.27663006658118366,0.00682114056656824,2.2137132127946693,0.0,-12.275381088256836,12.275375366210938,0.005200000014156103,0.005190351977944374,0.00036024185828864574,1000-1500,<15deg,4.431268641378538,5.821475006660768,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
current_candidate_reference,test,5,0,x_bin_wrong,0.4671232876712329,1084.0,1058.0,26.000000,rectangular_notch,rectangular_notch,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect,-0.02019999921321869,-0.01853751391172409,0.004900000058114529,0.00478202011436224,6,6,9,9,true,true,true,0.516929034987741,-0.07300009182840794,4.176464653232449,0.0,-1.596850872039795,1.5968475341796875,0.00559999980032444,0.004794278182089329,0.0009469767101109028,1000-1500,<15deg,4.156142957685934,4.229502338042993,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
current_candidate_reference,test,5,1,x_bin_wrong,0.4671232876712329,1084.0,1058.0,26.000000,rectangular_notch,rectangular_notch,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect,-0.0012000000569969416,0.00042225245852023363,-0.005400000140070915,-0.005494652781635523,12,12,2,2,true,true,true,0.5044191528182683,-0.05856632327716027,4.062461881782361,0.0,-0.06007671356201172,0.0600738525390625,0.004399999976158142,0.004961145576089621,0.0006463160971179605,1000-1500,<15deg,4.156142957685934,4.229502338042993,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
current_candidate_reference,test,5,2,x_bin_wrong,0.4671232876712329,1084.0,1058.0,26.000000,rotated_rect,rotated_rect,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect,0.017799999564886093,0.019499169662594795,0.004900000058114529,0.004868822172284126,17,18,9,9,false,true,false,-0.47166428593447607,-0.01929131728875605,4.229502338042993,-10.0,-7.964623928070068,2.035369873046875,0.005200000014156103,0.005204676650464535,0.00022681640984956175,1000-1500,<15deg,4.156142957685934,4.229502338042993,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
current_candidate_reference,test,6,0,bins_correct_center_or_offset_bad,0.5068002863278454,1095.0,1010.0,85.000000,rectangular_notch,rectangular_notch,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rotated_rect|rotated_rect,-0.010499999858438969,-0.00869927927851677,-0.003000000026077032,-0.0029582534916698933,9,9,4,4,true,true,true,0.5599115678345576,0.025830668741777585,4.484056643657214,0.0,-8.486966133117676,8.486968994140625,0.004399999976158142,0.0054375361651182175,0.0010986560955643654,1000-1500,<15deg,3.660544323360997,4.484056643657214,0.000000,0.000000,0.000000,0.000000,0,0,0.000000
