runner config | sample=13 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=0.000000e+00
sample=13 | outer=1/30 | loss_phi=2.515589e+00 | loss_mu=1.156345e+00 | mu_mse=1.873182e+05 | mu_mae=4.289612e+02 | defect_area_pred=29 | defect_area_label=5 | defect_iou=1.724138e-01
sample=13 | outer=2/30 | loss_phi=2.498535e+00 | loss_mu=6.813753e-01 | mu_mse=9.416506e+04 | mu_mae=2.934192e+02 | defect_area_pred=15 | defect_area_label=5 | defect_iou=3.333333e-01
sample=13 | outer=3/30 | loss_phi=2.496467e+00 | loss_mu=4.631471e-01 | mu_mse=5.067770e+04 | mu_mae=1.964733e+02 | defect_area_pred=12 | defect_area_label=5 | defect_iou=4.166667e-01
sample=13 | outer=4/30 | loss_phi=2.495609e+00 | loss_mu=4.841704e-01 | mu_mse=4.097293e+04 | mu_mae=1.628814e+02 | defect_area_pred=11 | defect_area_label=5 | defect_iou=4.545455e-01
sample=13 | outer=5/30 | loss_phi=2.494476e+00 | loss_mu=5.478222e-01 | mu_mse=4.140124e+04 | mu_mae=1.613001e+02 | defect_area_pred=11 | defect_area_label=5 | defect_iou=4.545455e-01
sample=13 | outer=6/30 | loss_phi=2.493055e+00 | loss_mu=6.433653e-01 | mu_mse=5.026075e+04 | mu_mae=1.834780e+02 | defect_area_pred=11 | defect_area_label=5 | defect_iou=4.545455e-01
sample=13 | outer=7/30 | loss_phi=2.490976e+00 | loss_mu=8.064067e-01 | mu_mse=5.953676e+04 | mu_mae=2.006499e+02 | defect_area_pred=11 | defect_area_label=5 | defect_iou=4.545455e-01
sample=13 | outer=8/30 | loss_phi=2.488202e+00 | loss_mu=1.099990e+00 | mu_mse=8.890469e+04 | mu_mae=2.506681e+02 | defect_area_pred=15 | defect_area_label=5 | defect_iou=3.333333e-01
sample=13 | outer=9/30 | loss_phi=2.482071e+00 | loss_mu=1.103676e+00 | mu_mse=3.216563e+05 | mu_mae=4.635219e+02 | defect_area_pred=80 | defect_area_label=5 | defect_iou=6.250000e-02
sample=13 | outer=10/30 | loss_phi=2.426062e+00 | loss_mu=1.121149e+00 | mu_mse=3.610318e+05 | mu_mae=4.777257e+02 | defect_area_pred=83 | defect_area_label=5 | defect_iou=6.024097e-02
