step,total_loss,presence_loss,type_loss,type_extra_loss,rotation_extra_loss,weighted_type_extra_loss,weighted_rotation_extra_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,center_grid_loss,weighted_center_grid_loss,center_axis_relative_loss,weighted_center_axis_relative_loss,center_bin_loss,weighted_center_bin_loss,center_x_bin_loss,center_y_bin_loss,weighted_center_x_bin_loss,weighted_center_y_bin_loss,center_bin_slot_weight_mean,center_bin_slot_weight_max,center_offset_loss,weighted_center_offset_loss,aux_center_bin_loss,weighted_aux_center_bin_loss,aux_center_offset_loss,weighted_aux_center_offset_loss,parametric_total_loss,raster_total_loss,raster_bce_loss,raster_dice_loss,raster_soft_iou,raster_soft_dice,raster_loss_active,val_mask_iou_at_step,val_loss_at_step,is_best_step
1,1.0774613618850708,0.6923149228096008,0.0,0.0,0.005834302864968777,0.0,0.0,0.3851464092731476,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0774613618850708,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
100,0.3823865056037903,3.4268457966391e-05,0.0,0.0,1.0624568176353932e-06,0.0,0.0,0.38235223293304443,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3823865056037903,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
200,0.3823699951171875,2.3286656869458966e-05,0.0,0.0,7.39603251531662e-07,0.0,0.0,0.3823467195034027,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3823699951171875,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
300,0.3823626637458801,1.6041676644817926e-05,0.0,0.0,2.396693288275742e-09,0.0,0.0,0.38234663009643555,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3823626637458801,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
400,0.3823580741882324,1.1481421097414568e-05,0.0,0.0,3.626155731240033e-08,0.0,0.0,0.38234660029411316,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3823580741882324,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
500,0.3823992908000946,8.650170457258355e-06,0.0,0.0,0.00023760483600199223,0.0,0.0,0.3823906481266022,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3823992908000946,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
600,0.38236868381500244,6.493938144558342e-06,0.0,0.0,1.1334899681969546e-05,0.0,0.0,0.3823621869087219,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38236868381500244,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
700,0.3823520243167877,5.452497134683654e-06,0.0,0.0,8.675029028459846e-10,0.0,0.0,0.38234657049179077,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3823520243167877,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
800,0.38235118985176086,4.561852620099671e-06,0.0,0.0,2.4082274308057094e-07,0.0,0.0,0.38234663009643555,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38235118985176086,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
900,0.3823540508747101,4.009103577118367e-06,0.0,0.0,1.873999337931309e-07,0.0,0.0,0.38235002756118774,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3823540508747101,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
