split,presence_accuracy,type_accuracy_present,continuous_mae_mean,center_mae,center_grid_mae,center_axis_relative_mae,center_x_bin_accuracy,center_y_bin_accuracy,center_offset_mae,aux_center_x_bin_accuracy,aux_center_y_bin_accuracy,aux_center_offset_mae,axis_mae,rotation_mae,depth_mae,param_mask_iou,param_mask_dice,encoder_type,head_mode,feature_fusion_mode,feature_dim,seed,component_matching_mode,lambda_raster_bce,lambda_raster_dice,raster_loss_start_step,raster_softness_cells,raster_target_source,val_selection_metric,val_selection_interval,lambda_type_extra,lambda_rotation_extra,rotation_loss_mode,lambda_center_grid,lambda_center_axis_relative,center_axis_relative_eps,center_representation,center_bin_size_cells,center_x_bins,center_y_bins,lambda_center_bin,lambda_center_offset,center_bin_x_weight,center_bin_y_weight,center_bin_slot_weights,center_bin_slot_weights_resolved,aux_center_head,lambda_aux_center_bin,lambda_aux_center_offset,aux_center_x_weight,aux_center_y_weight,best_step,best_val_mask_iou,best_val_loss
train,1.0,1.0,0.8305435180664062,0.007769644260406494,36.93707275390625,2.411250352859497,nan,nan,nan,nan,nan,nan,0.0013310960493981838,0.05343424528837204,4.9641265869140625,0.039498054135632885,0.057040188789126436,mlp,shared,none,0,1,fixed,0.0,0.0,0,1.0,masks,none,0,0.0,0.0,mse,0.0,0.0,1e-06,continuous,8,0,0,1.0,1.0,1.0,1.0,,"1.0,1.0,1.0",False,0.0,0.0,1.0,1.0,,nan,nan
