split,presence_accuracy,type_accuracy_present,continuous_mae_mean,center_mae,axis_mae,rotation_mae,depth_mae,param_mask_iou,param_mask_dice,encoder_type,head_mode,feature_fusion_mode,feature_dim,component_matching_mode,lambda_raster_bce,lambda_raster_dice,raster_loss_start_step,raster_softness_cells,raster_target_source,val_selection_metric,val_selection_interval,lambda_type_extra,lambda_rotation_extra,rotation_loss_mode,best_step,best_val_mask_iou,best_val_loss
train,1.0,1.0,0.03955307602882385,0.0002670472313184291,7.760471817164216e-06,0.23676340281963348,5.38106633030111e-06,0.677000792091137,0.8051573937589391,mlp,shared,none,0,fixed,0.0,0.0,0,1.0,masks,none,0,1.0,0.0,mse,,nan,nan
