split,sample_index,component_slot,hard_case_type,component_type,true_center_x_bin,pred_center_x_bin,true_center_y_bin,pred_center_y_bin,x_bin_error,y_bin_error,abs_x_bin_error,abs_y_bin_error,x_bin_correct,y_bin_correct,both_bins_correct,center_offset_mae,center_offset_y_abs,center_offset_y_margin_to_boundary,local_vertex_grid_mae,decoded_vertex_mae,target_bbox_height_grid,defect_axis_y,rotation_angle,is_true_rotated,is_true_multi_component,type_true,type_pred,type_correct,polygon_iou,zero_iou,pred_area,target_area,area_diff,all_bins_exactly_covered,all_bins_within_distance1,max_center_bin_distance_to_train
train,0,0,bins_correct_center_or_offset_bad,rotated_rect,7,7,5,5,0,0,0,0,1,1,1,0.00041009485721588135,0.4606253206729889,0.03937467932701111,0.01794147491455078,6.412978564185323e-06,3.236599922180176,0.000613333333333,0.75,1,0,1,1,1,1.0,0,63,63,0,1,1,0.0
train,1,0,bins_correct_center_or_offset_bad,rectangular_notch,14,14,6,6,0,0,0,0,1,1,1,0.0007132217288017273,0.14750008285045624,0.35249991714954376,0.013092100620269775,4.862429705099203e-06,3.366000175476074,0.00068,0.0,0,0,0,0,1,1.0,0,63,63,0,1,1,0.0
train,2,0,bins_correct_center_or_offset_bad,rotated_rect,3,3,3,3,0,0,0,0,1,1,1,0.000780642032623291,0.2825002074241638,0.21749979257583618,0.006805866956710815,3.4092809073626995e-06,3.9181411266326904,0.000746666666667,-0.75,1,0,1,1,1,1.0,0,92,92,0,1,1,0.0
train,3,0,bins_correct_center_or_offset_bad,rotated_rect,10,10,3,3,0,0,0,0,1,1,1,0.00033415108919143677,0.10937508940696716,0.39062491059303284,0.036026135087013245,1.305751720792614e-05,4.2589111328125,0.000813333333333,0.75,1,0,1,1,1,0.9484536082474226,0,97,92,5,1,1,0.0
train,4,0,bins_correct_center_or_offset_bad,rectangular_notch,17,17,4,4,0,0,0,0,1,1,1,0.0017051249742507935,0.4987497329711914,0.0012502670288085938,0.016681626439094543,7.119640940800309e-06,3.0359995365142822,0.000613333333333,0.0,0,0,0,0,1,1.0,0,57,57,0,1,1,0.0
train,5,0,bins_correct_center_or_offset_bad,rotated_rect,6,6,4,4,0,0,0,0,1,1,1,0.0009307116270065308,0.10687486082315445,0.39312513917684555,0.0053442418575286865,2.9538932722061872e-06,3.5665719509124756,0.00068,-0.75,1,0,1,1,1,1.0,0,63,63,0,1,1,0.0
train,6,0,bins_correct_center_or_offset_bad,rotated_rect,6,6,3,3,0,0,0,0,1,1,1,0.0008547008037567139,0.31150001287460327,0.18849998712539673,0.009877920150756836,4.167261067777872e-06,3.1029257774353027,0.000613333333333,-0.25,1,0,1,1,1,0.9078947368421053,0,71,74,-3,1,1,0.0
train,7,0,both_bins_wrong_like,rotated_rect,15,15,4,4,0,0,0,0,1,1,1,0.0013441592454910278,0.3525000214576721,0.14749997854232788,0.014742851257324219,6.679314537905157e-06,4.3947434425354,0.0022,-0.35,1,1,1,1,1,0.975,0,156,160,-4,1,1,0.0
train,7,1,both_bins_wrong_like,rectangular_notch,17,17,5,5,0,0,0,0,1,1,1,0.0018043220043182373,0.21875032782554626,0.28124967217445374,0.006825074553489685,5.037447408540174e-06,3.630000114440918,0.0022,-0.35,0,1,0,0,1,0.975,0,156,160,-4,1,1,0.0
train,8,0,both_bins_wrong_like,rotated_rect,12,12,6,6,0,0,0,0,1,1,1,0.0007073432207107544,0.35249996185302734,0.14750003814697266,0.03231737017631531,1.167660957435146e-05,4.728769779205322,0.000933333333333,0.35,1,0,1,1,1,1.0,0,120,120,0,1,1,0.0
train,9,0,both_bins_wrong_like,rotated_rect,15,15,5,5,0,0,0,0,1,1,1,0.0008294582366943359,0.3525002896785736,0.1474997103214264,0.009797275066375732,4.396752956381533e-06,4.728769302368164,0.00223333333333,-0.35,1,1,1,1,1,1.0,0,184,184,0,1,1,0.0
train,9,1,both_bins_wrong_like,rectangular_notch,17,17,6,6,0,0,0,0,1,1,1,0.0016604289412498474,0.21874992549419403,0.28125007450580597,0.0036004632711410522,4.567831638269126e-06,3.630000114440918,0.00223333333333,-0.35,0,1,0,0,1,1.0,0,184,184,0,1,1,0.0
train,10,0,both_bins_wrong_like,rotated_rect,9,9,4,4,0,0,0,0,1,1,1,0.0013206452131271362,0.3525000214576721,0.14749997854232788,0.012696713209152222,5.611320375464857e-06,4.3947434425354,0.0022,-0.35,1,1,1,1,1,0.975,0,156,160,-4,1,1,0.0
train,10,1,both_bins_wrong_like,rectangular_notch,11,11,5,5,0,0,0,0,1,1,1,0.0015831589698791504,0.21875032782554626,0.28124967217445374,0.006140187382698059,4.565918061416596e-06,3.630000114440918,0.0022,-0.35,0,1,0,0,1,0.975,0,156,160,-4,1,1,0.0
train,11,0,both_bins_wrong_like,rotated_rect,14,14,6,6,0,0,0,0,1,1,1,0.00047388672828674316,0.35249996185302734,0.14750003814697266,0.023097187280654907,8.16912142909132e-06,4.728769779205322,0.000933333333333,0.35,1,0,1,1,1,1.0,0,120,120,0,1,1,0.0
train,12,0,geometry_or_type_interaction,rotated_rect,15,15,5,5,0,0,0,0,1,1,1,0.0007495656609535217,0.33549976348876953,0.16450023651123047,0.02325683832168579,8.672679541632533e-06,3.349151372909546,0.00161333333333,0.75,1,1,1,1,1,1.0,0,105,105,0,1,1,0.0
