sample_index,variant,intersection,union,false_positive_pixels,false_negative_pixels,symmetric_diff_pixels,pred_area,target_area,area_diff,iou,dice
0,pred_polygon,189,194,5,0,5,194,189,5,0.9742268041237113,0.9869451697127938
