split,sample_index,component_slot,matched_slot,presence_true,presence_prob,presence_pred,type_true,type_pred,type_correct,center_x_true,center_x_pred,center_y_true,center_y_pred,axis_x_true,axis_x_pred,axis_y_true,axis_y_pred,depth_true,depth_pred,rotation_true,rotation_pred,center_error,axis_error,depth_error,rotation_error,target_schema,type_vocab,run_label,center_x_bin_true_derived,center_x_bin_pred_derived,center_y_bin_true_derived,center_y_bin_pred_derived,x_bin_correct,y_bin_correct,both_bins_correct,center_x_grid_error,center_y_grid_error,center_grid_error,center_offset_x_abs_error,center_offset_y_abs_error,center_offset_mae,pred_mask_iou,pred_area,target_area,area_diff,hard_case_type,defect_type,rotation_angle,component_type_combination
train,11,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,-0.0108250137418508,-0.0108251478523015,0.0056060603819787,0.0056077553890645,0.0115555552765727,0.0115519342944026,0.0012000000569969,0.0012000766582787,85.0,85.00088500976562,0.0,-0.000143053010106,1.7003043240038096e-06,3.6217923025105847e-06,0.000885009765625,0.0001373291015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,9,9,9,9,True,True,True,0.00033359975357592184,0.008390285262248337,0.008396914646314297,4.169996919695107e-05,0.0010487856577810206,0.0005452428134889858,1.0,168,168,0,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
train,12,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,0.0105619207024574,0.010558214969933,0.0007575757335871,0.0007654508226551,0.0115555552765727,0.0115823978558182,0.0012000000569969,0.0011986627941951,70.0,69.9853744506836,0.0,0.0002623330801725,8.703417734068353e-06,2.6875870389631015e-05,0.0146255493164062,0.0002593994140625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,15,15,6,6,True,True,True,0.009218009860484057,0.03898169175790821,0.040056759705404905,0.0011522512325605194,0.004872711469738528,0.0030124813511495235,1.0,174,174,0,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
train,13,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,-0.0230461191385984,-0.0230528060346841,-0.0040909089148044,-0.0040963180363178,0.0115555552765727,0.0115625942125916,0.0012000000569969,0.0012004371965304,75.0,75.00455474853516,0.0,-0.0021298862993717,8.600765795563348e-06,7.052496584947221e-06,0.0045547485351562,0.00213623046875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,5,5,3,3,True,True,True,0.016633654384972316,0.02677515208980389,0.03152121868885844,0.002079206798121541,0.003346894011225482,0.0027130504046735116,1.0,174,174,0,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
train,14,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,-0.0016591848107054,-0.0016596664208918,0.0039898990653455,0.0039946474134922,0.0115555552765727,0.0115505903959274,0.0012000000569969,0.0012010607169941,80.0,79.9857177734375,0.0,-0.0012950245290994,4.772709871758707e-06,5.076912202639505e-06,0.0142822265625,0.0012969970703125,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,11,11,8,8,True,True,True,0.0011980053654479985,0.023504323851529736,0.02353483495954947,0.00014975067068101477,0.002938040481441223,0.001543895576061119,1.0,168,168,0,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
train,15,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,0.0221328865736722,0.0221399813890457,-0.0037333334330469,-0.0037377844564616,0.0111111113801598,0.0111302696168422,0.000866666669026,0.0008645053603686,85.0,85.00593566894531,0.0,-0.0002122931182384,8.37544121168321e-06,1.9279763364465907e-05,0.0059356689453125,0.000213623046875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,19,19,3,3,True,True,True,0.01764835363605397,0.022032566395230248,0.028229388374944445,0.0022060442045067352,0.0027540707994037628,0.002480057501955249,1.0,140,140,0,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
train,16,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,-0.0132439974695444,-0.0132378684356808,-0.0028666667640209,-0.0028666676953434,0.0092444447800517,0.00922476593405,0.0009666666737757,0.0009671435109339,70.0,70.01119232177734,0.0,0.0024027097970247,6.129033863544464e-06,1.968462129298132e-05,0.0111923217773437,0.0023956298828125,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,8,8,4,4,True,True,True,0.015245972076478969,4.610046478153295e-06,0.015245972773467259,0.0019057465095598802,5.7625580977827e-07,0.0009531613826848293,1.0,115,115,0,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
train,17,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,0.0092685651034116,0.0092705115675926,-0.0020000000949949,-0.0020066080614924,0.0098666669800877,0.0098373768851161,0.0010666666785255,0.0010670665651559,75.0,75.0075454711914,0.0,-0.0006209556013345,6.888682491990039e-06,2.929282527475152e-05,0.0075454711914062,0.0006256103515625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,15,15,4,4,True,True,True,0.0048418297584611435,0.032709434893738544,0.03306585015507148,0.0006052287198076434,0.004088679361717307,0.002346954040762475,1.0,144,144,0,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
train,18,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,-0.026108318939805,-0.0261076856404542,-0.0011333333095535,-0.0011345135280862,0.0104888891801238,0.0104924868792295,0.000866666669026,0.000866643153131,80.0,79.9962387084961,0.0,-4.9091875553131104e-05,1.3393968174568729e-06,3.5977759580418933e-06,0.0037612915039062,4.57763671875e-05,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,4,4,5,5,True,True,True,0.0015753321703288444,0.005842081867445194,0.006050751357707975,0.0001969165212911128,0.0007302602334306497,0.0004635883773608813,1.0,130,130,0,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
train,19,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,-0.0035957565996795,-0.0035939766094088,-0.0002666666696313,-0.0002710355329327,0.0111111113801598,0.0111064855009317,0.0009666666737757,0.0009665515390224,85.0,85.01353454589844,0.0,0.000583678483963,4.717555839306442e-06,4.627311682270374e-06,0.0135345458984375,0.000579833984375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,11,11,6,6,True,True,True,0.004427725897333651,0.021625873825306056,0.02207449150784626,0.0005534657371666918,0.002703234228163265,0.0016283499826649783,1.0,140,140,0,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
train,20,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,0.0189168062061071,0.018915457651019,0.0006000000284984,0.0006026931223459,0.0092444447800517,0.0092329820618033,0.0010666666785255,0.0010670146439224,70.0,69.97296905517578,0.0,-0.001280216500163,3.0118690119707026e-06,1.1467998774605803e-05,0.0270309448242187,0.00128173828125,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,18,18,6,6,True,True,True,0.003354530856633814,0.013330814843091857,0.013746399588579787,0.0004193163570792302,0.0016663518553864873,0.0010428341062328587,1.0,138,138,0,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
train,21,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,-0.0164600778371095,-0.0164721366018056,-0.0046000001020729,-0.0046007586643099,0.0098666669800877,0.0098721673712134,0.000866666669026,0.0008659758022986,75.0,74.99217987060547,0.0,0.0013104435056447,1.208259982377058e-05,5.543608949665213e-06,0.0078201293945312,0.001312255859375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,7,7,3,3,True,True,True,0.029996177852016564,0.003754883157078283,0.030230280072356577,0.0037495222315020726,0.00046936039463479906,0.002109441313068436,1.0,96,96,0,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
train,22,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,0.0143288886174559,0.0143263079226017,0.0018533333204686,0.0018563480116426,0.0080000003799796,0.007995837368071,0.0007999999797903,0.00079843448475,80.0,80.00299072265625,0.0,0.000417623668909,3.968419150623959e-06,4.447633727977518e-06,0.00299072265625,0.0004119873046875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,16,16,7,7,True,True,True,0.006419478593310298,0.014922721644848555,0.016244916949606135,0.0008024348241637558,0.0018653402056060808,0.0013338875148849183,1.0,80,80,0,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
train,23,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,0.0174044445157051,0.0174057148396968,0.002846666611731,0.0028478223830461,0.008533333428204,0.008529401384294,0.000866666669026,0.0008674650453031,85.0,85.00245666503906,0.0,-0.000257946550846,1.7174196500491234e-06,4.012278168374905e-06,0.0024566650390625,0.0002593994140625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,17,17,7,7,True,True,True,0.0031599309999816843,0.005721068137620725,0.00653573137146443,0.00039499137499771075,0.0007151335172025375,0.0005550624461001241,1.0,84,84,0,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
train,24,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,-0.0150755560025572,-0.0150779718533158,0.0038399999029934,0.0038412050344049,0.0074666668660938,0.0074710259214043,0.0007333333487622,0.0007330573862418,70.0,69.99971771240234,0.0,-0.0004315003752708,2.699754986679181e-06,4.367781912151258e-06,0.0002822875976562,0.00042724609375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,7,7,8,8,True,True,True,0.006009428896341498,0.005965400620261866,0.008467540387881528,0.0007511786120426855,0.0007456750775327314,0.0007484268447877085,1.0,76,76,0,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
train,25,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,-0.0120000001043081,-0.0119995232671499,-0.0031666667200624,-0.0031667063012719,0.0080000003799796,0.0080085024237632,0.0007999999797903,0.0008007832802832,75.0,74.99393463134766,0.0,-0.0014357306063175,4.784770908372593e-07,8.538050678907894e-06,0.0060653686523437,0.001434326171875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,8,8,4,4,True,True,True,0.0011861324575380848,0.0001959269914025972,0.0012022053039250035,0.00014826655719227255,2.449087392530913e-05,8.637871555879084e-05,1.0,80,80,0,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
train,26,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,-0.0089244442060589,-0.0089243408292531,-0.0021733334288001,-0.0021747823338955,0.008533333428204,0.0085329543799161,0.000866666669026,0.000865111243911,80.0,80.00209045410156,0.0,-0.0003238450735807,1.4525883216265356e-06,1.600944983692898e-06,0.0020904541015625,0.0003204345703125,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,9,9,4,4,True,True,True,0.0002571498101744137,0.00717208038253808,0.007176688863149936,3.214372627180495e-05,0.0008965100478172672,0.00046432688704453606,1.0,84,84,0,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
train,27,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,-0.0026666666381061,-0.0026665232144296,0.005616161506623,0.0056172264739871,0.0143999997526407,0.0144028384238481,0.0012000000569969,0.0011998091358691,85.0,85.00858306884766,0.0,0.0002194046974182,1.074581746252079e-06,2.845084281943855e-06,0.0085830688476562,0.000213623046875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,11,11,9,9,True,True,True,0.00035676640326782935,0.005271588570122642,0.005283647255367105,4.459580040848399e-05,0.0006589485712653331,0.00035177218583690856,1.0,216,216,0,rare_y_bin_wrong,rectangular_notch,0.0,rectangular_notch
train,28,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,0.001422222238034,0.001420137588866,0.0008282828493975,0.0008284278446808,0.0127999996766448,0.0128034483641386,0.001333333319053,0.0013333180686458,70.0,70.01280975341797,0.0,-0.0076749324798583,2.0896854948659893e-06,3.4487211451050825e-06,0.0128097534179687,0.0076751708984375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,12,12,6,6,True,True,True,0.00518556492130647,0.0007177266683774109,0.005234999056693736,0.0006481956151632717,8.971583354716595e-05,0.00036895572435521884,1.0,186,186,0,rare_y_bin_wrong,rectangular_notch,0.0,rectangular_notch
train,29,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,0.0055111111141741,0.0055226245895028,-0.0040808082558214,-0.0040827789343893,0.0133333336561918,0.0133352102711796,0.0014666666975244,0.0014668812509626,75.0,74.9929428100586,0.0,0.0006898008286952,1.1680911484290846e-05,1.8888401882577453e-06,0.0070571899414062,0.0006866455078125,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,14,14,3,3,True,True,True,0.028639770520290833,0.009754859129144233,0.030255474415126403,0.0035799713150363455,0.0012193573911430389,0.002399664353089692,1.0,231,231,0,rare_y_bin_wrong,rectangular_notch,0.0,rectangular_notch
val,0,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,0.0111097712069749,0.0107030132785439,-0.0012666666880249,0.0007197968079708,0.0149333337321877,0.0120224254205822,0.0014666666975244,0.0012623891234397,80.0,72.55701446533203,0.0,-0.0773000717163086,0.0020276808645576,0.0029180673882365,7.442985534667969,0.077301025390625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,15,15,5,6,True,False,False,1.011810369587835,9.83299452496327,9.884914847987469,0.1264762961984794,0.22912431562040883,0.17780030590944412,0.0,210,259,-49,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
val,1,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,-0.0244279168546199,-0.0226772129535675,-0.0006333333440124,-0.004578654654324,0.0156444441527128,0.0130405146628618,0.0015999999595806,0.0014107648748904,85.0,72.61834716796875,0.0,-0.0534520708024501,0.0043163090012967,0.0026107965968549,12.38165283203125,0.0534515380859375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,4,5,5,3,False,False,False,4.354876051206907,19.529340922557207,20.009000532031656,0.4556404935991368,0.44116761531965054,0.4484040544593937,0.0,231,312,-81,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
val,2,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,-0.0017545504961162,-0.0020547944586724,0.0,0.0039661261253058,0.0135111110284924,0.0129715213552117,0.001733333338052,0.001289781415835,70.0,81.01353454589844,0.0,-0.0099084377288818,0.0039774747565388,0.0006984950741752,11.013534545898438,0.0099029541015625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,11,11,6,8,True,False,False,0.7468568735520991,19.632324759080365,19.64652566322025,0.09335710919401241,0.4540405948850458,0.2736988520395291,0.0,224,264,-40,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
val,3,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,0.0197277497500181,0.0191716123372316,0.002373737283051,0.00054700585315,0.0115555552765727,0.0106571651995182,0.0012000000569969,0.0012823039432987,75.0,72.03299713134766,0.0,-0.0249054878950119,0.0019095122115686,0.0009021522710099,2.967002868652344,0.02490234375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,18,18,7,6,True,False,False,1.3833918452276301,9.04232078012157,9.147531803063636,0.17292398065345377,0.13029009751519632,0.15160703908432505,0.0,162,168,-6,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
val,4,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,-0.0138802900910377,-0.0134020000696182,-0.0024747473653405,-0.0026221603620797,0.0115555552765727,0.0095258662477135,0.0012000000569969,0.0009945818455889,80.0,69.25249481201172,0.0,-0.0087741985917091,0.0005004917038604,0.0020400574430823,10.74750518798828,0.0087738037109375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,8,8,4,4,True,True,True,1.1897464548739096,0.729694350168981,1.3956899625466852,0.1487183068592387,0.09121179377112264,0.11996505031518068,0.5517241379310345,96,174,-78,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
val,5,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,0.0092685651034116,0.0096090044826269,-0.0046000001020729,-0.0019189806189388,0.0111111113801598,0.0099027222022414,0.0010666666785255,0.0011081577977165,85.0,72.53282928466797,0.0,-0.0416592322289943,0.0027025477029383,0.001209101290442,12.467170715332031,0.041656494140625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,15,15,3,5,True,False,False,0.846842974726473,13.271046738144806,13.29803837225128,0.10585537184080912,0.3411191577318994,0.22348726478635425,0.0,120,140,-20,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
val,6,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,-0.026108318939805,-0.0255500376224517,-0.0037333334330469,-0.0008296768646687,0.0092444447800517,0.0119424704462289,0.000866666669026,0.0012071310775354,70.0,76.43730926513672,0.0,0.0055398177355527,0.0029568395111709,0.0027194223366677,6.437309265136719,0.0055389404296875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,4,4,3,5,True,False,False,1.3887248079567536,14.373100334735918,14.440033581145865,0.17359060099459422,0.2033624581580105,0.18847652957630234,0.0,174,115,59,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
val,7,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,-0.0106488885357975,-0.01253667101264,0.0007533333264291,-0.0027212162967771,0.0080000003799796,0.008827437646687,0.0007999999797903,0.000887801987119,75.0,76.15988159179688,0.0,-0.0406091548502445,0.0039542657323181,0.0008320827037096,1.159881591796875,0.0406036376953125,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,9,8,6,4,False,False,False,4.695859016106344,17.19902101929877,17.828556192844896,0.41301762298670713,0.14987762741234573,0.28144762519952643,0.0,110,76,34,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
val,8,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,-0.0075733331032097,-0.0090776160359382,0.0017466666176915,-0.002238739747554,0.008533333428204,0.0088964272290468,0.000866666669026,0.0009027684573084,80.0,79.4317855834961,0.0,0.0096788518130779,0.0042598508298397,0.0003648841520771,0.5682144165039062,0.009674072265625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,normalized_v3_candidate,10,9,7,4,False,False,False,3.741903878800214,19.727761948915067,20.07950288605874,0.5322620151499744,0.5340297563856168,0.5331458857677955,0.0,88,84,4,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
