run_label,split,sample_index,hard_case_type,mask_iou,center_grid_mae,max_center_grid_error,x_bin_acc,y_bin_acc,both_bin_acc,center_offset_mae,pred_area,target_area,area_diff
normalized_v3_candidate,test,8,geometry_or_type_interaction,0.0,33.05301684940861,33.05301684940861,1.0,0.0,0.0,0.07243522866712532,84,76,8
normalized_v3_candidate,test,9,rare_y_bin_wrong,0.0,31.86789449569451,31.86789449569451,1.0,0.0,0.0,0.015702974620546525,264,231,33
normalized_v3_param_only,test,9,rare_y_bin_wrong,0.0,30.896573165791033,30.896573165791033,1.0,0.0,0.0,0.09770474462243571,232,231,1
normalized_v3_param_only,test,8,geometry_or_type_interaction,0.0,29.648109678525866,29.648109678525866,1.0,0.0,0.0,0.21219207302680482,110,76,34
normalized_v3_param_only,val,2,x_bin_wrong_like,0.0,25.816706816903647,25.816706816903647,1.0,0.0,0.0,0.27356854236422223,160,264,-104
normalized_v3_candidate,test,3,both_bins_wrong_like,0.0,24.528424536522653,24.528424536522653,1.0,0.0,0.0,0.30720143136002515,217,135,82
normalized_v3_param_only,val,7,geometry_or_type_interaction,0.0,22.94603104083443,22.94603104083443,1.0,0.0,0.0,0.20879495016867455,84,76,8
normalized_v3_param_only,val,8,geometry_or_type_interaction,0.0,22.754418240623984,22.754418240623984,1.0,0.0,0.0,0.2341487977487148,150,84,66
normalized_v3_param_only,test,3,both_bins_wrong_like,0.0,22.477721309707828,22.477721309707828,0.0,0.0,0.0,0.3244684477741483,196,135,61
normalized_v3_candidate,val,8,geometry_or_type_interaction,0.0,20.07950288605874,20.07950288605874,0.0,0.0,0.0,0.5331458857677955,88,84,4
normalized_v3_candidate,val,1,x_bin_wrong_like,0.0,20.009000532031656,20.009000532031656,0.0,0.0,0.0,0.4484040544593937,231,312,-81
normalized_v3_candidate,val,2,x_bin_wrong_like,0.0,19.64652566322025,19.64652566322025,1.0,0.0,0.0,0.2736988520395291,224,264,-40
normalized_v3_candidate,val,7,geometry_or_type_interaction,0.0,17.828556192844896,17.828556192844896,0.0,0.0,0.0,0.28144762519952643,110,76,34
normalized_v3_param_only,val,6,bins_correct_center_or_offset_bad,0.0,16.827549379394767,16.827549379394767,0.0,0.0,0.0,0.15480762158816896,163,115,48
normalized_v3_candidate,val,9,rare_y_bin_wrong,0.0,16.271266193946648,16.271266193946648,1.0,0.0,0.0,0.04697712188726509,231,216,15
normalized_v3_param_only,val,1,x_bin_wrong_like,0.0,15.975287245651874,15.975287245651874,0.0,0.0,0.0,0.38807640879657623,183,312,-129
normalized_v3_param_only,val,5,bins_correct_center_or_offset_bad,0.0,15.182732905706937,15.182732905706937,1.0,0.0,0.0,0.1968824861602131,142,140,2
normalized_v3_candidate,val,6,bins_correct_center_or_offset_bad,0.0,14.440033581145865,14.440033581145865,1.0,0.0,0.0,0.18847652957630234,174,115,59
normalized_v3_candidate,test,5,bins_correct_center_or_offset_bad,0.0,14.211011683740837,14.211011683740837,1.0,0.0,0.0,0.4155701612153966,231,96,135
normalized_v3_param_only,val,9,rare_y_bin_wrong,0.0,13.447600144500454,13.447600144500454,1.0,0.0,0.0,0.17907585952431834,238,216,22
normalized_v3_candidate,val,5,bins_correct_center_or_offset_bad,0.0,13.29803837225128,13.29803837225128,1.0,0.0,0.0,0.22348726478635425,120,140,-20
normalized_v3_param_only,test,5,bins_correct_center_or_offset_bad,0.0,11.410052579424297,11.410052579424297,1.0,0.0,0.0,0.6488782762033496,212,96,116
normalized_v3_candidate,test,0,x_bin_wrong_like,0.0,10.553917644288486,10.553917644288486,1.0,0.0,0.0,0.2583086653868384,272,264,8
normalized_v3_candidate,val,0,x_bin_wrong_like,0.0,9.884914847987469,9.884914847987469,1.0,0.0,0.0,0.17780030590944412,210,259,-49
normalized_v3_param_only,val,3,both_bins_wrong_like,0.0,9.71638032384781,9.71638032384781,0.0,0.0,0.0,0.14406485092016108,154,168,-14
normalized_v3_candidate,val,3,both_bins_wrong_like,0.0,9.147531803063636,9.147531803063636,1.0,0.0,0.0,0.15160703908432505,162,168,-6
normalized_v3_param_only,val,0,x_bin_wrong_like,0.0,9.042437493410551,9.042437493410551,0.0,0.0,0.0,0.2674353046790645,125,259,-134
normalized_v3_param_only,test,7,geometry_or_type_interaction,0.0,8.25676340712639,8.25676340712639,1.0,0.0,0.0,0.11823682953564,66,84,-18
normalized_v3_candidate,test,7,geometry_or_type_interaction,0.0,7.989246741058199,7.989246741058199,1.0,0.0,0.0,0.03462915815454791,192,84,108
normalized_v3_param_only,val,4,both_bins_wrong_like,0.0,6.585176409256841,6.585176409256841,1.0,0.0,0.0,0.25956006391330233,57,174,-117
