step,loss,presence_loss,type_loss,center_bin_loss,center_x_bin_loss,center_y_bin_loss,center_y_bin_extra_loss,center_offset_loss,local_vertex_loss,center_aux_loss,box_aux_loss,area_aux_loss,edge_aux_loss,weighted_presence_loss,weighted_type_loss,weighted_center_bin_loss,weighted_center_y_bin_extra_loss,weighted_center_offset_loss,weighted_local_vertex_loss
1000,0.8860797882080078,0.002675919095054269,0.0007774942205287516,0.13888932764530182,0.0075309681706130505,0.2702476978302002,1.2634119987487793,0.01026103924959898,0.009420613758265972,-0.0,-0.0,-0.0,-0.0,0.002675919095054269,0.0007774942205287516,0.13888932764530182,0.6317059993743896,0.10261039435863495,0.009420613758265972
1100,0.8483619093894958,0.002302823355421424,0.000667859276290983,0.13654761016368866,0.006420492194592953,0.2666747272014618,1.2659436464309692,0.006654326803982258,0.009328545071184635,-0.0,-0.0,-0.0,-0.0,0.002302823355421424,0.000667859276290983,0.13654761016368866,0.6329718232154846,0.06654326617717743,0.009328545071184635
1200,0.8453885912895203,0.002066988032311201,0.000596529571339488,0.1363518387079239,0.005741263274103403,0.2669624090194702,1.265139102935791,0.0038094501942396164,0.03570916876196861,-0.0,-0.0,-0.0,-0.0,0.002066988032311201,0.000596529571339488,0.1363518387079239,0.6325695514678955,0.038094501942396164,0.03570916876196861
1300,0.8038531541824341,0.0016286056488752365,0.00046715905773453414,0.13592737913131714,0.004480236209928989,0.26737451553344727,1.2639621496200562,0.0029221794102340937,0.004627169109880924,-0.0,-0.0,-0.0,-0.0,0.0016286056488752365,0.00046715905773453414,0.13592737913131714,0.6319810748100281,0.02922179363667965,0.004627169109880924
1400,0.8605961799621582,0.0015535182319581509,0.0004914656165055931,0.13665138185024261,0.004401399753987789,0.26890137791633606,1.2623475790023804,0.007823006249964237,0.012495948933064938,-0.0,-0.0,-0.0,-0.0,0.0015535182319581509,0.0004914656165055931,0.13665138185024261,0.6311737895011902,0.07823006063699722,0.012495948933064938
1500,0.7820764183998108,0.00130137347150594,0.000401557917939499,0.13532181084156036,0.0036227672826498747,0.2670208513736725,1.2636176347732544,0.001151515287347138,0.001727680559270084,-0.0,-0.0,-0.0,-0.0,0.00130137347150594,0.000401557917939499,0.13532181084156036,0.6318088173866272,0.011515152640640736,0.001727680559270084
1600,0.7975349426269531,0.001115218154154718,0.0003523385676089674,0.13494139909744263,0.00314506096765399,0.2667377293109894,1.2635958194732666,0.002487262012436986,0.004455439746379852,-0.0,-0.0,-0.0,-0.0,0.001115218154154718,0.0003523385676089674,0.13494139909744263,0.6317979097366333,0.024872619658708572,0.004455439746379852
1700,0.787176787853241,0.0009810865158215165,0.0003137181047350168,0.13517199456691742,0.0027856645174324512,0.26755833625793457,1.2625452280044556,0.0015237221959978342,0.00420012790709734,-0.0,-0.0,-0.0,-0.0,0.0009810865158215165,0.0003137181047350168,0.13517199456691742,0.6312726140022278,0.015237221494317055,0.00420012790709734
1800,0.7866140604019165,0.0008607442723587155,0.00027895841049030423,0.13493195176124573,0.0024562389589846134,0.2674076557159424,1.262476921081543,0.0016337210545316339,0.0029667329508811235,-0.0,-0.0,-0.0,-0.0,0.0008607442723587155,0.00027895841049030423,0.13493195176124573,0.6312384605407715,0.016337210312485695,0.0029667329508811235
1900,0.7993713617324829,0.0007682119612582028,0.000252034718869254,0.13484220206737518,0.002198017667979002,0.2674863934516907,1.2622177600860596,0.002660089870914817,0.005799113307148218,-0.0,-0.0,-0.0,-0.0,0.0007682119612582028,0.000252034718869254,0.13484220206737518,0.6311088800430298,0.026600899174809456,0.005799113307148218
2000,0.7840579152107239,0.0006993911229074001,0.00023863113892730325,0.1347905844449997,0.0020437557250261307,0.2675374150276184,1.2620247602462769,0.001165321096777916,0.005663687828928232,-0.0,-0.0,-0.0,-0.0,0.0006993911229074001,0.00023863113892730325,0.1347905844449997,0.6310123801231384,0.01165321096777916,0.005663687828928232
2100,0.787790834903717,0.0006260191439650953,0.00021530278900172561,0.1340951919555664,0.0018278091447427869,0.26636257767677307,1.2630425691604614,0.001695083687081933,0.004382212646305561,-0.0,-0.0,-0.0,-0.0,0.0006260191439650953,0.00021530278900172561,0.1340951919555664,0.6315212845802307,0.016950836405158043,0.004382212646305561
2200,0.7825946807861328,0.0005842178361490369,0.00020287834922783077,0.1342582255601883,0.0017073291819542646,0.2668091356754303,1.2624987363815308,0.0013379991287365556,0.002919972175732255,-0.0,-0.0,-0.0,-0.0,0.0005842178361490369,0.00020287834922783077,0.1342582255601883,0.6312493681907654,0.013379991054534912,0.002919972175732255
2300,0.7844436168670654,0.0005355688626877964,0.00018526078201830387,0.13403399288654327,0.0015506506897509098,0.2665173411369324,1.2626787424087524,0.0013090750435367227,0.005258695222437382,-0.0,-0.0,-0.0,-0.0,0.0005355688626877964,0.00018526078201830387,0.13403399288654327,0.6313393712043762,0.013090750202536583,0.005258695222437382
2400,0.7856354713439941,0.0005031508626416326,0.0001808822707971558,0.1340741664171219,0.0014817407354712486,0.26666659116744995,1.2624558210372925,0.0015237999614328146,0.00441135186702013,-0.0,-0.0,-0.0,-0.0,0.0005031508626416326,0.0001808822707971558,0.1340741664171219,0.6312279105186462,0.015238000079989433,0.00441135186702013
2500,0.7762753963470459,0.00047406868543475866,0.00017009751172736287,0.13389207422733307,0.001391472527757287,0.26639267802238464,1.2626482248306274,0.000597819744143635,0.004436855670064688,-0.0,-0.0,-0.0,-0.0,0.00047406868543475866,0.00017009751172736287,0.13389207422733307,0.6313241124153137,0.0059781973250210285,0.004436855670064688
2600,0.7876251935958862,0.0004405917425174266,0.00015931014786474407,0.13373559713363647,0.0013086243998259306,0.26616257429122925,1.262818694114685,0.0015108484076336026,0.006771825719624758,-0.0,-0.0,-0.0,-0.0,0.0004405917425174266,0.00015931014786474407,0.13373559713363647,0.6314093470573425,0.015108483843505383,0.006771825719624758
2700,0.7984157204627991,0.00040954555151984096,0.00014723573985975236,0.1337798684835434,0.0012008477933704853,0.266358882188797,1.2625477313995361,0.002601047046482563,0.00679475674405694,-0.0,-0.0,-0.0,-0.0,0.00040954555151984096,0.00014723573985975236,0.1337798684835434,0.6312738656997681,0.02601047046482563,0.00679475674405694
2800,0.7784011363983154,0.00039790847222320735,0.00014334921434056014,0.13435673713684082,0.0011729650432243943,0.26754051446914673,1.2613213062286377,0.0009379638358950615,0.00346281542442739,-0.0,-0.0,-0.0,-0.0,0.00039790847222320735,0.00014334921434056014,0.13435673713684082,0.6306606531143188,0.009379638358950615,0.00346281542442739
2900,0.79582279920578,0.00037865486228838563,0.00013800256419926882,0.1345277726650238,0.00110855873208493,0.2679469883441925,1.2608870267868042,0.002339016878977418,0.006944676861166954,-0.0,-0.0,-0.0,-0.0,0.00037865486228838563,0.00013800256419926882,0.1345277726650238,0.6304435133934021,0.023390168324112892,0.006944676861166954
3000,0.7768886089324951,0.0003603455552365631,0.00013413983106147498,0.13435791432857513,0.0010686477180570364,0.2676471769809723,1.261143445968628,0.0007064138189889491,0.00440036179497838,-0.0,-0.0,-0.0,-0.0,0.0003603455552365631,0.00013413983106147498,0.13435791432857513,0.630571722984314,0.007064138073474169,0.00440036179497838
3100,0.7829416990280151,0.00034235671046189964,0.00012518458242993802,0.13423971831798553,0.0010011245030909777,0.2674783170223236,1.2612706422805786,0.0010638266103342175,0.006960825063288212,-0.0,-0.0,-0.0,-0.0,0.00034235671046189964,0.00012518458242993802,0.13423971831798553,0.6306353211402893,0.010638265870511532,0.006960825063288212
3200,0.7722998261451721,0.0003213131276424974,0.00012167992099421099,0.13416163623332977,0.0009539490565657616,0.2673693299293518,1.2613319158554077,0.00030385638820007443,0.003990653436630964,-0.0,-0.0,-0.0,-0.0,0.0003213131276424974,0.00012167992099421099,0.13416163623332977,0.6306659579277039,0.0030385637655854225,0.003990653436630964
3300,0.782230794429779,0.00030191888799890876,0.00011307559907436371,0.13345885276794434,0.0008919520769268274,0.26602575182914734,1.262637734413147,0.0012413765070959926,0.004624297842383385,-0.0,-0.0,-0.0,-0.0,0.00030191888799890876,0.00011307559907436371,0.13345885276794434,0.6313188672065735,0.01241376530379057,0.004624297842383385
3400,0.7727804780006409,0.00028571742586791515,0.00010900253255385906,0.1333448588848114,0.0008471819455735385,0.2658425271511078,1.2627841234207153,0.0001020334311760962,0.006628500297665596,-0.0,-0.0,-0.0,-0.0,0.00028571742586791515,0.00010900253255385906,0.1333448588848114,0.6313920617103577,0.001020334311760962,0.006628500297665596
3500,0.7776604890823364,0.00028572045266628265,0.00010806108184624463,0.13442504405975342,0.0008544375305064023,0.2679956555366516,1.2606316804885864,0.00032939339871518314,0.009231917560100555,-0.0,-0.0,-0.0,-0.0,0.00028572045266628265,0.00010806108184624463,0.13442504405975342,0.6303158402442932,0.0032939340453594923,0.009231917560100555
3600,0.7775112986564636,0.0002708959218580276,0.00010088054114021361,0.13440655171871185,0.000799426925368607,0.26801368594169617,1.2605774402618408,0.0006965226493775845,0.005479032639414072,-0.0,-0.0,-0.0,-0.0,0.0002708959218580276,0.00010088054114021361,0.13440655171871185,0.6302887201309204,0.006965226493775845,0.005479032639414072
3700,0.773952841758728,0.0002527077740523964,9.449759090784937e-05,0.13375738263130188,0.0007437886670231819,0.26677098870277405,1.2617824077606201,0.0007192168850451708,0.001764858141541481,-0.0,-0.0,-0.0,-0.0,0.0002527077740523964,9.449759090784937e-05,0.13375738263130188,0.6308912038803101,0.007192168850451708,0.001764858141541481
3800,0.7862546443939209,0.0002465816796757281,9.120031609199941e-05,0.1340973675251007,0.0007269027992151678,0.26746782660484314,1.2610652446746826,0.0017978266114369035,0.00330861983820796,-0.0,-0.0,-0.0,-0.0,0.0002465816796757281,9.120031609199941e-05,0.1340973675251007,0.6305326223373413,0.01797826588153839,0.00330861983820796
3900,0.7970799207687378,0.00023399566998705268,8.6195272160694e-05,0.1337028592824936,0.0006891477387398481,0.2667165696620941,1.2618004083633423,0.002480824012309313,0.007348451763391495,-0.0,-0.0,-0.0,-0.0,0.00023399566998705268,8.6195272160694e-05,0.1337028592824936,0.6309002041816711,0.024808239191770554,0.007348451763391495
4000,0.7735739946365356,0.0002215124695794657,8.165113831637427e-05,0.1332685649394989,0.000654493342153728,0.2658826410770416,1.262603759765625,0.00036605173954740167,0.00503988191485405,-0.0,-0.0,-0.0,-0.0,0.0002215124695794657,8.165113831637427e-05,0.1332685649394989,0.6313018798828125,0.003660517279058695,0.00503988191485405
4100,0.7763141989707947,0.00021296559134498239,7.614125934196636e-05,0.13353639841079712,0.0006148851243779063,0.2664579153060913,1.2620079517364502,0.0007679500849917531,0.003805216634646058,-0.0,-0.0,-0.0,-0.0,0.00021296559134498239,7.614125934196636e-05,0.13353639841079712,0.6310039758682251,0.007679500617086887,0.003805216634646058
4200,0.7831517457962036,0.00020555905939545482,7.319847645703703e-05,0.13316068053245544,0.0005964372539892793,0.26572492718696594,1.262719988822937,0.001050930586643517,0.007843022234737873,-0.0,-0.0,-0.0,-0.0,0.00020555905939545482,7.319847645703703e-05,0.13316068053245544,0.6313599944114685,0.010509305633604527,0.007843022234737873
4300,0.7836922407150269,0.00020902656251564622,7.354059198405594e-05,0.13474585115909576,0.0006108054076321423,0.2688809037208557,1.2595796585083008,0.0005811091396026313,0.013062858954071999,-0.0,-0.0,-0.0,-0.0,0.00020902656251564622,7.354059198405594e-05,0.13474585115909576,0.6297898292541504,0.005811091512441635,0.013062858954071999
4400,0.7723672389984131,0.0001966607669601217,7.062819349812344e-05,0.13425374031066895,0.0005703927017748356,0.2679370939731598,1.2604819536209106,0.00012206208339193836,0.006384609267115593,-0.0,-0.0,-0.0,-0.0,0.0001966607669601217,7.062819349812344e-05,0.13425374031066895,0.6302409768104553,0.0012206208193674684,0.006384609267115593
4500,0.7769098281860352,0.0001847271341830492,6.70464796712622e-05,0.13420967757701874,0.0005423246184363961,0.2678770422935486,1.2605292797088623,0.00033256979077123106,0.008858026005327702,-0.0,-0.0,-0.0,-0.0,0.0001847271341830492,6.70464796712622e-05,0.13420967757701874,0.6302646398544312,0.0033256979659199715,0.008858026005327702
4600,0.7756040096282959,0.00017229949298780411,6.283232505666092e-05,0.13285711407661438,0.0004990489687770605,0.2652151882648468,1.2631691694259644,0.0001451170101063326,0.009476020000874996,-0.0,-0.0,-0.0,-0.0,0.00017229949298780411,6.283232505666092e-05,0.13285711407661438,0.6315845847129822,0.0014511700719594955,0.009476020000874996
4700,0.7717026472091675,0.00017038706573657691,6.28689449513331e-05,0.13412965834140778,0.000500737689435482,0.2677585780620575,1.2606161832809448,4.334449113230221e-05,0.006598156876862049,-0.0,-0.0,-0.0,-0.0,0.00017038706573657691,6.28689449513331e-05,0.13412965834140778,0.6303080916404724,0.0004334449185989797,0.006598156876862049
4800,0.7669116854667664,0.00015806469309609383,5.750267882831395e-05,0.13339848816394806,0.00046569088590331376,0.266331285238266,1.2620189189910889,9.322757978225127e-05,0.0013559098588302732,-0.0,-0.0,-0.0,-0.0,0.00015806469309609383,5.750267882831395e-05,0.13339848816394806,0.6310094594955444,0.0009322757832705975,0.0013559098588302732
4900,0.7967203855514526,0.0001561008975841105,5.6601045798743144e-05,0.13422121107578278,0.00046027087955735624,0.26798215508461,1.2603785991668701,0.0022664074786007404,0.009433138184249401,-0.0,-0.0,-0.0,-0.0,0.0001561008975841105,5.6601045798743144e-05,0.13422121107578278,0.6301892995834351,0.02266407385468483,0.009433138184249401
5000,0.7757659554481506,0.0001455169840482995,5.2518127631628886e-05,0.13332746922969818,0.00042918496183119714,0.26622575521469116,1.2621002197265625,0.0008513778448104858,0.002676542615517974,-0.0,-0.0,-0.0,-0.0,0.0001455169840482995,5.2518127631628886e-05,0.13332746922969818,0.6310501098632812,0.008513778448104858,0.002676542615517974
5100,0.7742781639099121,0.00013912719441577792,5.016495197196491e-05,0.13275599479675293,0.00040929130045697093,0.26510268449783325,1.2632181644439697,8.524474105797708e-05,0.008871315978467464,-0.0,-0.0,-0.0,-0.0,0.00013912719441577792,5.016495197196491e-05,0.13275599479675293,0.6316090822219849,0.0008524474105797708,0.008871315978467464
5200,0.780401349067688,0.00013668474275618792,4.876521779806353e-05,0.13392885029315948,0.00040002932655625045,0.26745766401290894,1.2608519792556763,0.0011884247651323676,0.003976854495704174,-0.0,-0.0,-0.0,-0.0,0.00013668474275618792,4.876521779806353e-05,0.13392885029315948,0.6304259896278381,0.01188424788415432,0.003976854495704174
5300,0.7853850722312927,0.00012875930406153202,4.546758646029048e-05,0.13322174549102783,0.0003760980907827616,0.26606738567352295,1.2622274160385132,0.0015079387230798602,0.005795998033136129,-0.0,-0.0,-0.0,-0.0,0.00012875930406153202,4.546758646029048e-05,0.13322174549102783,0.6311137080192566,0.015079387463629246,0.005795998033136129
5400,0.7841938734054565,0.00012266157136764377,4.256722240825184e-05,0.1327642947435379,0.00035637913970276713,0.26517221331596375,1.2631182670593262,0.0012180941412225366,0.007524312939494848,-0.0,-0.0,-0.0,-0.0,0.00012266157136764377,4.256722240825184e-05,0.1327642947435379,0.6315591335296631,0.012180941179394722,0.007524312939494848
5500,0.7870669364929199,0.00012461938604246825,4.3138737964909524e-05,0.13439252972602844,0.00036075213574804366,0.26842430233955383,1.2598638534545898,0.0011813183082267642,0.010761515237390995,-0.0,-0.0,-0.0,-0.0,0.00012461938604246825,4.3138737964909524e-05,0.13439252972602844,0.6299319267272949,0.011813183315098286,0.010761515237390995
5600,0.7839332818984985,0.00012164634244982153,4.212093335809186e-05,0.134272500872612,0.00035118547384627163,0.2681938111782074,1.2600820064544678,0.0007748566567897797,0.01170746423304081,-0.0,-0.0,-0.0,-0.0,0.00012164634244982153,4.212093335809186e-05,0.134272500872612,0.6300410032272339,0.007748566567897797,0.01170746423304081
5700,0.7820730805397034,0.00011456298670964316,3.9602600736543536e-05,0.13391169905662537,0.00033294217428192496,0.2674904465675354,1.2607675790786743,0.0015092388493940234,0.0025310383643954992,-0.0,-0.0,-0.0,-0.0,0.00011456298670964316,3.9602600736543536e-05,0.13391169905662537,0.6303837895393372,0.015092388726770878,0.0025310383643954992
5800,0.7844715118408203,0.00010560663213254884,3.6161236494081095e-05,0.13304616510868073,0.00030410909675993025,0.2657882273197174,1.262458086013794,0.0013103624805808067,0.00695094233378768,-0.0,-0.0,-0.0,-0.0,0.00010560663213254884,3.6161236494081095e-05,0.13304616510868073,0.631229043006897,0.013103624805808067,0.00695094233378768
5900,0.7715367078781128,0.00010711346112657338,3.768630267586559e-05,0.13392099738121033,0.0003125566872768104,0.2675294280052185,1.2607126235961914,0.00020118404063396156,0.005102776922285557,-0.0,-0.0,-0.0,-0.0,0.00010711346112657338,3.768630267586559e-05,0.13392099738121033,0.6303563117980957,0.0020118404645472765,0.005102776922285557
6000,0.7788589596748352,9.781146218301728e-05,3.3823165722424164e-05,0.13271750509738922,0.00028129079146310687,0.265153706073761,1.263077974319458,0.0005544012528844178,0.008926832117140293,-0.0,-0.0,-0.0,-0.0,9.781146218301728e-05,3.3823165722424164e-05,0.13271750509738922,0.631538987159729,0.005544012412428856,0.008926832117140293
6100,0.7717525959014893,9.627389954403043e-05,3.4177668567281216e-05,0.13351793587207794,0.00028006226057186723,0.2667558193206787,1.261460542678833,0.0006368214380927384,0.0010057430481538177,-0.0,-0.0,-0.0,-0.0,9.627389954403043e-05,3.4177668567281216e-05,0.13351793587207794,0.6307302713394165,0.006368214264512062,0.0010057430481538177
6200,0.78788161277771,9.336253424407914e-05,3.152176577714272e-05,0.1332767903804779,0.00026613232330419123,0.2662874460220337,1.261934757232666,0.001898704213090241,0.004525536205619574,-0.0,-0.0,-0.0,-0.0,9.336253424407914e-05,3.152176577714272e-05,0.1332767903804779,0.630967378616333,0.01898704282939434,0.004525536205619574
6300,0.7755183577537537,9.331650653621182e-05,3.272290632594377e-05,0.13426412642002106,0.0002733978908509016,0.2682548463344574,1.2599704265594482,0.00010928609844995663,0.010050104930996895,-0.0,-0.0,-0.0,-0.0,9.331650653621182e-05,3.272290632594377e-05,0.13426412642002106,0.6299852132797241,0.0010928609408438206,0.010050104930996895
6400,0.7749696969985962,8.441467798547819e-05,2.904307075368706e-05,0.1330908089876175,0.0002445592836011201,0.26593706011772156,1.2622661590576172,0.00048033864004537463,0.0058289626613259315,-0.0,-0.0,-0.0,-0.0,8.441467798547819e-05,2.904307075368706e-05,0.1330908089876175,0.6311330795288086,0.004803386516869068,0.0058289626613259315
6500,0.7750535607337952,8.560165588278323e-05,2.979184500873089e-05,0.13419048488140106,0.0002498390676919371,0.2681311368942261,1.2600810527801514,0.00038692011730745435,0.006837963126599789,-0.0,-0.0,-0.0,-0.0,8.560165588278323e-05,2.979184500873089e-05,0.13419048488140106,0.6300405263900757,0.0038692010566592216,0.006837963126599789
6600,0.7693737745285034,8.201243326766416e-05,2.8826025300077163e-05,0.1338985562324524,0.0002390313456999138,0.2675580680370331,1.2606364488601685,5.4052772611612454e-05,0.004505601245909929,-0.0,-0.0,-0.0,-0.0,8.201243326766416e-05,2.8826025300077163e-05,0.1338985562324524,0.6303182244300842,0.0005405277479439974,0.004505601245909929
6700,0.77528315782547,7.570461457362399e-05,2.6426785552757792e-05,0.13311299681663513,0.00021918163110967726,0.26600679755210876,1.2621805667877197,0.0007573458133265376,0.003404300194233656,-0.0,-0.0,-0.0,-0.0,7.570461457362399e-05,2.6426785552757792e-05,0.13311299681663513,0.6310902833938599,0.00757345836609602,0.003404300194233656
6800,0.7914742827415466,7.502131484216079e-05,2.6133380742976442e-05,0.1342083066701889,0.00021857957472093403,0.26819804310798645,1.2599966526031494,0.0018107551150023937,0.009058934636414051,-0.0,-0.0,-0.0,-0.0,7.502131484216079e-05,2.6133380742976442e-05,0.1342083066701889,0.6299983263015747,0.018107552081346512,0.009058934636414051
6900,0.7699675559997559,7.083668606355786e-05,2.435759779473301e-05,0.1330634206533432,0.00020548232714645565,0.26592135429382324,1.2622532844543457,0.00016510191198904067,0.0040312898345291615,-0.0,-0.0,-0.0,-0.0,7.083668606355786e-05,2.435759779473301e-05,0.1330634206533432,0.6311266422271729,0.0016510190907865763,0.0040312898345291615
7000,0.7876948118209839,7.183205161709338e-05,2.4724356990191154e-05,0.13447923958301544,0.00020895064517389983,0.26874953508377075,1.2594451904296875,0.0011577688856050372,0.011818711645901203,-0.0,-0.0,-0.0,-0.0,7.183205161709338e-05,2.4724356990191154e-05,0.13447923958301544,0.6297225952148438,0.011577689088881016,0.011818711645901203
7100,0.7760460376739502,6.843858864158392e-05,2.3999955374165438e-05,0.1343633532524109,0.00019814219558611512,0.268528550863266,1.259653091430664,7.112338789738715e-05,0.011052479967474937,-0.0,-0.0,-0.0,-0.0,6.843858864158392e-05,2.3999955374165438e-05,0.1343633532524109,0.629826545715332,0.0007112338789738715,0.011052479967474937
7200,0.7882382869720459,6.46136249997653e-05,2.258786844322458e-05,0.13412122428417206,0.00018563144840300083,0.26805680990219116,1.2601147890090942,0.001454583602026105,0.009426647797226906,-0.0,-0.0,-0.0,-0.0,6.46136249997653e-05,2.258786844322458e-05,0.13412122428417206,0.6300573945045471,0.014545835554599762,0.009426647797226906
7300,0.7729886770248413,6.301610119407997e-05,2.2196638383320533e-05,0.13391703367233276,0.00018320193339604884,0.26765087246894836,1.2605174779891968,0.0001998760417336598,0.006728882901370525,-0.0,-0.0,-0.0,-0.0,6.301610119407997e-05,2.2196638383320533e-05,0.13391703367233276,0.6302587389945984,0.0019987605046480894,0.006728882901370525
7400,0.7787731289863586,6.039646177669056e-05,2.1105490304762498e-05,0.13431859016418457,0.00017517416563350707,0.26846200227737427,1.259704351425171,0.0004056932230014354,0.010463937185704708,-0.0,-0.0,-0.0,-0.0,6.039646177669056e-05,2.1105490304762498e-05,0.13431859016418457,0.6298521757125854,0.004056932404637337,0.010463937185704708
7500,0.7733718156814575,5.674090061802417e-05,2.002656583499629e-05,0.13330642879009247,0.000164637211128138,0.2664482295513153,1.2617093324661255,0.00035037880297750235,0.005630143918097019,-0.0,-0.0,-0.0,-0.0,5.674090061802417e-05,2.002656583499629e-05,0.13330642879009247,0.6308546662330627,0.0035037880297750235,0.005630143918097019
7600,0.7866535186767578,5.3016123274574056e-05,1.832104862842243e-05,0.13266678154468536,0.00015112056280486286,0.2651824355125427,1.26297128200531,0.001549799577333033,0.006931731943041086,-0.0,-0.0,-0.0,-0.0,5.3016123274574056e-05,1.832104862842243e-05,0.13266678154468536,0.631485641002655,0.015497995540499687,0.006931731943041086
7700,0.7765209674835205,5.361199873732403e-05,1.871228050731588e-05,0.13423512876033783,0.00015526764036621898,0.26831498742103577,1.259844183921814,0.00039075687527656555,0.008383868262171745,-0.0,-0.0,-0.0,-0.0,5.361199873732403e-05,1.871228050731588e-05,0.13423512876033783,0.629922091960907,0.0039075687527656555,0.008383868262171745
7800,0.773405909538269,4.975058982381597e-05,1.72787895280635e-05,0.13304658234119415,0.0001436760212527588,0.2659494876861572,1.2621936798095703,0.0006984199280850589,0.002211293438449502,-0.0,-0.0,-0.0,-0.0,4.975058982381597e-05,1.72787895280635e-05,0.13304658234119415,0.6310968399047852,0.006984199397265911,0.002211293438449502
7900,0.7810578346252441,4.96528300573118e-05,1.7511079931864515e-05,0.1345149725675583,0.00014492604532279074,0.2688850164413452,1.2592772245407104,0.0005478034145198762,0.011359013617038727,-0.0,-0.0,-0.0,-0.0,4.96528300573118e-05,1.7511079931864515e-05,0.1345149725675583,0.6296386122703552,0.005478034261614084,0.011359013617038727
8000,0.7907941937446594,4.712813097285107e-05,1.618456190044526e-05,0.13374662399291992,0.0001346239441772923,0.2673586308956146,1.2607839107513428,0.00215724715963006,0.005019811913371086,-0.0,-0.0,-0.0,-0.0,4.712813097285107e-05,1.618456190044526e-05,0.13374662399291992,0.6303919553756714,0.021572470664978027,0.005019811913371086
8100,0.7824482917785645,4.4136941141914576e-05,1.5215647181321401e-05,0.13290737569332123,0.00012745731510221958,0.2656872868537903,1.2624540328979492,0.0009566183434799314,0.00868834089487791,-0.0,-0.0,-0.0,-0.0,4.4136941141914576e-05,1.5215647181321401e-05,0.13290737569332123,0.6312270164489746,0.00956618320196867,0.00868834089487791
