split,loss,presence_loss,type_loss,center_bin_loss,center_x_bin_loss,center_y_bin_loss,center_y_bin_extra_loss,center_offset_loss,local_vertex_loss,center_aux_loss,box_aux_loss,area_aux_loss,edge_aux_loss,weighted_presence_loss,weighted_type_loss,weighted_center_bin_loss,weighted_center_y_bin_extra_loss,weighted_center_offset_loss,weighted_local_vertex_loss,polygon_mask_iou,polygon_mask_iou_min,polygon_dice,polygon_dice_min,presence_acc,present_type_acc,decoded_vertex_mae,local_vertex_mae_grid,center_x_bin_acc,center_y_bin_acc,center_x_bin_abs_error,center_y_bin_abs_error,center_x_bin_within1_acc,center_y_bin_within1_acc,center_offset_mae,signed_area_flip_count,out_of_grid_vertex_count,zero_iou_count,pred_area_mean,target_area_mean,steps,lr,hidden_dim,latent_dim,max_components,max_vertices,lambda_presence,lambda_type,lambda_center_bin,lambda_center_offset,lambda_local_vertex,lambda_center_aux,lambda_box_aux,lambda_area_aux,lambda_edge_aux,center_y_bin_extra_loss_mode,lambda_center_y_bin_extra,center_y_bin_neighbor_smoothing,center_y_bin_distance_sigma,local_vertex_smoothl1_beta,center_offset_smoothl1_beta,presence_threshold,seed
train,0.7681751251220703,3.0946034712542314e-07,1.2226590229147405e-07,0.13358572125434875,8.986540933619835e-07,0.2671705484390259,1.2608963251113892,0.00010400037717772648,0.0031007821671664715,-0.0,-0.0,-0.0,-0.0,3.0946034712542314e-07,1.2226590229147405e-07,0.13358572125434875,0.6304481625556946,0.001040003728121519,0.0031007821671664715,0.9917528868515169,0.925,0.9957954061152835,0.961038961038961,1.0,1.0,7.424057457683375e-06,0.01956923119723797,1.0,1.0,0.0,0.0,1.0,1.0,0.0011847518617287278,0,0,0,146.8,146.66666666666666,20000,0.001,128,64,3,4,1.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,distance_soft_ce,0.5,0.0,0.75,0.1,0.01,0.5,1
