label,split,sample_index,mask_iou,pred_area,target_area,all_x_bins_correct,all_y_bins_correct,any_x_bin_wrong,any_y_bin_wrong,mean_center_grid_error,max_center_grid_error,type_sequence_true,type_sequence_pred
aux_center_bin_offset_xweighted,val,12,0.30836746635459333,1144.0,1092.0,false,false,true,true,8.032129749452517,11.587942105193306,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
aux_center_bin_offset_xweighted,val,11,0.37093563370935634,1063.0,1003.0,false,true,true,false,5.4762451047779495,5.7226537974488805,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
aux_center_bin_offset_xweighted,val,17,0.38286066584463624,1173.0,1070.0,false,false,true,true,5.572757887645513,7.883603531990209,rotated_rect|rotated_rect|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
aux_center_bin_offset_xweighted,val,3,0.39095744680851063,1114.0,978.0,false,true,true,false,5.069384131174817,6.016852529325609,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,val,14,0.4528023598820059,997.0,973.0,true,true,false,false,4.529455792954212,5.115593205061104,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
aux_center_bin_offset_xweighted,val,18,0.45708446866485014,1115.0,1024.0,true,false,false,true,7.212497541250219,8.631738254706816,rotated_rect|rotated_rect|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
aux_center_bin_offset_xweighted,val,15,0.46195286195286195,1110.0,1061.0,false,true,true,false,4.0405620861494755,4.609972155732675,rotated_rect|rotated_rect|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
aux_center_bin_offset_xweighted,val,16,0.5111411208642809,1098.0,1140.0,true,false,false,true,3.156637202478176,3.382827346071105,rotated_rect|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
aux_center_bin_offset_xweighted,val,7,0.539593552908199,1099.0,1098.0,false,true,true,false,3.350120988220601,6.168675147661623,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
aux_center_bin_offset_xweighted,val,9,0.5510052122114668,1104.0,979.0,true,true,false,false,2.5301969500016077,3.313134508101102,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
aux_center_bin_offset_xweighted,val,2,0.5817774458551157,1122.0,996.0,true,false,false,true,3.2539322282967724,5.3413537398899615,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rotated_rect|rotated_rect
aux_center_bin_offset_xweighted,val,10,0.6089341692789969,1102.0,951.0,false,true,true,false,2.201098313598505,3.532278304960454,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
aux_center_bin_offset_xweighted,val,6,0.6141429669485011,1082.0,1018.0,true,true,false,false,2.1713342361007553,2.556141236260311,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
aux_center_bin_offset_xweighted,val,0,0.6178600160901045,1007.0,1004.0,false,true,true,false,2.2705701961451896,3.3392273180916865,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rotated_rect|rotated_rect
aux_center_bin_offset_xweighted,val,8,0.6183473389355743,1099.0,1212.0,false,true,true,false,2.658570400929746,3.2549667498251105,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rectangular_notch|rotated_rect
aux_center_bin_offset_xweighted,val,19,0.6423982869379015,1036.0,1265.0,true,true,false,false,1.6481405389481953,1.8106491913072307,rotated_rect|rotated_rect|rotated_rect,rectangular_notch|rectangular_notch|rectangular_notch
aux_center_bin_offset_xweighted,val,4,0.6453697056712132,1120.0,1172.0,true,true,false,false,1.8861252739207781,3.3988329857100656,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rotated_rect
aux_center_bin_offset_xweighted,val,5,0.6612466124661247,1202.0,1250.0,true,true,false,false,1.8941495048305024,2.0683401563413706,rectangular_notch|rectangular_notch|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
aux_center_bin_offset_xweighted,val,13,0.7061688311688312,1049.0,1053.0,false,true,true,false,1.7796061307608395,2.423006707114686,rectangular_notch|rotated_rect|rotated_rect,rectangular_notch|rotated_rect|rotated_rect
aux_center_bin_offset_xweighted,val,1,0.7315175097276264,1029.0,1196.0,true,true,false,false,1.2118483905979798,1.7679354620733305,rectangular_notch|rectangular_notch|rectangular_notch,rectangular_notch|rectangular_notch|rotated_rect
