group_by,group_value,count,mean_mask_iou,mean_center_grid_error,x_bin_wrong_rate,y_bin_wrong_rate,both_bins_correct_rate,mean_abs_offset_x_error,mean_abs_offset_y_error
split,test,60,0.5802173474112731,2.7214021695764434,0.15000000000000002,0.1333333333333333,0.7333333333333333,0.27856592753645254,0.1791768805349278
split,train,300,0.7223994366771559,0.5333998110335011,0.0,0.0,1.0,0.04520925333127944,0.036626560966519124
split,val,60,0.5427231836140376,3.497268132411718,0.18333333333333335,0.16666666666666663,0.6833333333333333,0.3041994777386644,0.15906606802297965
component_slot,0,140,0.6764196734872989,1.3230979464107855,0.0714285714285714,0.02857142857142858,0.9071428571428571,0.1207209529051484,0.06402880125603752
component_slot,1,140,0.6764196734872989,1.3936048838312958,0.0071428571428571175,0.0714285714285714,0.9285714285714286,0.10999718366031636,0.09543120121208373
component_slot,2,140,0.6764196734872989,1.0914411799674908,0.06428571428571428,0.02857142857142858,0.9142857142857143,0.11591543711946993,0.0639867489849515
type_true,rectangular_notch,210,0.6889498546250311,1.288800677755617,0.04761904761904767,0.01904761904761909,0.9380952380952381,0.11611259395350038,0.06480816585442252
type_true,rotated_rect,210,0.6638894923495671,1.2499619957174308,0.04761904761904767,0.06666666666666665,0.8952380952380953,0.11497645516978942,0.08415633511429263
x_bin_correct,false,20,0.5224728607305551,5.011668376018582,1.0,0.15000000000000002,0.0,0.4764751568016921,0.10903694612324395
x_bin_correct,true,400,0.6841170141251357,1.0822669847724211,0.0,0.03749999999999998,0.9625,0.0974979929496425,0.07275451570241326
y_bin_correct,false,18,0.4922146881910863,5.492144042602223,0.16666666666666663,1.0,0.0,0.23421783863621584,0.46569252903724145
y_bin_correct,true,402,0.6846676579035463,1.080302409608209,0.04228855721393032,0.0,0.9577114427860697,0.11023079408069396,0.05696537234019861
both_bins_correct,false,35,0.5193336450980681,4.774931447870214,0.5714285714285714,0.5142857142857142,0.0,0.3799103206206683,0.2991117571032573
both_bins_correct,true,385,0.6907002215226832,0.9506949629970978,0.0,0.0,1.0,0.09151127037446095,0.054061386246275794
mask_iou_bin,0.40-0.50,24,0.46713723512458577,4.636737753429919,0.125,0.20833333333333337,0.6666666666666666,0.387990737849814,0.16024119256273553
mask_iou_bin,0.50-0.60,48,0.5620671658187525,1.9515827678178255,0.10416666666666663,0.10416666666666663,0.8125,0.19206375349474306,0.11990939739331223
mask_iou_bin,<0.40,12,0.3632803031792741,6.0376292182627,0.41666666666666663,0.33333333333333337,0.4166666666666667,0.3981815822691055,0.1425188962783774
mask_iou_bin,>=0.60,336,0.7188880405482859,0.7611039639065892,0.02083333333333337,0.011904761904761862,0.9672619047619048,0.07505858170392377,0.05943713914197922
target_area_bin,1000-1500,330,0.6746900937267667,1.2483903653532462,0.045454545454545414,0.045454545454545414,0.9151515151515152,0.11431237301820306,0.0750724934100036
target_area_bin,500-1000,90,0.6827614659425816,1.3463482318085422,0.05555555555555558,0.033333333333333326,0.9222222222222223,0.12006241355426486,0.0723180264236554
rotation_bin,15-45deg,69,0.6747980504347703,1.519743446595159,0.04347826086956519,0.13043478260869568,0.8405797101449275,0.11269131383240953,0.11327001228321368
rotation_bin,<15deg,351,0.6767384540873685,1.2201648536019207,0.04843304843304841,0.02564102564102566,0.9316239316239316,0.11610541214089626,0.06685730585723201
