split,sample_index,variant,mask_iou,dice,pred_area,target_area,area_diff
train,86,gt_type_rotation,0.5570745044429255,0.7155399473222125,1138,1140,-2
train,87,gt_type_rotation,0.6934594168636722,0.8189855746859004,1079,1070,9
train,88,gt_type_rotation,0.6800986842105263,0.8095937347038669,1019,1024,-5
train,89,gt_type_rotation,0.6478232618583496,0.7862776025236593,1271,1265,6
train,90,gt_type_rotation,0.7197758206565252,0.8370577281191807,1077,1071,6
train,91,gt_type_rotation,0.6638584667228307,0.7979746835443038,988,987,1
train,92,gt_type_rotation,0.6364238410596027,0.7778227438284095,1237,1234,3
train,93,gt_type_rotation,0.706953642384106,0.8283220174587779,1034,1028,6
train,94,gt_type_rotation,0.7061973986228003,0.8278026905829596,1115,1115,0
train,95,gt_type_rotation,0.6145063801208865,0.7612312811980033,1202,1202,0
train,96,gt_type_rotation,0.5921474358974359,0.7438349270256668,994,993,1
train,97,gt_type_rotation,0.7126984126984127,0.8322520852641334,1080,1078,2
train,98,gt_type_rotation,0.5754716981132075,0.7305389221556886,1170,1168,2
train,99,gt_type_rotation,0.7658227848101266,0.8673835125448028,1119,1113,6
train,0,gt_center,0.8165569143932268,0.8990160538581046,967,964,3
train,1,gt_center,0.8537653239929948,0.9211147850732169,1025,1092,-67
train,2,gt_center,0.6790214974054856,0.8088300220750552,1137,1128,9
train,3,gt_center,0.7844254510921178,0.8791910590739755,947,932,15
train,4,gt_center,0.8314210061782877,0.9079518072289157,1009,1066,-57
train,5,gt_center,0.6420118343195266,0.781981981981982,1116,1104,12
train,6,gt_center,0.8535489667565139,0.9209888511875909,1023,1040,-17
train,7,gt_center,0.80625,0.8927335640138409,993,1030,-37
train,8,gt_center,0.6123054114158636,0.7595402298850574,1095,1080,15
train,9,gt_center,0.7556719022687609,0.8608349900596421,1004,1008,-4
train,10,gt_center,0.76544315129812,0.8671399594320487,968,1004,-36
train,11,gt_center,0.7118155619596542,0.8316498316498316,1180,1196,-16
train,12,gt_center,0.8489341983317887,0.9182957393483709,999,996,3
train,13,gt_center,0.733754512635379,0.8464341488807913,943,978,-35
train,14,gt_center,0.6869125090383225,0.8144020574367766,1161,1172,-11
train,15,gt_center,0.8258801141769743,0.9046378322042731,955,964,-9
train,16,gt_center,0.8530183727034121,0.9206798866855525,1026,1092,-66
train,17,gt_center,0.6790214974054856,0.8088300220750552,1137,1128,9
train,18,gt_center,0.7844254510921178,0.8791910590739755,947,932,15
train,19,gt_center,0.8292035398230089,0.9066279632317368,1001,1066,-65
train,20,gt_center,0.6420118343195266,0.781981981981982,1116,1104,12
train,21,gt_center,0.8593466424682396,0.9243533430941923,1009,1040,-31
train,22,gt_center,0.80625,0.8927335640138409,993,1030,-37
train,23,gt_center,0.6123054114158636,0.7595402298850574,1095,1080,15
train,24,gt_center,0.7480383609415867,0.855860349127182,997,1008,-11
train,25,gt_center,0.7665562913907285,0.8678537956888472,1071,1063,8
train,26,gt_center,0.576,0.7309644670050761,1183,1181,2
train,27,gt_center,0.7579872204472844,0.862335302135393,1104,1097,7
train,28,gt_center,0.7380952380952381,0.8493150684931506,1070,1047,23
train,29,gt_center,0.5565335138794855,0.7150935189212702,1149,1150,-1
train,30,gt_center,0.6801266825019794,0.8096135721017907,1064,1058,6
train,31,gt_center,0.6956882255389718,0.8205378973105134,1035,1010,25
train,32,gt_center,0.6381322957198443,0.7790973871733967,1246,1280,-34
train,33,gt_center,0.7606907894736842,0.8640822045773003,1082,1059,23
train,34,gt_center,0.676595744680851,0.8071065989847716,995,975,20
train,35,gt_center,0.621550591327201,0.766612641815235,1218,1250,-32
train,36,gt_center,0.7175,0.8355167394468704,1043,1018,25
train,37,gt_center,0.7834967320261438,0.8786074209803023,1085,1098,-13
train,38,gt_center,0.6181575433911882,0.764026402640264,1212,1212,0
train,39,gt_center,0.7104580812445981,0.830722587165235,1000,979,21
train,40,gt_center,0.7655343827671914,0.8671984983575786,1068,1063,5
train,41,gt_center,0.5764863059452238,0.7313559322033898,1179,1181,-2
train,42,gt_center,0.7564102564102564,0.8613138686131386,1095,1097,-2
train,43,gt_center,0.7374897456931911,0.8489140698772427,1071,1047,24
train,44,gt_center,0.5548037889039242,0.7136640557006092,1148,1150,-2
train,45,gt_center,0.6804780876494024,0.8098624940730204,1051,1058,-7
train,46,gt_center,0.695940347970174,0.8207132388861749,1037,1010,27
train,47,gt_center,0.6378974691758599,0.7789223454833597,1244,1280,-36
train,48,gt_center,0.7619439868204283,0.8648901355773726,1080,1059,21
train,49,gt_center,0.6740237691001698,0.8052738336713996,997,975,22
train,50,gt_center,0.6063988095238095,0.7549791570171376,1085,1074,11
train,51,gt_center,0.7834061135371179,0.8785504407443683,1014,1028,-14
train,52,gt_center,0.7748837209302326,0.8731656184486373,962,946,16
train,53,gt_center,0.7310495626822158,0.8446315789473684,1191,1184,7
train,54,gt_center,0.8081447963800905,0.8938938938938938,994,1004,-10
train,55,gt_center,0.7471698113207547,0.8552915766738661,933,919,14
train,56,gt_center,0.6965966690803765,0.8211694408877508,1180,1163,17
train,57,gt_center,0.7946345975948196,0.8855670103092783,965,975,-10
train,58,gt_center,0.8915223336371924,0.9426506024096386,1045,1030,15
train,59,gt_center,0.6701570680628273,0.8025078369905956,1118,1115,3
train,60,gt_center,0.7595171773444754,0.8633245382585752,944,951,-7
train,61,gt_center,0.8650646950092421,0.9276511397423192,1015,1003,12
train,62,gt_center,0.641044776119403,0.7812642110050023,1107,1092,15
train,63,gt_center,0.898458748866727,0.9465138490926457,1041,1053,-12
train,64,gt_center,0.8003679852805887,0.8891159938681655,984,973,11
train,65,gt_center,0.6101568334578044,0.7578849721706865,1082,1074,8
train,66,gt_center,0.7834061135371179,0.8785504407443683,1014,1028,-14
train,67,gt_center,0.7753960857409133,0.873490813648294,959,946,13
train,68,gt_center,0.7317784256559767,0.8451178451178452,1192,1184,8
train,69,gt_center,0.8072398190045249,0.8933400100150225,993,1004,-11
train,70,gt_center,0.7471698113207547,0.8552915766738661,933,919,14
train,71,gt_center,0.6984011627906976,0.8224219084296106,1174,1163,11
train,72,gt_center,0.7955596669750231,0.8861411643482741,966,975,-9
train,73,gt_center,0.8914233576642335,0.9425952725518573,1043,1030,13
train,74,gt_center,0.6624629080118695,0.7969656403391343,1126,1115,11
train,75,gt_center,0.7455138662316476,0.8542056074766355,1069,1071,-2
train,76,gt_center,0.6647058823529411,0.7985865724381626,994,987,7
train,77,gt_center,0.634857521537442,0.7766518038102959,1233,1234,-1
train,78,gt_center,0.7052980132450332,0.8271844660194175,1032,1028,4
train,79,gt_center,0.7783094098883573,0.8753363228699551,1115,1115,0
train,80,gt_center,0.6180228648285138,0.7639235245220283,1204,1202,2
train,81,gt_center,0.6937553464499572,0.8191919191919191,987,993,-6
train,82,gt_center,0.7618270799347472,0.8648148148148148,1082,1078,4
train,83,gt_center,0.574611748818366,0.7298456260720412,1164,1168,-4
train,84,gt_center,0.7773343974461293,0.874719353390211,1114,1113,1
train,85,gt_center,0.7215909090909091,0.8382838283828383,1060,1061,-1
train,86,gt_center,0.5552523874488404,0.7140350877192982,1140,1140,0
train,87,gt_center,0.693522906793049,0.8190298507462687,1074,1070,4
train,88,gt_center,0.6797706797706797,0.8093612871769869,1027,1024,3
train,89,gt_center,0.6495114006514658,0.7875197472353871,1267,1265,2
train,90,gt_center,0.7455138662316476,0.8542056074766355,1069,1071,-2
train,91,gt_center,0.6630252100840336,0.7973724103082365,992,987,5
train,92,gt_center,0.6364238410596027,0.7778227438284095,1237,1234,3
train,93,gt_center,0.7058823529411765,0.8275862068965517,1031,1028,3
train,94,gt_center,0.7789305666400639,0.8757290264692688,1114,1115,-1
train,95,gt_center,0.6165211551376762,0.7627752388865808,1205,1202,3
train,96,gt_center,0.6960616438356164,0.8207975769813226,988,993,-5
train,97,gt_center,0.7610114192495921,0.8642890226956924,1081,1078,3
train,98,gt_center,0.5761455525606469,0.7310816588285592,1171,1168,3
train,99,gt_center,0.7748607796340493,0.8731510533393098,1118,1113,5
train,0,gt_axis,0.7447774750227066,0.8537220197813639,957,964,-7
train,1,gt_axis,0.8442906574394463,0.9155722326454033,1040,1092,-52
train,2,gt_axis,0.691900075700227,0.8178970917225951,1107,1128,-21
train,3,gt_axis,0.7230483271375465,0.8392664509169363,922,932,-10
train,4,gt_axis,0.8053633217993079,0.8921897460469573,1021,1066,-45
train,5,gt_axis,0.6541070082893745,0.7908883826879272,1091,1104,-13
train,6,gt_axis,0.8245614035087719,0.9038461538461539,1040,1040,0
train,7,gt_axis,0.7701754385964912,0.8701684836471755,988,1030,-42
train,8,gt_axis,0.6123054114158636,0.7595402298850574,1095,1080,15
train,9,gt_axis,0.6046141607000796,0.7535944471988101,1009,1008,1
train,10,gt_axis,0.6314475873544093,0.7740948495665477,957,1004,-47
train,11,gt_axis,0.6892655367231638,0.8160535117056856,1196,1196,0
train,12,gt_axis,0.8442396313364056,0.9155422288855573,1005,996,9
train,13,gt_axis,0.733754512635379,0.8464341488807913,943,978,-35
train,14,gt_axis,0.7077259475218659,0.8288518992744345,1171,1172,-1
train,15,gt_axis,0.7753222836095764,0.8734439834024896,964,964,0
train,16,gt_axis,0.6937151949085123,0.8191639267261626,1037,1092,-55
train,17,gt_axis,0.6815476190476191,0.8106194690265487,1132,1128,4
train,18,gt_axis,0.7117701575532901,0.8316188413643747,915,932,-17
train,19,gt_axis,0.8128807658833769,0.8967834853576572,1017,1066,-49
train,20,gt_axis,0.6482449589245706,0.7865881286814681,1103,1104,-1
train,21,gt_axis,0.810359964881475,0.895247332686712,1022,1040,-18
train,22,gt_axis,0.6872393661384487,0.81463173504696,993,1030,-37
train,23,gt_axis,0.6178010471204188,0.7637540453074434,1083,1080,3
train,24,gt_axis,0.7368421052631579,0.8484848484848485,1005,1008,-3
train,25,gt_axis,0.6731669266770671,0.8046620046620047,1082,1063,19
train,26,gt_axis,0.5714285714285714,0.7272727272727273,1151,1181,-30
train,27,gt_axis,0.7159533073929961,0.8344671201814059,1108,1097,11
train,28,gt_axis,0.7341563786008231,0.8467014712861889,1060,1047,13
train,29,gt_axis,0.5537525354969574,0.7127937336814621,1148,1150,-2
train,30,gt_axis,0.6911532385466035,0.8173750583839328,1083,1058,25
train,31,gt_axis,0.6117274167987322,0.7590953785644051,1024,1010,14
train,32,gt_axis,0.6354234001292824,0.7770750988142292,1250,1280,-30
train,33,gt_axis,0.7676348547717843,0.8685446009389671,1071,1059,12
train,34,gt_axis,0.6706484641638225,0.8028600612870276,983,975,8
train,35,gt_axis,0.6357659434582511,0.7773311897106109,1238,1250,-12
train,36,gt_axis,0.6924979389942292,0.8183146614710181,1035,1018,17
train,37,gt_axis,0.7081081081081081,0.8291139240506329,1114,1098,16
train,38,gt_axis,0.6269465132024373,0.7707032875572202,1191,1212,-21
train,39,gt_axis,0.6823630136986302,0.8111959287531807,986,979,7
train,40,gt_axis,0.6526806526806527,0.7898448519040903,1064,1063,1
train,41,gt_axis,0.5803631472763954,0.734468085106383,1169,1181,-12
train,42,gt_axis,0.7803700724054706,0.87663804789878,1116,1097,19
train,43,gt_axis,0.7255700325732899,0.8409627182633318,1072,1047,25
train,44,gt_axis,0.5512732278045424,0.7107364685004437,1104,1150,-46
train,45,gt_axis,0.6800947867298578,0.8095909732016925,1069,1058,11
train,46,gt_axis,0.6203852327447833,0.765725606736008,1009,1010,-1
train,47,gt_axis,0.6509677419354839,0.788589292692458,1279,1280,-1
train,48,gt_axis,0.7352459016393442,0.8474256022673595,1058,1059,-1
train,49,gt_axis,0.6504201680672269,0.7881873727087576,989,975,14
train,50,gt_axis,0.6113602391629297,0.7588126159554731,1082,1074,8
train,51,gt_axis,0.7627264883520276,0.8653940283896231,1015,1028,-13
train,52,gt_axis,0.7730232558139535,0.8719832109129066,960,946,14
train,53,gt_axis,0.686482661004954,0.8140998741082669,1199,1184,15
train,54,gt_axis,0.8080072793448589,0.8938097634625063,983,1004,-21
train,55,gt_axis,0.7519011406844106,0.8583830710797613,924,919,5
train,56,gt_axis,0.7032967032967034,0.8258064516129032,1162,1163,-1
train,57,gt_axis,0.7527272727272727,0.8589211618257261,953,975,-22
train,58,gt_axis,0.8949771689497716,0.944578313253012,1045,1030,15
train,59,gt_axis,0.632,0.7745098039215687,1129,1115,14
train,60,gt_axis,0.7141535615171137,0.8332433890987587,902,951,-49
train,61,gt_axis,0.8643911439114391,0.9272637308263236,1018,1003,15
train,62,gt_axis,0.6350037397157816,0.7767612076852699,1094,1092,2
train,63,gt_axis,0.8780269058295964,0.9350525310410697,1041,1053,-12
train,64,gt_axis,0.7348754448398577,0.8471794871794872,977,973,4
train,65,gt_axis,0.6167168674698795,0.7629250116441546,1073,1074,-1
train,66,gt_axis,0.7016806722689075,0.8246913580246914,997,1028,-31
train,67,gt_axis,0.766016713091922,0.8675078864353313,956,946,10
train,68,gt_axis,0.7221818181818181,0.8386824324324325,1184,1184,0
train,69,gt_axis,0.7061855670103093,0.8277945619335347,982,1004,-22
train,70,gt_axis,0.7488196411709159,0.8563714902807775,933,919,14
train,71,gt_axis,0.7052785923753666,0.827171109200344,1163,1163,0
train,72,gt_axis,0.7922437673130194,0.884080370942813,966,975,-9
train,73,gt_axis,0.802608695652174,0.8904968644476604,1043,1030,13
train,74,gt_axis,0.6318480642804967,0.7743957027752909,1119,1115,4
train,75,gt_axis,0.7487765089722676,0.8563432835820896,1073,1071,2
train,76,gt_axis,0.6332781456953642,0.7754688291941206,986,987,-1
train,77,gt_axis,0.6359416445623343,0.7774625050668829,1233,1234,-1
train,78,gt_axis,0.7072968490878938,0.8285575522098105,1031,1028,3
train,79,gt_axis,0.777511961722488,0.8748317631224765,1114,1115,-1
train,80,gt_axis,0.6145063801208865,0.7612312811980033,1202,1202,0
train,81,gt_axis,0.6810490693739425,0.8102667337695018,994,993,1
train,82,gt_axis,0.7022116903633492,0.8250580046403713,1077,1078,-1
train,83,gt_axis,0.5737373737373738,0.7291399229781772,1169,1168,1
train,84,gt_axis,0.7408274785323966,0.8511210762331839,1117,1113,4
train,85,gt_axis,0.7107171635777598,0.8308996702779087,1062,1061,1
train,86,gt_axis,0.5566939890710383,0.7152259763053971,1139,1140,-1
train,87,gt_axis,0.6948616600790514,0.8199626865671642,1074,1070,4
train,88,gt_axis,0.6778688524590164,0.8080117244748413,1023,1024,-1
train,89,gt_axis,0.647594278283485,0.7861089187056038,1269,1265,4
train,90,gt_axis,0.7209302325581395,0.8378378378378378,1075,1071,4
train,91,gt_axis,0.6610597140454163,0.7959493670886076,988,987,1
train,92,gt_axis,0.6335978835978836,0.7757085020242915,1236,1234,2
train,93,gt_axis,0.7067108533554267,0.8281553398058252,1032,1028,4
train,94,gt_axis,0.7075038284839203,0.8286995515695067,1115,1115,0
train,95,gt_axis,0.6153328850033625,0.761865112406328,1200,1202,-2
train,96,gt_axis,0.5928,0.7443495730788549,998,993,5
train,97,gt_axis,0.7124702144559174,0.8320964749536178,1078,1078,0
train,98,gt_axis,0.5761455525606469,0.7310816588285592,1171,1168,3
train,99,gt_axis,0.7664291369754552,0.8677722994173016,1118,1113,5
train,0,gt_depth,0.7474931631722881,0.8555033907146583,953,964,-11
train,1,gt_depth,0.8442906574394463,0.9155722326454033,1040,1092,-52
train,2,gt_depth,0.6907993966817496,0.8171275646743978,1114,1128,-14
train,3,gt_depth,0.7230483271375465,0.8392664509169363,922,932,-10
train,4,gt_depth,0.8053633217993079,0.8921897460469573,1021,1066,-45
train,5,gt_depth,0.6541070082893745,0.7908883826879272,1091,1104,-13
train,6,gt_depth,0.8245614035087719,0.9038461538461539,1040,1040,0
train,7,gt_depth,0.7701754385964912,0.8701684836471755,988,1030,-42
train,8,gt_depth,0.6123054114158636,0.7595402298850574,1095,1080,15
train,9,gt_depth,0.6050955414012739,0.753968253968254,1008,1008,0
train,10,gt_depth,0.6314475873544093,0.7740948495665477,957,1004,-47
train,11,gt_depth,0.6892655367231638,0.8160535117056856,1196,1196,0
train,12,gt_depth,0.8442396313364056,0.9155422288855573,1005,996,9
train,13,gt_depth,0.733754512635379,0.8464341488807913,943,978,-35
train,14,gt_depth,0.7084548104956269,0.8293515358361775,1172,1172,0
train,15,gt_depth,0.7724770642201835,0.8716356107660456,968,964,4
train,16,gt_depth,0.6849960722702279,0.813053613053613,1053,1092,-39
train,17,gt_depth,0.6805349182763745,0.8099027409372237,1134,1128,6
train,18,gt_depth,0.6912691269126913,0.817456093666844,947,932,15
train,19,gt_depth,0.8051724137931034,0.89207258834766,1028,1066,-38
train,20,gt_depth,0.6482449589245706,0.7865881286814681,1103,1104,-1
train,21,gt_depth,0.8162544169611308,0.8988326848249028,1016,1040,-24
train,22,gt_depth,0.6872393661384487,0.81463173504696,993,1030,-37
train,23,gt_depth,0.6178010471204188,0.7637540453074434,1083,1080,3
train,24,gt_depth,0.7362068965517241,0.8480635551142006,1006,1008,-2
train,25,gt_depth,0.6726422447388932,0.804287045666356,1083,1063,20
train,26,gt_depth,0.5774932614555256,0.7321657411362665,1160,1181,-21
train,27,gt_depth,0.7223950233281493,0.8388261851015801,1118,1097,21
train,28,gt_depth,0.7333333333333333,0.8461538461538461,1059,1047,12
train,29,gt_depth,0.5544286680189318,0.7133536320139191,1149,1150,-1
train,30,gt_depth,0.6919431279620853,0.8179271708683473,1084,1058,26
train,31,gt_depth,0.6093133385951065,0.7572339382050024,1029,1010,19
train,32,gt_depth,0.6354234001292824,0.7770750988142292,1250,1280,-30
train,33,gt_depth,0.7668049792531121,0.86801315171442,1070,1059,11
train,34,gt_depth,0.6686592655849701,0.8014329580348004,979,975,4
train,35,gt_depth,0.6364234056541749,0.777822418642025,1239,1250,-11
train,36,gt_depth,0.6905349794238683,0.8169425511197663,1036,1018,18
train,37,gt_depth,0.7081081081081081,0.8291139240506329,1114,1098,16
train,38,gt_depth,0.6269465132024373,0.7707032875572202,1191,1212,-21
train,39,gt_depth,0.6829477292202228,0.8116089613034623,985,979,6
train,40,gt_depth,0.6526806526806527,0.7898448519040903,1064,1063,1
train,41,gt_depth,0.5808625336927223,0.7348678601875532,1165,1181,-16
train,42,gt_depth,0.7811745776347546,0.8771454381210478,1117,1097,20
train,43,gt_depth,0.725793327908869,0.8411126826968411,1074,1047,27
train,44,gt_depth,0.5501373626373627,0.7097917589720868,1107,1150,-43
train,45,gt_depth,0.6808846761453397,0.8101503759398496,1070,1058,12
train,46,gt_depth,0.6272,0.7708947885939036,1024,1010,14
train,47,gt_depth,0.6503225806451612,0.7881157154026583,1278,1280,-2
train,48,gt_depth,0.7346437346437347,0.8470254957507082,1059,1059,0
train,49,gt_depth,0.6476030277544155,0.7861153649821337,984,975,9
train,50,gt_depth,0.609992542878449,0.7577582213987958,1085,1074,11
train,51,gt_depth,0.7627264883520276,0.8653940283896231,1015,1028,-13
train,52,gt_depth,0.7753960857409133,0.873490813648294,959,946,13
train,53,gt_depth,0.6857749469214437,0.8136020151133502,1198,1184,14
train,54,gt_depth,0.8087431693989071,0.8942598187311178,982,1004,-22
train,55,gt_depth,0.7526165556612749,0.8588490770901195,923,919,4
train,56,gt_depth,0.7038123167155426,0.8261617900172117,1161,1163,-2
train,57,gt_depth,0.7527272727272727,0.8589211618257261,953,975,-22
train,58,gt_depth,0.8923357664233577,0.9431051108968177,1044,1030,14
train,59,gt_depth,0.6366959064327485,0.7780259044216168,1124,1115,9
train,60,gt_depth,0.7142857142857143,0.8333333333333334,921,951,-30
train,61,gt_depth,0.8634686346863468,0.9267326732673268,1017,1003,14
train,62,gt_depth,0.6300963676797627,0.7730786721236926,1107,1092,15
train,63,gt_depth,0.8763440860215054,0.9340974212034384,1041,1053,-12
train,64,gt_depth,0.7355298308103295,0.8476141611082606,976,973,3
train,65,gt_depth,0.6164280331574982,0.7627039627039627,1071,1074,-3
train,66,gt_depth,0.6996644295302014,0.8232971372161896,998,1028,-30
train,67,gt_depth,0.76274328081557,0.8654048370136698,956,946,10
train,68,gt_depth,0.7198838896952104,0.8371308016877637,1186,1184,2
train,69,gt_depth,0.705932932072227,0.8276209677419355,980,1004,-24
train,70,gt_depth,0.7481132075471698,0.8559093362115489,934,919,15
train,71,gt_depth,0.7045454545454546,0.8266666666666667,1162,1163,-1
train,72,gt_depth,0.7948243992606284,0.8856848609680742,967,975,-8
train,73,gt_depth,0.802608695652174,0.8904968644476604,1043,1030,13
train,74,gt_depth,0.6300072833211945,0.773011617515639,1123,1115,8
train,75,gt_depth,0.7485714285714286,0.8562091503267973,1071,1071,0
train,76,gt_depth,0.6306677658697445,0.7735085945399394,991,987,4
train,77,gt_depth,0.6361829025844931,0.7776427703523694,1235,1234,1
train,78,gt_depth,0.7087136929460581,0.8295288975230695,1031,1028,3
train,79,gt_depth,0.7768924302788844,0.874439461883408,1115,1115,0
train,80,gt_depth,0.6154362416107383,0.7619443290402991,1205,1202,3
train,81,gt_depth,0.6804733727810651,0.8098591549295775,995,993,2
train,82,gt_depth,0.7014218009478673,0.8245125348189415,1076,1078,-2
train,83,gt_depth,0.5723905723905723,0.728051391862955,1167,1168,-1
train,84,gt_depth,0.7400468384074942,0.8506056527590848,1116,1113,3
train,85,gt_depth,0.7093397745571659,0.8299576071596797,1062,1061,1
train,86,gt_depth,0.5563139931740614,0.7149122807017544,1140,1140,0
train,87,gt_depth,0.6934594168636722,0.8189855746859004,1079,1070,9
train,88,gt_depth,0.6786885245901639,0.80859375,1024,1024,0
train,89,gt_depth,0.6478232618583496,0.7862776025236593,1271,1265,6
train,90,gt_depth,0.7213771016813451,0.838139534883721,1079,1071,8
train,91,gt_depth,0.6619007569386038,0.7965587044534413,989,987,2
train,92,gt_depth,0.6338400528750826,0.7758899676375405,1238,1234,4
train,93,gt_depth,0.7075393537696769,0.8287239204269772,1033,1028,5
train,94,gt_depth,0.7064220183486238,0.8279569892473119,1117,1115,2
train,95,gt_depth,0.6145063801208865,0.7612312811980033,1202,1202,0
train,96,gt_depth,0.592948717948718,0.744466800804829,995,993,2
train,97,gt_depth,0.7126984126984127,0.8322520852641334,1080,1078,2
train,98,gt_depth,0.5750841750841751,0.7302265925609235,1171,1168,3
train,99,gt_depth,0.7658227848101266,0.8673835125448028,1119,1113,6
train,0,gt_continuous_all,0.8097014925373134,0.8948453608247423,976,964,12
train,1,gt_continuous_all,0.8530183727034121,0.9206798866855525,1026,1092,-66
train,2,gt_continuous_all,0.6790214974054856,0.8088300220750552,1137,1128,9
train,3,gt_continuous_all,0.7844254510921178,0.8791910590739755,947,932,15
train,4,gt_continuous_all,0.8292035398230089,0.9066279632317368,1001,1066,-65
train,5,gt_continuous_all,0.6420118343195266,0.781981981981982,1116,1104,12
train,6,gt_continuous_all,0.8612873980054397,0.9254749147588894,1013,1040,-27
train,7,gt_continuous_all,0.80625,0.8927335640138409,993,1030,-37
train,8,gt_continuous_all,0.6123054114158636,0.7595402298850574,1095,1080,15
train,9,gt_continuous_all,0.7480383609415867,0.855860349127182,997,1008,-11
train,10,gt_continuous_all,0.76544315129812,0.8671399594320487,968,1004,-36
train,11,gt_continuous_all,0.7107913669064748,0.830950378469302,1182,1196,-14
train,12,gt_continuous_all,0.8442396313364056,0.9155422288855573,1005,996,9
train,13,gt_continuous_all,0.733754512635379,0.8464341488807913,943,978,-35
train,14,gt_continuous_all,0.6869125090383225,0.8144020574367766,1161,1172,-11
train,15,gt_continuous_all,0.8097014925373134,0.8948453608247423,976,964,12
train,16,gt_continuous_all,0.8530183727034121,0.9206798866855525,1026,1092,-66
train,17,gt_continuous_all,0.6790214974054856,0.8088300220750552,1137,1128,9
train,18,gt_continuous_all,0.7844254510921178,0.8791910590739755,947,932,15
train,19,gt_continuous_all,0.8292035398230089,0.9066279632317368,1001,1066,-65
train,20,gt_continuous_all,0.6420118343195266,0.781981981981982,1116,1104,12
train,21,gt_continuous_all,0.8612873980054397,0.9254749147588894,1013,1040,-27
train,22,gt_continuous_all,0.80625,0.8927335640138409,993,1030,-37
train,23,gt_continuous_all,0.6123054114158636,0.7595402298850574,1095,1080,15
train,24,gt_continuous_all,0.7480383609415867,0.855860349127182,997,1008,-11
train,25,gt_continuous_all,0.765,0.8668555240793201,1055,1063,-8
train,26,gt_continuous_all,0.5767690253671562,0.7315834038950042,1181,1181,0
train,27,gt_continuous_all,0.7584269662921348,0.8626198083067093,1094,1097,-3
train,28,gt_continuous_all,0.7374897456931911,0.8489140698772427,1071,1047,24
train,29,gt_continuous_all,0.555104800540906,0.7139130434782609,1150,1150,0
train,30,gt_continuous_all,0.6804780876494024,0.8098624940730204,1051,1058,-7
train,31,gt_continuous_all,0.6928807947019867,0.8185819070904645,1035,1010,25
train,32,gt_continuous_all,0.6381322957198443,0.7790973871733967,1246,1280,-34
train,33,gt_continuous_all,0.7594417077175698,0.863275781614559,1084,1059,25
train,34,gt_continuous_all,0.6740237691001698,0.8052738336713996,997,975,22
train,35,gt_continuous_all,0.6219592373438527,0.7669233887312525,1217,1250,-33
train,36,gt_continuous_all,0.7203672787979967,0.8374575448811257,1043,1018,25
train,37,gt_continuous_all,0.7846027846027847,0.8793024323083983,1081,1098,-17
train,38,gt_continuous_all,0.6177451634422949,0.7637113402061856,1213,1212,1
train,39,gt_continuous_all,0.7098445595854922,0.8303030303030303,1001,979,22
train,40,gt_continuous_all,0.765,0.8668555240793201,1055,1063,-8
train,41,gt_continuous_all,0.5767690253671562,0.7315834038950042,1181,1181,0
train,42,gt_continuous_all,0.7584269662921348,0.8626198083067093,1094,1097,-3
train,43,gt_continuous_all,0.7374897456931911,0.8489140698772427,1071,1047,24
train,44,gt_continuous_all,0.555104800540906,0.7139130434782609,1150,1150,0
train,45,gt_continuous_all,0.6804780876494024,0.8098624940730204,1051,1058,-7
train,46,gt_continuous_all,0.6928807947019867,0.8185819070904645,1035,1010,25
train,47,gt_continuous_all,0.6381322957198443,0.7790973871733967,1246,1280,-34
train,48,gt_continuous_all,0.7594417077175698,0.863275781614559,1084,1059,25
train,49,gt_continuous_all,0.6740237691001698,0.8052738336713996,997,975,22
train,50,gt_continuous_all,0.6092468307233407,0.7571825764596849,1084,1074,10
train,51,gt_continuous_all,0.7835951134380453,0.8786692759295499,1016,1028,-12
train,52,gt_continuous_all,0.7748837209302326,0.8731656184486373,962,946,16
train,53,gt_continuous_all,0.7355311355311356,0.8476150274377374,1185,1184,1
train,54,gt_continuous_all,0.8065099457504521,0.8928928928928929,994,1004,-10
train,55,gt_continuous_all,0.7455230914231856,0.8542116630669546,933,919,14
train,56,gt_continuous_all,0.6976069615663524,0.8218709953011534,1178,1163,15
train,57,gt_continuous_all,0.7929759704251387,0.8845360824742268,965,975,-10
train,58,gt_continuous_all,0.8879781420765027,0.9406657018813314,1043,1030,13
train,59,gt_continuous_all,0.666168782673637,0.7996414164051995,1116,1115,1
train,60,gt_continuous_all,0.7607076350093109,0.86409307244844,940,951,-11
train,61,gt_continuous_all,0.8650646950092421,0.9276511397423192,1015,1003,12
train,62,gt_continuous_all,0.6473247927656368,0.7859103385178408,1094,1092,2
train,63,gt_continuous_all,0.8992740471869328,0.94696607740086,1040,1053,-13
train,64,gt_continuous_all,0.7988980716253443,0.888208269525268,986,973,13
train,65,gt_continuous_all,0.6092468307233407,0.7571825764596849,1084,1074,10
train,66,gt_continuous_all,0.7835951134380453,0.8786692759295499,1016,1028,-12
train,67,gt_continuous_all,0.7748837209302326,0.8731656184486373,962,946,16
train,68,gt_continuous_all,0.7355311355311356,0.8476150274377374,1185,1184,1
train,69,gt_continuous_all,0.8065099457504521,0.8928928928928929,994,1004,-10
train,70,gt_continuous_all,0.7455230914231856,0.8542116630669546,933,919,14
train,71,gt_continuous_all,0.6976069615663524,0.8218709953011534,1178,1163,15
train,72,gt_continuous_all,0.7929759704251387,0.8845360824742268,965,975,-10
