run_label,split,hard_case_type,sample_count,mask_iou,center_grid_mae,x_bin_acc,y_bin_acc,center_offset_mae,pred_area,target_area
v3_train_candidate,test,bins_correct_center_or_offset_bad,2,0.0,66.32854703646879,0.0,0.0,0.3042458747378358,192.0,113.0
v3_train_candidate,test,both_bins_wrong_like,2,0.09498680738786275,46.21879755981966,0.0,0.5,0.13135138008518496,192.0,291.5
v3_train_candidate,test,geometry_or_type_interaction,2,0.0,14.087918179752581,0.5,0.0,0.13836731632228938,192.0,80.0
v3_train_candidate,test,rare_y_bin_wrong,1,0.0,44.47286679011851,0.0,0.0,0.3077598422928644,192.0,231.0
v3_train_candidate,test,x_bin_wrong_like,3,0.08591065292096217,50.038359561343775,0.0,0.3333333333333333,0.22232586203596638,192.0,280.0
v3_train_candidate,val,bins_correct_center_or_offset_bad,2,0.0,50.11249665153585,0.0,0.0,0.32237088609925596,192.0,127.5
v3_train_candidate,val,both_bins_wrong_like,2,0.0,49.395481554983974,0.0,0.0,0.13135123020045908,192.0,284.0
v3_train_candidate,val,geometry_or_type_interaction,2,0.19791666666666666,7.90980960290575,0.0,0.5,0.39211726401542385,192.0,80.0
v3_train_candidate,val,rare_y_bin_wrong,1,0.0,44.26929328523163,0.0,0.0,0.30775969841082546,192.0,216.0
v3_train_candidate,val,x_bin_wrong_like,3,0.025146866942607937,38.53389401185584,0.0,0.3333333333333333,0.22232602501742957,192.0,278.3333333333333
v3_train_param_only,test,bins_correct_center_or_offset_bad,2,0.0,39.366312732454865,0.0,0.5,0.24143606491044767,217.0,113.0
v3_train_param_only,test,both_bins_wrong_like,2,0.0,49.15076960452325,0.0,0.0,0.559873568826763,217.0,291.5
v3_train_param_only,test,geometry_or_type_interaction,2,0.0,36.53287114559289,0.0,0.0,0.41818939132777216,217.0,80.0
v3_train_param_only,test,rare_y_bin_wrong,1,0.0,21.321227440481973,0.0,0.0,0.18508184061702274,217.0,231.0
v3_train_param_only,test,x_bin_wrong_like,3,0.12487962757198127,34.269870606153134,0.0,0.6666666666666666,0.6472694354736378,217.0,280.0
v3_train_param_only,val,bins_correct_center_or_offset_bad,2,0.0,48.85391660629842,0.0,0.0,0.29581108044097715,217.0,127.5
v3_train_param_only,val,both_bins_wrong_like,2,0.0,45.62727901370185,0.0,0.0,0.5598736020232803,217.0,284.0
v3_train_param_only,val,geometry_or_type_interaction,2,0.0,21.725860760709907,0.0,0.0,0.26652706937983717,217.0,80.0
v3_train_param_only,val,rare_y_bin_wrong,1,0.1863013698630137,16.669243328950596,0.0,1.0,0.18508187572348236,217.0,216.0
v3_train_param_only,val,x_bin_wrong_like,3,0.20503355387076316,30.366377648683564,0.0,0.6666666666666666,0.6472692674293334,217.0,278.3333333333333
zero_shot_v2_train,test,bins_correct_center_or_offset_bad,2,0.0,91.31841660293209,0.0,0.0,0.15404570539052168,1071.0,113.0
zero_shot_v2_train,test,both_bins_wrong_like,2,0.0444964871194379,53.8024157709137,0.0,0.5,0.29511573088960896,1071.0,291.5
zero_shot_v2_train,test,geometry_or_type_interaction,2,0.0079155672823219,18.28042757441735,0.0,0.0,0.20452010633224924,1071.0,80.0
zero_shot_v2_train,test,rare_y_bin_wrong,1,0.0187793427230046,63.88277258900846,0.0,0.0,0.17112398909878793,1071.0,231.0
zero_shot_v2_train,test,x_bin_wrong_like,3,0.0,75.63920051644186,0.0,0.0,0.36800461043100513,1071.0,280.0
zero_shot_v2_train,val,bins_correct_center_or_offset_bad,2,0.0,67.73625575404262,0.0,0.0,0.17217075276792604,1071.0,127.5
zero_shot_v2_train,val,both_bins_wrong_like,2,0.0117424242424242,71.10373964202348,0.0,0.0,0.29511590624021244,1071.0,284.0
zero_shot_v2_train,val,geometry_or_type_interaction,2,0.0,33.34079954741806,0.0,0.0,0.24191727547564212,1071.0,80.0
zero_shot_v2_train,val,rare_y_bin_wrong,1,0.0,69.45500657148304,0.0,0.0,0.17112395399232827,1071.0,216.0
zero_shot_v2_train,val,x_bin_wrong_like,3,0.0,55.722038924245304,0.0,0.0,0.36800457508198187,1071.0,278.3333333333333
