sample_index,loss_phi_final,loss_mu_final,mu_mse_final,mu_mae_final,defect_area_pred,defect_area_label,defect_iou,pred_centroid_x,pred_centroid_y,label_centroid_x,label_centroid_y,lambda_area_prior,lambda_mask_prior,lambda_mask_bce_prior,center_mode,test_radius
0,1.1353217363357544,1.4209893941879272,657070.75,695.8309936523438,2268,105,0.046296294778585434,-4.223762512207031,5.396599292755127,-7.405063152313232,5.897436141967773,1.0,1.0,0.0,three,5.0
1,2.100701093673706,1.0493848323822021,351858.53125,426.3228759765625,1229,88,0.04856687784194946,0.21490147709846497,6.673552513122559,7.180666923522949,6.8065266609191895,1.0,1.0,0.0,three,5.0
2,1.7634515762329102,1.009144902229309,288435.46875,340.324462890625,1016,48,0.04724409431219101,-0.5681251287460327,6.759034633636475,1.1392405033111572,5.512819766998291,1.0,1.0,0.0,three,5.0
3,1.844001054763794,1.0134354829788208,303159.15625,366.3735046386719,1081,59,0.05457909405231476,0.10521200299263,6.692047119140625,-1.1617677211761475,3.8374617099761963,1.0,1.0,0.0,three,5.0
4,2.0251505374908447,1.091875433921814,368236.1875,446.139892578125,1266,77,0.03947368264198303,-0.10288560390472412,6.64054012298584,6.788590908050537,6.097235679626465,1.0,1.0,0.0,three,5.0
5,1.742926001548767,1.0116569995880127,313816.5625,387.09149169921875,1107,65,0.05871725454926491,-0.4979245960712433,6.676163196563721,-0.5696201920509338,5.641026020050049,1.0,1.0,0.0,three,5.0
6,3.5031089782714844,1.159134864807129,512833.25,593.0657348632812,1910,226,0.11832460761070251,3.198223829269409,5.89072322845459,0.8115828633308411,6.519174098968506,1.0,1.0,0.0,three,5.0
7,1.6116019487380981,1.0885322093963623,390195.15625,482.22247314453125,1357,96,0.062134504318237305,-1.2154977321624756,6.051811218261719,-5.316455841064453,4.487179279327393,1.0,1.0,0.0,three,5.0
8,2.400503158569336,1.0889239311218262,448532.59375,548.0833129882812,1639,166,0.0979318767786026,0.4845884442329407,6.241924285888672,6.252097129821777,4.1519927978515625,1.0,1.0,0.0,three,5.0
9,1.9584581851959229,1.0013623237609863,362511.28125,476.01727294921875,1310,143,0.10916030406951904,-1.0403903722763062,6.050695419311523,-4.367088317871094,6.923076629638672,1.0,1.0,0.0,three,5.0
