label,sample_index,component_slot,max_abs_dx_cells,max_abs_dy_cells,mean_l2_cells,max_l2_cells,pred_area_grid,true_area_grid,area_grid_diff,area_grid_ratio,pred_width_cells,true_width_cells,pred_height_cells,true_height_cells,max_edge_diff_cells,mean_edge_diff_cells
longer_train30_train,0,0,0.2781063613244823,0.38200346442692273,0.33644656197316136,0.4603168429715027,196.78198811803387,194.09134017082164,2.690647947212227,1.0138627923576815,31.257916987119245,31.027696090438127,6.897577448321376,6.471344330056816,0.6279556362186911,0.3751171885970326
longer_train30_train,1,0,0.15221511352214168,0.23934844601374372,0.21357593826029547,0.2638950414580435,219.37999020871786,217.32391650760735,2.056073701110506,1.0094608717445903,32.46863389317618,32.28222248823649,7.124343347721025,6.731999836343338,0.3923783330109316,0.22936239065559194
longer_train30_train,2,0,0.2877807541813125,0.4885791037007221,0.36243741380248795,0.5230572971235069,251.6342355573029,241.7823364505757,9.851899106727188,1.040746976190881,33.96275305664733,33.60888711792724,7.933371994086474,7.194000075105347,0.7400150708579591,0.3138426386703974
longer_train30_train,3,0,0.24932643257438614,0.4915577702199914,0.32861529660435085,0.4915850145542312,219.49831767142337,219.04595560914854,0.45236206227482967,1.0020651468365023,35.19005960045516,34.93555773836876,6.790518330384455,6.2700002458691655,0.5527944442190762,0.35265695850759715
longer_train30_train,4,0,0.17455607111504834,0.31716085049497,0.27839353129548217,0.36202324103545414,211.4466445051293,208.3928120797215,3.053832425407819,1.0146542118940243,31.13091973088875,31.108285914267285,7.2928797453913035,7.13412565103524,0.5607227681984446,0.2947429304608187
longer_train30_train,5,0,0.40562023384020257,0.38661048593106834,0.3982838762503591,0.5162410922565503,240.4795685676463,232.2383035650074,8.241265002638897,1.0354862435529806,32.728429334687355,32.28222113081562,7.899949154442903,7.194000147137328,0.7069296509647147,0.3652580317858749
longer_train30_train,6,0,0.14445390584123668,0.2601691463441211,0.2062112834062877,0.26020094898250223,211.79079434298765,210.72774138691017,1.0630529560774846,1.005044674939716,33.74927469760421,33.608888855425946,6.630621160506186,6.2700002458691655,0.3606689361326554,0.21407906210459915
longer_train30_train,7,0,0.26525813747774374,0.3998236005155057,0.3331861093431001,0.4476762724145083,242.20544476605144,235.1861813111867,7.019263454864756,1.0298455607201564,35.20239815801154,34.93555658003628,7.393844381395974,6.732000412599192,0.6621198706349203,0.29684627879125336
longer_train30_train,8,0,0.23682802513602433,0.3678690607928275,0.33240405394747996,0.4181839046302326,224.68717070180443,222.69428960280828,1.9928810989961505,1.008948954652365,31.186290340005392,31.119093156287676,7.782985350854368,7.596055010326971,0.5889722496976297,0.35777492358765195
longer_train30_train,9,0,0.18666875383821324,0.3065508276757038,0.26394021967395764,0.31153525045225844,204.9726741352017,202.4095405274854,2.5631336077162814,1.012663106694658,32.524396018670416,32.2822222891481,6.764775828788634,6.270000209853174,0.49592301252801185,0.2516225380139865
longer_train30_train,10,0,0.21523525982922523,0.2585464098538401,0.254313415434113,0.29637243541815067,85.56363053082272,84.05759899833511,1.5060315324876115,1.017916661318359,21.500084808563848,21.2496194455804,4.422249673990525,4.029077218564092,0.46264727342391465,0.28625761587853804
longer_train30_train,11,0,0.26947099270047975,0.4969561710942752,0.3788815002503553,0.5404073141033138,107.90617837060034,110.32560524444091,-2.419426873840564,0.9780701237171552,23.80055395999299,23.917372948738702,5.158905194898812,4.728769347834018,0.6673626644688953,0.39045896654522927
longer_train30_train,11,1,0.16134644753515232,0.855690099915082,0.4077170202211482,0.8707687541620317,69.4358905453694,57.789606544115344,11.64628400125406,1.201529041253526,15.967242543784735,15.92000111199918,4.763196637450456,3.630000157509934,1.1355824465224664,0.40885118408736976
longer_train30_train,12,0,0.19036325527701353,0.2786784844363887,0.2617738532591552,0.3123061275935208,89.06067308160397,87.55999750432466,1.50067557727931,1.017138826176933,22.334114309417778,22.14311570877654,4.4591484889570285,4.060718275101147,0.49912159696362535,0.31430100028428176
longer_train30_train,13,0,0.1842455222940934,0.24394005267374336,0.21699413197286777,0.2652290538901204,96.87011307306302,98.6509307045067,-1.780817631443682,0.9819482936579905,23.10582320628665,23.0302454870901,4.524378346824163,4.394743253219723,0.3513500605281017,0.23940933288234967
longer_train30_train,13,1,0.17128899436065542,0.6315481815553795,0.33133465640590465,0.6394237423877993,67.1541447557907,57.7896044417418,9.364540314048895,1.1620454129165976,16.079072594547405,15.92000053283294,4.428757907627327,3.630000157509934,0.8070619795276084,0.33965903771161887
longer_train30_train,14,0,0.1705320240862375,0.3760668765991973,0.3358446746799166,0.4129254980187406,112.98538155901454,110.32560566745354,2.6597758915609973,1.0241084186709852,24.132615448145913,23.91737316592604,5.30924343263902,4.728769671977938,0.6894341456228856,0.3702594336966325
longer_train30_train,15,0,0.2862795552897354,0.36618725807731434,0.3296506798875518,0.464810812863761,78.52107532927816,78.33701300990664,0.1840623193715203,1.0023496213641467,19.54968226532673,19.526728748941316,4.562295982143938,4.215716405820283,0.5382328043666789,0.32321049415811587
longer_train30_train,16,0,0.28252655806079263,0.2293633726702267,0.263452565714037,0.36103351313564563,63.939225934631764,62.43027957133715,1.508946363294612,1.0241701042131388,20.849176089167806,20.614826895534843,3.4739814776699576,3.2365997028525038,0.438216846500052,0.29066177656097925
longer_train30_train,17,0,0.26660875314717186,0.2997317400206223,0.3066643383471088,0.35457569843551284,74.29502201491987,72.93748700701971,1.3575350079001538,1.018612308479582,21.967418680170596,21.668890338091522,3.8882518124934693,3.3660000982516234,0.5233641996426885,0.3144703135803799
longer_train30_train,18,0,0.2857467223498238,0.36482758238526247,0.31450154669056674,0.39695059857281406,80.94188472535643,84.1743395579332,-3.2324548325767637,0.9615980968837656,22.840903301892503,22.83732173787031,4.08704164259974,3.918141051228517,0.630661002825939,0.32110648123695484
longer_train30_train,19,0,0.23051786417018505,0.3051897113440121,0.28938460976633235,0.3381450225441539,98.16144741434411,96.14086367904929,2.020583735294821,1.0210169085025096,24.131846315380475,23.9485754574709,4.57823752414221,4.258911104140676,0.5521496188298771,0.3265370059924333
longer_train30_train,20,0,0.31282390235715885,0.3970356746845471,0.33203686745766325,0.43410197935049644,62.93894012540483,59.07380123317603,3.8651388922287993,1.0654289856339585,19.833346305880987,19.4577778498518,3.6931292746542983,3.035999366886898,0.6596813897270346,0.3323483388338053
longer_train30_train,21,0,0.31175360314742334,0.4494392297105319,0.36709634275800584,0.4577778904267173,64.42456109318226,69.21619924171691,-4.791638148534645,0.930772879744505,20.61624932781792,20.620616241260237,3.766827788580086,3.5665719635763455,0.792676249320174,0.3959358751438059
