label,sample_index,component_slot,max_abs_dx_cells,max_abs_dy_cells,mean_l2_cells,max_l2_cells,pred_area_grid,true_area_grid,area_grid_diff,area_grid_ratio,pred_width_cells,true_width_cells,pred_height_cells,true_height_cells,max_edge_diff_cells,mean_edge_diff_cells
longer_train30_train,22,0,0.23840393647243685,0.34802785135355635,0.29231641270209374,0.3921137914881608,62.97761227867156,58.84032329591622,4.1372889827553365,1.0703138383850872,18.776425836267155,18.62731195886665,3.7944880696644203,3.3491504850723888,0.6262921610737062,0.2660532206501748
longer_train30_train,22,1,0.20958636191680347,0.83810413979995,0.40111718268086827,0.8505075095173689,57.730685776826746,46.23167598484901,11.499009791977734,1.2487257826375617,15.947759391503617,15.919998795334223,3.9057970745387762,2.9039999675375867,1.0035460838221146,0.4081795217306041
longer_train30_train,23,0,0.25132803109648894,0.5200769606575808,0.4097311757664337,0.5776208308411882,64.78457698905311,58.84032226113592,5.9442547279171905,1.1010234903462346,18.895103948640166,18.62731253803289,4.057926891735052,3.349150413040407,0.8898409382693973,0.39373420510031365
longer_train30_train,23,1,0.30455109179879186,0.749489315075561,0.3778321215350081,0.7687805801161547,56.138007312653684,46.23167713159807,9.906330181055615,1.2142758125096205,15.987819161925145,15.919998795334223,3.858279592915168,2.904000039569569,0.9558996100149915,0.3661856904088514
longer_train30_train,24,0,0.1961033718720832,0.4171170387517744,0.31200346212639907,0.4609155632831786,60.980585983641745,58.84032595858928,2.140260025052463,1.0363740341370429,18.822821685343722,18.591682231007496,3.72997737910548,3.228445196275306,0.5621287860156801,0.29289849726452577
longer_train30_train,24,1,0.11187175073187987,0.717443150671791,0.33150771030237536,0.7261129134354257,56.20714739757375,46.23168156569477,9.975465831878978,1.2157712091372652,15.961789114477984,15.920001111999177,3.7872802614185277,2.9039998955056046,0.8580588314068534,0.36287236228630804
longer_train30_train,25,0,0.22430876771305727,0.2833530719396414,0.22605941013323766,0.36139090560026804,59.65245543091527,58.84032485525472,0.8121305756605466,1.0138022789245023,18.89347764984096,18.62731137970041,3.4426078038500503,3.3491506291363535,0.32207834077013686,0.21077870502624296
longer_train30_train,25,1,0.1557053683669575,0.6400519892212448,0.42782067986699823,0.6406632014436772,59.22246063837956,46.231674838099934,12.990785800279625,1.2809931901834066,15.939891997312575,15.91999879533422,3.9153830907020666,2.9039998955056046,1.0134659862780047,0.460393220364275
longer_train30_train,25,2,0.2348495932634829,0.471922428185249,0.3239587694124213,0.47341017221034337,30.843164694568884,34.14840142595463,-3.3052367313857474,0.9032096205571254,13.367833263080563,13.310681138612658,2.67365659975238,2.703366622916236,0.40902168166369357,0.23117048201658208
longer_train30_train,26,0,0.24225365446329836,0.44680919798409635,0.29475011948605156,0.45653213597669307,57.953416603929156,58.84031793698318,-0.886901333054027,0.9849269792524935,18.907715872661377,18.62731137970041,3.511737761350073,3.3491506291363553,0.5027034341194621,0.3179741831584121
longer_train30_train,26,1,0.11286559999806285,0.6584322460017855,0.3812108865344409,0.658935016198183,57.8167139875583,46.2316815656946,11.585032421863701,1.250586438336696,15.914714482569273,15.920001111999184,3.8164042323769074,2.903999895505603,0.8201475036959143,0.4150795818287848
longer_train30_train,27,0,0.25762935977718293,0.4367765835324656,0.29935843257577066,0.45976117371113534,119.19116122343152,126.77959516619805,-7.588433942766528,0.9401446744421396,30.862404941648915,30.80416803881529,4.358737058574047,4.424856655482721,0.6692503589492578,0.3111353311909595
longer_train30_train,28,0,0.20820678793542358,0.2940777696742364,0.29400402187406743,0.3379554136121034,125.70615631379978,123.95577911490224,1.7503771988975387,1.014120980977216,27.620085806476006,27.494732224031885,5.079285075797553,4.788426271334506,0.5580008525466571,0.32647897575464646
longer_train30_train,29,0,0.23380651486698198,0.33650345455490327,0.2856928078194252,0.4097560997979507,139.5556429336674,140.2492454976146,-0.693602563947195,0.9950545005679977,28.632181125853535,28.607139136010165,5.394967253766222,5.195190873634612,0.48131265304941184,0.3154328456580304
