sample_index,loss_phi_final,loss_mu_final,mu_mse_final,mu_mae_final,defect_area_pred,defect_area_label,defect_iou,pred_centroid_x,pred_centroid_y,label_centroid_x,label_centroid_y,lambda_area_prior,lambda_mask_prior,lambda_mask_bce_prior,center_mode,test_radius
0,2.193326711654663,0.33458536863327026,15497.6279296875,64.83769226074219,21,20,0.7083333134651184,-6.831502437591553,4.0852131843566895,-6.76923131942749,3.9473681449890137,1.0,1.0,3.0,three,5.0
1,2.1956613063812256,0.1407768279314041,10315.2705078125,64.08880615234375,19,20,0.949999988079071,3.3805670738220215,4.515235424041748,3.461538791656494,4.473683834075928,1.0,1.0,3.0,three,5.0
2,2.1983275413513184,0.3175869584083557,15062.35546875,58.14140319824219,22,21,0.7916666865348816,-7.657342910766602,6.052631855010986,-7.673993110656738,6.140351295471191,1.0,1.0,3.0,three,5.0
3,2.118682861328125,0.5744279026985168,25403.314453125,105.32086181640625,31,23,0.5882353186607361,-6.910670280456543,8.098472595214844,-6.705685615539551,7.6659040451049805,1.0,1.0,3.0,three,5.0
4,2.1423182487487793,0.23688621819019318,8122.46728515625,38.011207580566406,13,12,0.9230769276618958,-2.751479148864746,3.8056681156158447,-2.8205127716064453,3.7719297409057617,1.0,1.0,3.0,three,5.0
5,2.1966590881347656,0.07568839192390442,13788.369140625,80.8296127319336,62,62,1.0,1.6253101825714111,3.9473683834075928,1.6253101825714111,3.9473683834075928,1.0,1.0,3.0,three,5.0
6,2.239797830581665,0.10298473387956619,16887.720703125,93.64868927001953,61,61,1.0,5.769230842590332,3.5461606979370117,5.769230842590332,3.5461606979370117,1.0,1.0,3.0,three,5.0
7,2.378849506378174,0.0816820040345192,13213.017578125,73.87248229980469,54,54,1.0,0.38461536169052124,4.610136032104492,0.38461536169052124,4.610136032104492,1.0,1.0,3.0,three,5.0
8,2.2325124740600586,0.09039048850536346,14400.8310546875,75.90705108642578,57,56,0.9824561476707458,4.75708532333374,5.789473533630371,4.766483783721924,5.742481708526611,1.0,1.0,3.0,three,5.0
9,2.3174335956573486,0.1414756029844284,7874.271484375,44.14598083496094,20,19,0.949999988079071,2.384615421295166,5.315789222717285,2.4089066982269287,5.4016618728637695,1.0,1.0,3.0,three,5.0
10,2.2573633193969727,0.3201180100440979,14777.98046875,60.29743957519531,20,21,0.782608687877655,-4.57692289352417,6.236842155456543,-4.450549125671387,6.4912285804748535,1.0,1.0,3.0,three,5.0
11,2.4249274730682373,0.22841492295265198,11432.1591796875,52.0063591003418,17,19,0.8947368264198303,7.624434471130371,4.14860725402832,7.550607681274414,4.1274237632751465,1.0,1.0,3.0,three,5.0
12,2.305558681488037,0.16206704080104828,13755.9404296875,70.10943603515625,29,30,0.9666666388511658,4.177718639373779,6.098003387451172,4.230769157409668,6.05263090133667,1.0,1.0,3.0,three,5.0
13,2.2829670906066895,0.12168683111667633,12541.076171875,66.9944076538086,38,37,0.9736841917037964,2.672064781188965,5.734072208404541,2.692307710647583,5.789473056793213,1.0,1.0,3.0,three,5.0
14,2.2121331691741943,0.11469372361898422,10478.06640625,62.80327606201172,23,24,0.9583333134651184,2.9933109283447266,3.9816935062408447,3.076923131942749,3.9473683834075928,1.0,1.0,3.0,three,5.0
15,2.173585891723633,0.26608750224113464,11691.912109375,55.86201477050781,18,18,0.800000011920929,5.3418803215026855,4.941520690917969,5.384615421295166,5.029239654541016,1.0,1.0,3.0,three,5.0
16,2.1966991424560547,0.1296611875295639,13094.388671875,57.96400451660156,40,38,0.949999988079071,-2.326923131942749,6.1315789222717285,-2.307692289352417,6.1495842933654785,1.0,1.0,3.0,three,5.0
17,2.1189165115356445,0.18011236190795898,13564.763671875,61.8098030090332,33,34,0.9142857193946838,2.2027971744537354,5.518341541290283,2.2624433040618896,5.603715419769287,1.0,1.0,3.0,three,5.0
18,2.2469725608825684,0.09710773825645447,13242.9599609375,69.15380096435547,43,43,1.0,-1.6547404527664185,5.679315090179443,-1.6547404527664185,5.679315090179443,1.0,1.0,3.0,three,5.0
19,2.4757730960845947,0.1148441806435585,10265.7216796875,55.223812103271484,35,36,0.9722222089767456,-1.8791207075119019,5.624060153961182,-1.88034188747406,5.511695861816406,1.0,1.0,3.0,three,5.0
