runner config | sample=9 | center_mode=three | test_centers=3 | test_radius=5.000000e+00 | lambda_area_prior=1.000000e+00 | lambda_mask_prior=1.000000e+00 | lambda_mask_bce_prior=3.000000e+00
sample=9 | outer=1/30 | loss_phi=2.409940e+00 | loss_mu=1.968201e+00 | mu_mse=1.501703e+05 | mu_mae=3.825240e+02 | defect_area_pred=0 | defect_area_label=19 | defect_iou=0.000000e+00
sample=9 | outer=2/30 | loss_phi=2.393059e+00 | loss_mu=1.305236e+00 | mu_mse=1.321462e+05 | mu_mae=3.599254e+02 | defect_area_pred=0 | defect_area_label=19 | defect_iou=0.000000e+00
sample=9 | outer=3/30 | loss_phi=2.389600e+00 | loss_mu=1.093780e+00 | mu_mse=1.025035e+05 | mu_mae=3.120873e+02 | defect_area_pred=10 | defect_area_label=19 | defect_iou=0.000000e+00
sample=9 | outer=4/30 | loss_phi=2.388314e+00 | loss_mu=1.039595e+00 | mu_mse=8.291165e+04 | mu_mae=2.751178e+02 | defect_area_pred=24 | defect_area_label=19 | defect_iou=1.315790e-01
sample=9 | outer=5/30 | loss_phi=2.387392e+00 | loss_mu=1.051132e+00 | mu_mse=7.265362e+04 | mu_mae=2.533318e+02 | defect_area_pred=29 | defect_area_label=19 | defect_iou=2.631579e-01
sample=9 | outer=6/30 | loss_phi=2.386382e+00 | loss_mu=1.104095e+00 | mu_mse=6.785405e+04 | mu_mae=2.414339e+02 | defect_area_pred=31 | defect_area_label=19 | defect_iou=3.513514e-01
sample=9 | outer=7/30 | loss_phi=2.385082e+00 | loss_mu=1.208180e+00 | mu_mse=6.545116e+04 | mu_mae=2.343448e+02 | defect_area_pred=31 | defect_area_label=19 | defect_iou=3.888889e-01
sample=9 | outer=8/30 | loss_phi=2.383258e+00 | loss_mu=1.403543e+00 | mu_mse=6.576277e+04 | mu_mae=2.333733e+02 | defect_area_pred=33 | defect_area_label=19 | defect_iou=4.444444e-01
sample=9 | outer=9/30 | loss_phi=2.380297e+00 | loss_mu=1.761756e+00 | mu_mse=7.122020e+04 | mu_mae=2.433172e+02 | defect_area_pred=34 | defect_area_label=19 | defect_iou=4.722222e-01
sample=9 | outer=10/30 | loss_phi=2.374642e+00 | loss_mu=2.148386e+00 | mu_mse=8.055028e+04 | mu_mae=2.607452e+02 | defect_area_pred=37 | defect_area_label=19 | defect_iou=4.736842e-01
sample=9 | outer=11/30 | loss_phi=2.369388e+00 | loss_mu=2.435022e+00 | mu_mse=8.821119e+04 | mu_mae=2.736923e+02 | defect_area_pred=40 | defect_area_label=19 | defect_iou=4.750000e-01
sample=9 | outer=12/30 | loss_phi=2.365268e+00 | loss_mu=2.524822e+00 | mu_mse=9.059782e+04 | mu_mae=2.779284e+02 | defect_area_pred=40 | defect_area_label=19 | defect_iou=4.750000e-01
sample=9 | outer=13/30 | loss_phi=2.361530e+00 | loss_mu=2.487986e+00 | mu_mse=8.878354e+04 | mu_mae=2.747033e+02 | defect_area_pred=37 | defect_area_label=19 | defect_iou=4.736842e-01
sample=9 | outer=14/30 | loss_phi=2.358252e+00 | loss_mu=2.313416e+00 | mu_mse=8.302078e+04 | mu_mae=2.637708e+02 | defect_area_pred=36 | defect_area_label=19 | defect_iou=4.864865e-01
sample=9 | outer=15/30 | loss_phi=2.355496e+00 | loss_mu=2.039417e+00 | mu_mse=7.411409e+04 | mu_mae=2.458168e+02 | defect_area_pred=35 | defect_area_label=19 | defect_iou=5.000000e-01
sample=9 | outer=16/30 | loss_phi=2.353243e+00 | loss_mu=1.699251e+00 | mu_mse=6.264819e+04 | mu_mae=2.206476e+02 | defect_area_pred=30 | defect_area_label=19 | defect_iou=5.806451e-01
sample=9 | outer=17/30 | loss_phi=2.351430e+00 | loss_mu=1.333186e+00 | mu_mse=5.059494e+04 | mu_mae=1.911078e+02 | defect_area_pred=24 | defect_area_label=19 | defect_iou=7.200000e-01
sample=9 | outer=18/30 | loss_phi=2.349681e+00 | loss_mu=9.739579e-01 | mu_mse=3.993142e+04 | mu_mae=1.611116e+02 | defect_area_pred=23 | defect_area_label=19 | defect_iou=7.500000e-01
sample=9 | outer=19/30 | loss_phi=2.348359e+00 | loss_mu=7.382137e-01 | mu_mse=3.169458e+04 | mu_mae=1.358902e+02 | defect_area_pred=21 | defect_area_label=19 | defect_iou=8.181818e-01
sample=9 | outer=20/30 | loss_phi=2.347051e+00 | loss_mu=5.097644e-01 | mu_mse=2.387913e+04 | mu_mae=1.112981e+02 | defect_area_pred=20 | defect_area_label=19 | defect_iou=8.571429e-01
sample=9 | outer=21/30 | loss_phi=2.345970e+00 | loss_mu=3.550465e-01 | mu_mse=1.852521e+04 | mu_mae=9.239641e+01 | defect_area_pred=20 | defect_area_label=19 | defect_iou=8.571429e-01
sample=9 | outer=22/30 | loss_phi=2.343555e+00 | loss_mu=3.011100e-01 | mu_mse=1.596547e+04 | mu_mae=8.318494e+01 | defect_area_pred=20 | defect_area_label=19 | defect_iou=8.571429e-01
sample=9 | outer=23/30 | loss_phi=2.338737e+00 | loss_mu=2.344242e-01 | mu_mse=1.448159e+04 | mu_mae=7.864908e+01 | defect_area_pred=19 | defect_area_label=19 | defect_iou=9.000000e-01
sample=9 | outer=24/30 | loss_phi=2.332917e+00 | loss_mu=2.074300e-01 | mu_mse=1.297538e+04 | mu_mae=7.205496e+01 | defect_area_pred=19 | defect_area_label=19 | defect_iou=9.000000e-01
sample=9 | outer=25/30 | loss_phi=2.327906e+00 | loss_mu=2.067206e-01 | mu_mse=1.179860e+04 | mu_mae=6.633614e+01 | defect_area_pred=19 | defect_area_label=19 | defect_iou=9.000000e-01
sample=9 | outer=26/30 | loss_phi=2.324750e+00 | loss_mu=2.129724e-01 | mu_mse=1.111924e+04 | mu_mae=6.334724e+01 | defect_area_pred=19 | defect_area_label=19 | defect_iou=9.000000e-01
